Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform_type,User_Rate,Critic_Rate
We Love Golf!,Wii,2007,Sports,Capcom,0.19,0,0.03,0.02,0.24,NA,NA,NA,NA,NA,NA,console,NA,NA
Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0,0.18,0,0.05,0.24,NA,NA,73,19,"Rovio Mobile, Rovio Entertainment",E,console,great,NA
Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.15,0.06,0,0.03,0.24,62,4,NA,NA,Page 44 Studios,E,console,NA,good
Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.04,0.24,46,12,75,30,Ubisoft Vancouver,E,console,great,average
Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0,0.05,0.24,70,7,NA,NA,EA Tiburon,E,handheld,NA,good
Imagine: Zookeeper,DS,2009,Simulation,Ubisoft,0.15,0.06,0,0.02,0.24,NA,NA,NA,NA,Magic Pockets,E,handheld,NA,NA
Dood's Big Adventure,Wii,2010,Platform,THQ,0.21,0.01,0,0.02,0.24,56,4,NA,NA,THQ,E,console,NA,average
Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0,0.02,0.24,65,70,62,57,"Namco Bandai Games America, Namco Bandai Games",M,console,good,good
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61,27,54,101,Gust,M,console,average,good
NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24,56,9,82,9,EA Tiburon,E,console,outstanding,average
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.11,0.1,0,0.02,0.24,74,29,81,14,Revolution Software,T,console,outstanding,great
Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0,0.02,0.24,62,37,64,36,Larian Studios,M,console,good,good
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73,27,84,18,Gaijin Entertainment,T,console,outstanding,great
DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0,0.02,0.23,72,27,68,243,WBIE,T,console,good,great
Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0,0.02,0.23,63,10,82,5,Now Production,E,console,outstanding,good
Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02,0.23,62,18,75,6,TOSE,E10+,handheld,great,good
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23,76,26,70,4,Harmonix Music Systems,E,console,good,great
Wallace & Gromit in Project Zoo,PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0,0.03,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,0.22,0,0,0.02,0.23,NA,NA,NA,NA,THQ,E,handheld,NA,NA
Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Love Plus +,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0,0.02,0.23,77,24,81,31,Ubisoft Quebec,T,console,outstanding,great
Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.21,0.01,0,0.02,0.23,66,7,65,4,Sumo Digital,E,handheld,good,good
Mobile Suit Gundam: Climax U.C.,PS2,2006,Action,Namco Bandai Games,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,Action,Square Enix,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Big Family Games,Wii,2009,Misc,THQ,0,0.22,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Super Robot Taisen D,GBA,2003,Strategy,Banpresto,0,0,0.23,0.01,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Jet X20,PS2,NA,Racing,Unknown,0.11,0.09,0,0.03,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0,0.04,0.23,59,24,56,86,EA Sports,E,console,average,average
NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0,0.01,0.23,85,14,91,15,EA Games,E,console,incredible,outstanding
Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,79,30,91,31,Double Helix Games,T,console,incredible,great
MX vs. ATV Reflex,PSP,2009,Racing,THQ,0.18,0.03,0,0.03,0.23,NA,NA,NA,NA,Tantalus Interactive,E,handheld,NA,NA
Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,68,26,58,10,Electronic Arts,E10+,console,average,good
Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision,0.21,0.01,0,0.02,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0,0.13,0.01,0.23,63,20,79,18,"Image Epoch, Imageepoch",T,handheld,great,good
Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0,0.02,0.23,68,15,60,6,Magic Pockets,E,handheld,good,good
Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.02,0,0.02,0.23,56,42,62,18,Krome Studios,E,console,good,average
Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision,0.22,0,0,0.02,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.17,0.03,0,0.03,0.23,NA,NA,NA,NA,Activision,T,console,NA,NA
Hotel for Dogs,DS,2008,Simulation,505 Games,0.22,0,0,0.02,0.23,NA,NA,NA,NA,505 Games,E,handheld,NA,NA
Scrabble (Others sales),DS,2009,Puzzle,Ubisoft,0,0.23,0,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0,0.01,0.23,85,20,88,6,Blueshift,E,console,outstanding,outstanding
Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23,73,34,91,23,Monster Games Inc.,T,console,incredible,great
Starsky & Hutch,XB,2003,Racing,Empire Interactive,0.17,0.05,0,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0,0,0.23,0,0.23,64,35,75,25,Omega Force,T,console,great,good
Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0,0,0.23,0,0.23,81,10,80,90,Sega,T,handheld,great,outstanding
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,77,20,75,132,Falcom,T,handheld,great,great
Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0,0.03,0.23,35,9,34,16,Acclaim,T,console,average,average
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0,0.03,0.23,47,12,72,6,VU Games,T,console,great,average
Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0,0,0.02,0.23,66,4,NA,NA,Harmonix Music Systems,E10+,console,NA,good
Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,0.13,0.07,0,0.02,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Let's Make a Soccer Team!,PS2,2006,Sports,Sega,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
The Club,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23,72,42,65,15,Bizarre Creations,M,console,good,great
Monster Hunter G,PS2,2005,Role-Playing,Capcom,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,49,75,164,Q Entertainment,E,handheld,great,outstanding
All-Star Baseball 2001,N64,2e3,Sports,Acclaim Entertainment,0.22,0.01,0,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0,0.01,0.23,75,17,78,19,Vicarious Visions,T,console,great,great
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23,89,19,87,25,Ubisoft Shanghai,T,console,outstanding,outstanding
Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70,37,62,12,Sega,E,console,good,good
ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0,0.03,0.23,90,19,70,22,Kush Games,E,console,good,outstanding
Harvest Moon GB,GB,1997,Simulation,Victor Interactive,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.13,0,0.02,0.23,75,53,64,53,Codemasters,E10+,console,good,great
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23,84,47,80,22,Radical Entertainment,T,console,great,outstanding
NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,53,19,NA,NA,989 Sports,E,console,NA,average
The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.11,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23,61,4,78,4,Natsume,T,console,great,good
Virtua Fighter Kids,SAT,1995,Fighting,Sega,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0,0.02,0.23,88,104,71,1221,Firaxis Games,T,console,great,outstanding
Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Rocket Power: Beach Bandits,GC,2002,Platform,THQ,0.18,0.05,0,0.01,0.23,53,6,NA,NA,Evolution Games,E,console,NA,average
Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0,0,0.02,0.23,63,4,NA,NA,Ubisoft,E,handheld,NA,good
Tony Hawk's Downhill Jam,Wii,NA,Sports,Activision,0.21,0,0,0.02,0.23,69,42,62,13,Toys for Bob,E10+,console,good,good
M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,0.21,0,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52,32,72,82,Compile Heart,T,console,great,average
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0,0.02,0.23,58,21,78,5,Headstrong Games,T,console,great,average
NHL FaceOff 2001,PS,2e3,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02,0.23,78,11,NA,NA,SolWorks,E,console,NA,great
Cabela's Outdoor Adventures (2009),PS3,2009,Sports,Activision Value,0.21,0,0,0.02,0.23,NA,NA,NA,NA,FUN Labs,T,console,NA,NA
Puss in Boots,X360,2011,Action,THQ,0.2,0.02,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Tribes: Aerial Assault,PS2,NA,Shooter,Unknown,0.11,0.09,0,0.03,0.23,73,23,88,47,Midway Studios - Austin,T,console,outstanding,great
Game & Wario,WiiU,2013,Misc,Nintendo,0.05,0.06,0.12,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23,27,7,51,14,Red Tribe,E10+,console,average,terrible
Jewels of the Tropical Lost Island,DS,2010,Puzzle,Storm City Games,0.11,0.1,0,0.02,0.23,NA,NA,NA,NA,City Interactive,E,handheld,NA,NA
Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0,0.03,0.23,48,11,NA,NA,Frogwares,E10+,handheld,NA,average
Ashes Cricket 2009,Wii,2009,Sports,Codemasters,0,0.22,0,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0,0,0.23,71,7,NA,NA,Exient Entertainment,E,handheld,NA,great
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0,0.03,0.23,58,13,68,4,Toys for Bob,E10+,console,good,average
The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Megamind: Mega Team Unite,Wii,2010,Adventure,THQ,0.15,0.06,0,0.02,0.23,NA,NA,NA,NA,THQ,E10+,console,NA,NA
Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23,81,33,86,31,Visual Concepts,E,console,outstanding,outstanding
NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23,57,21,50,14,EA Tiburon,E,console,average,average
Major League Baseball 2K10,PS2,2010,Sports,Take-Two Interactive,0.11,0.09,0,0.03,0.23,NA,NA,NA,NA,Visual Concepts,E,console,NA,NA
Rock Band Track Pack Volume 2,Wii,2008,Misc,MTV Games,0.2,0.01,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Wipeout 2,3DS,2011,Misc,Activision,0.22,0,0,0.01,0.23,NA,NA,NA,NA,Endemol,E,handheld,NA,NA
Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23,66,33,77,22,Illusion Softworks,M,console,great,good
Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.1,0,0.04,0.23,73,36,52,17,EA Sports,E,console,average,great
Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59,18,57,12,Omega Force,T,console,average,average
Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,70,18,58,12,Criterion Games,T,console,average,good
Mega Man & Bass,GBA,2002,Platform,Capcom,0.16,0.06,0,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Ratchet & Clank: Full Frontal Assault,PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0,0.03,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,57,14,56,46,Junction Point,E,console,average,average
AKB1/149: Love Election,PSP,2012,Adventure,Namco Bandai Games,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Musou Orochi Z,PS3,2009,Action,Tecmo Koei,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0,0.03,0.23,NA,NA,NA,NA,Left Field Productions,T,console,NA,NA
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23,66,25,52,5,Magic Pixel Games,E,console,average,good
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.13,0.08,0,0.02,0.23,79,37,69,734,Ubisoft Montreal,M,console,good,great
Me & My Katamari,PSP,2005,Puzzle,Namco Bandai Games,0.13,0.01,0.08,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
What's Cooking? Jamie Oliver,DS,2008,Simulation,Atari,0.2,0.01,0,0.02,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,74,49,83,19,Game Republic,M,console,outstanding,great
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009,Adventure,Namco Bandai Games,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Barbie as The Island Princess,GBA,2007,Adventure,Activision,0.16,0.06,0,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Tales of VS.,PSP,2009,Fighting,Namco Bandai Games,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,Sega,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
The Italian Job,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0,0.03,0.23,55,18,63,4,Climax Group,T,console,good,average
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom,0.16,0.06,0,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0,0.02,0.23,74,17,68,5,Firebrand Games,E,console,good,great
Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.18,0.03,0,0.02,0.23,59,17,55,4,Disney Interactive Studios,E10+,console,average,average
Star Ocean,SNES,1996,Role-Playing,Enix Corporation,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23,82,23,82,23,Io Interactive,T,console,outstanding,outstanding
Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,0.21,0,0,0.02,0.23,NA,NA,NA,NA,Activision,E,console,NA,NA
Madden NFL 12,PSP,2011,Sports,Electronic Arts,0.21,0,0,0.02,0.23,NA,NA,NA,NA,EA Tiburon,E,handheld,NA,NA
Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23,61,26,65,13,Gratuitous Games,M,console,good,good
Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0,0.03,0.23,NA,NA,NA,NA,Papaya Studios,E,console,NA,NA
Rock Band Track Pack Volume 1,Wii,2008,Misc,MTV Games,0.17,0.04,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82,39,78,25,Kojima Productions,E10+,handheld,great,outstanding
Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.21,0,0,0.02,0.23,NA,NA,NA,NA,Human Soft,E,handheld,NA,NA
Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,87,4,71,13,Square Enix,T,console,great,outstanding
WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23,71,12,74,7,THQ,T,handheld,great,great
Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23,86,9,90,41,Matrix Software,T,console,outstanding,outstanding
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010,Sports,Konami Digital Entertainment,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.19,0.02,0,0.02,0.23,71,29,84,33,JGI Entertainment,M,console,outstanding,great
Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.21,0,0,0.02,0.23,75,9,67,30,EA Tiburon,E,console,good,great
Bratz: Girlz Really Rock,PS2,2008,Action,THQ,0.11,0.09,0,0.03,0.23,NA,NA,84,7,Blitz Games,E,console,outstanding,NA
Super R-Type,SNES,1991,Shooter,Nintendo,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Rampage 2: Universal Tour,PS,1998,Action,GT Interactive,0.13,0.09,0,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto,0,0,0.21,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.09,0,0.04,0.23,77,50,75,160,PlatinumGames,T,console,great,great
Cars 2,3DS,2011,Racing,Disney Interactive Studios,0.21,0,0,0.02,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Hannah Montana: The Movie,PS3,2009,Adventure,Disney Interactive Studios,0.14,0.06,0,0.03,0.23,NA,NA,34,17,n-Space,E,console,average,NA
BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0,0.03,0.23,58,12,62,5,Terminal Reality,T,console,good,average
NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23,73,20,85,14,Midway,E,console,outstanding,great
Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23,90,10,80,5,EA Sports,E,console,great,outstanding
The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,NA,NA,NA,NA,Bandai Namco Games,T,console,NA,NA
I Love Horses,DS,2008,Simulation,GSP,0.21,0,0,0.01,0.23,NA,NA,NA,NA,Destineer,E,handheld,NA,NA
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Play It,0.2,0.01,0,0.02,0.23,73,27,81,13,Farsight Studios,E,handheld,outstanding,great
Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,87,37,82,69,Nippon Ichi Software,T,handheld,outstanding,outstanding
Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,82,5,86,42,"Omega Force, Koei Tecmo Games",T,handheld,outstanding,outstanding
Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.14,0.07,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Hello Kitty Seasons,Wii,2010,Adventure,Namco Bandai Games,0.15,0.06,0,0.02,0.23,NA,NA,NA,NA,Sanrio Digital,E,console,NA,NA
.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0,0.03,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0,0.02,0.23,79,23,81,44,EA Montreal,E,handheld,outstanding,great
NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0,0,0.02,0.23,NA,NA,NA,NA,EA Canada,E,handheld,NA,NA
Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,0.21,0,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.02,0.23,55,12,79,44,Neverland,E10+,console,great,average
Ys Seven,PSP,2009,Role-Playing,Falcom Corporation,0.14,0,0.08,0.02,0.23,79,27,85,65,Falcom,T,handheld,outstanding,great
NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,61,15,NA,NA,989 Sports,E,console,NA,good
Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,0.1,0.05,0.04,0.03,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,83,65,78,85,Q Entertainment,E,handheld,great,outstanding
Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.2,0.01,0,0.02,0.23,79,21,67,6,Vicarious Visions,E10+,handheld,good,great
The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23,39,10,43,6,Blue Tongue,E,console,average,average
Bass Pro Shops: The Hunt,Wii,2010,Sports,XS Games,0.21,0,0,0.01,0.23,NA,NA,NA,NA,Griffin International,T,console,NA,NA
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.21,0,0,0.02,0.23,63,16,49,10,Harmonix Music Systems,T,console,average,good
Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.09,0,0.12,0.01,0.23,50,13,54,13,K2,E10+,handheld,average,average
Deca Sports 3,Wii,2010,Sports,Hudson Soft,0.14,0.07,0,0.02,0.23,41,7,NA,NA,"Hudson, NATSUME ATARI Inc.",E,console,NA,average
Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0,0.02,0.23,76,16,82,1237,Yager,M,console,outstanding,great
Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0,0.09,0.11,0.02,0.23,62,14,73,34,Dimps Corporation,NA,console,great,good
NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,62,22,59,8,SCEA,E,console,average,good
