Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform_type,User_Rate,Critic_Rate
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.25,0.14,0,0.04,0.44,65,5,40,6,Papaya Studios,E10+,console,average,good
TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.34,0.09,0,0.01,0.44,88,18,90,65,Free Radical Design,T,console,outstanding,outstanding
Battlebots: Design & Destroy,GBA,2003,Action,Majesco Entertainment,0.31,0.12,0,0.01,0.44,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Robert Ludlum's The Bourne Conspiracy,X360,NA,Action,Vivendi Games,0.26,0.13,0,0.04,0.44,71,72,72,63,High Moon Studios,T,console,great,great
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo,0.34,0.09,0,0.01,0.44,92,41,87,173,Silicon Knights,M,console,outstanding,incredible
Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,0.41,0,0,0.03,0.44,53,8,68,5,Red Fly Studio,E,console,good,average
Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.31,0.12,0,0.01,0.44,NA,NA,NA,NA,Natsume,E10+,handheld,NA,NA
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06,0.44,75,24,87,33,CyberConnect2,T,console,outstanding,great
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82,63,81,196,Starbreeze,M,console,outstanding,outstanding
Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.38,0.02,0,0.03,0.44,70,14,28,40,Frontier Developments,E10+,console,terrible,good
Jump Start Pet Rescue,Wii,2009,Misc,Knowledge Adventure,0.41,0,0,0.03,0.44,NA,NA,NA,NA,NA,NA,console,NA,NA
SingStar Motown,PS2,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.38,0.44,NA,NA,NA,NA,NA,NA,console,NA,NA
Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,0.44,84,81,77,95,Q Entertainment,E10+,console,great,outstanding
Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0,0,0.44,0,0.44,NA,NA,NA,NA,NA,NA,console,NA,NA
Mobile Suit Gundam: One Year War,PS2,2005,Action,Namco Bandai Games,0,0,0.44,0,0.44,NA,NA,NA,NA,NA,NA,console,NA,NA
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.12,0,0.05,0.44,74,57,75,96,Beenox,T,console,great,great
Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.44,0,0.44,NA,NA,NA,NA,NA,NA,handheld,NA,NA
NFL Blitz 20-03,PS2,2002,Sports,Midway Games,0.21,0.17,0,0.06,0.44,73,15,86,5,Point of View,E,console,outstanding,great
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0,0.06,0.44,NA,NA,NA,NA,THQ,E,console,NA,NA
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,80,34,78,117,Tri-Crescendo,T,console,great,great
SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.25,0,0.07,0.44,NA,NA,NA,NA,NA,NA,console,NA,NA
Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,0.24,0.15,0,0.04,0.44,63,4,NA,NA,Blitz Games Studios,T,console,NA,good
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0,0.02,0.44,78,22,52,5,Secret Level,T,console,average,great
Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.35,0.05,0,0.03,0.44,NA,NA,NA,NA,NA,NA,console,NA,NA
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,58,9,86,18,Nintendo,E,handheld,outstanding,average
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,0.43,60,4,60,8,Blue Tongue Entertainment,E,console,good,good
Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0,0.06,0.43,73,36,86,53,SCEE,M,console,outstanding,great
Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,0.18,0.21,0,0.04,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.05,0.43,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,58,43,50,152,Team Ninja,M,console,average,average
Band Hero,DS,2009,Misc,Activision,0.2,0.19,0,0.04,0.43,65,18,70,4,Vicarious Visions,E10+,handheld,good,good
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01,0.43,72,8,82,13,Pocketeers,E,handheld,outstanding,great
Madden NFL 2002,N64,2001,Sports,Electronic Arts,0.41,0.02,0,0,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
007: Quantum of Solace,PS2,2008,Action,Activision,0.17,0,0,0.26,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
Master of Illusion,DS,2006,Puzzle,Nintendo,0.16,0,0.26,0.01,0.43,69,20,NA,NA,Tenyo,E,handheld,NA,good
Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0,0.03,0.43,NA,NA,NA,NA,Runecraft,T,console,NA,NA
SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0,0.02,0.43,88,22,85,11,EA Sports Big,E,console,outstanding,outstanding
Flight Control Rocket,GBA,2005,Simulation,THQ,0.31,0.12,0,0.01,0.43,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74,33,68,28,Hudson Soft,E,handheld,good,great
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.26,0.13,0,0.04,0.43,80,11,78,119,Gearbox Software,M,console,great,great
Sleeping Dogs,PS4,2014,Action,Square Enix,0.16,0.2,0,0.07,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0,0.06,0.43,68,36,84,17,Traveller's Tales,T,console,outstanding,good
NiGHTS into dreams...,SAT,1996,Platform,Sega,0,0,0.43,0,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,LucasArts,0.19,0.18,0,0.07,0.43,43,22,53,16,"LucasArts, Krome Studios",T,console,average,average
NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0,0.02,0.43,88,13,88,19,EA Sports,E,console,outstanding,outstanding
Bionicle,PS2,2003,Action,Electronic Arts,0.21,0.17,0,0.06,0.43,51,7,36,16,Argonaut Games,E,console,average,average
Hyrule Warriors,3DS,2016,Action,Nintendo,0.17,0.13,0.11,0.03,0.43,NA,NA,NA,NA,NA,NA,handheld,NA,NA
DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,0,0.34,0,0.1,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73,26,75,100,CyberConnect2,T,console,great,great
Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0,0.07,0.43,43,31,55,49,Artificial Mind and Movement,T,console,average,average
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43,76,5,81,8,989 Sports,E,console,outstanding,great
Deadpool,X360,2013,Action,Activision,0.26,0.13,0,0.04,0.43,62,49,74,368,High Moon Studios,M,console,great,good
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0,0.04,0.43,74,25,71,36,TT Games,E10+,console,great,great
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.08,0.43,81,26,68,79,SCEA San Diego Studios,E,console,good,outstanding
Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.43,77,32,84,93,"Capcom, Pipeworks Software, Inc.",M,console,outstanding,great
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,45,31,70,148,"Idea Factory, Compile Heart",T,console,good,average
TimeSplitters,PS2,2e3,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43,81,23,80,40,Free Radical Design,T,console,great,outstanding
Barnstorming,2600,1981,Action,Activision,0.4,0.02,0,0,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,0.43,51,7,81,28,Kamui,T,console,outstanding,average
The Powerpuff Girls: Him and Seek,GBA,2002,Platform,BAM! Entertainment,0.31,0.11,0,0.01,0.43,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81,17,86,18,Inti,E,handheld,outstanding,outstanding
My Spanish Coach,DS,2007,Misc,Ubisoft,0.4,0,0,0.03,0.43,73,7,NA,NA,"Ubisoft, Sensory Sweep",E,handheld,NA,great
Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0,0,0.43,0,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
Payday 2,PS3,2013,Shooter,505 Games,0.22,0.14,0,0.08,0.43,74,12,62,181,Overkill Software,M,console,good,great
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.27,0.12,0,0.04,0.43,NA,NA,54,25,Yuke's,T,console,average,NA
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07,0.43,NA,NA,NA,NA,NA,NA,handheld,NA,NA
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.31,0.11,0,0.01,0.43,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.37,0,0,0.06,0.43,NA,NA,87,63,BioWare,M,console,outstanding,NA
Ghostbusters: The Video Game,PS2,2009,Action,Atari,0.15,0.04,0,0.24,0.43,64,9,87,6,War Drum Studios,E10+,console,outstanding,good
Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.21,0.16,0,0.06,0.43,68,27,88,16,High Voltage Software,M,console,outstanding,good
Mischief Makers,N64,1997,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
WipEout 64,N64,1998,Racing,Midway Games,0.28,0.14,0,0.01,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0,0.06,0.43,71,38,78,5,Harmonix Music Systems,E,console,great,great
Dora the Explorer: Dora Puppy,DS,2009,Misc,Take-Two Interactive,0.39,0.01,0,0.03,0.43,NA,NA,NA,NA,NA,NA,handheld,NA,NA
EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,0.21,0.16,0,0.05,0.43,74,22,82,33,Sony Online Entertainment,T,console,outstanding,great
OkamiDen,DS,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,82,48,79,53,Capcom,E10+,handheld,great,outstanding
Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47,14,60,24,TOYBOX,E10+,handheld,good,average
Just Dance 4,PS3,2012,Misc,Ubisoft,0.26,0.11,0,0.06,0.43,77,5,71,29,Ubisoft,E10+,console,great,great
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71,12,88,23,Sunrise Interactive,T,console,outstanding,great
Monopoly,PS2,2008,Misc,Electronic Arts,0.21,0.16,0,0.05,0.43,NA,NA,72,6,Electronic Arts,E,console,great,NA
TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0,0.04,0.43,68,7,NA,NA,Hijinx Studios,E,handheld,NA,good
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,57,27,68,11,Square Enix,T,console,good,average
Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43,89,52,85,171,Konami,T,handheld,outstanding,outstanding
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.16,0.22,0,0.05,0.43,87,30,76,2202,Rockstar Studios,M,console,great,outstanding
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.25,0.14,0,0.04,0.43,NA,NA,NA,NA,Game Machine Studios,E,handheld,NA,NA
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66,27,78,25,Alfa System,T,handheld,great,good
Petz Bunnyz,DS,2008,Simulation,Ubisoft,0.39,0.01,0,0.03,0.43,NA,NA,NA,NA,Digital Kids,E,handheld,NA,NA
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.17,0,0.07,0.43,64,49,69,117,Obsidian Entertainment,M,console,good,good
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.1,0.25,0.02,0.06,0.43,76,54,80,267,MachineGames,NA,console,great,great
Deer Drive,DS,2010,Sports,Mastiff,0.4,0,0,0.02,0.43,NA,NA,NA,NA,Mastiff,T,handheld,NA,NA
Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.43,NA,NA,NA,NA,Virtual Toys,E,handheld,NA,NA
Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.2,0,0.04,0.43,90,35,82,217,Ubisoft Montpellier,E10+,console,outstanding,outstanding
Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.43,92,13,85,17,EA Sports,E,console,outstanding,incredible
Backyard Baseball,GBA,2002,Sports,Atari,0.31,0.11,0,0.01,0.43,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Midway Arcade Treasures,XB,2003,Misc,Midway Games,0.33,0.08,0,0.01,0.43,74,22,NA,NA,Midway,T,console,NA,great
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,0.43,53,10,52,6,Zoe Mode,E,console,average,average
Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,0.4,0,0,0.03,0.43,NA,NA,NA,NA,Kouyousha,T,console,NA,NA
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0,0.05,0.43,80,28,76,95,Microsoft Game Studios,E,console,great,great
Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.21,0.16,0,0.05,0.43,NA,NA,57,7,Now Production,E,console,average,NA
NHL FaceOff 99,PS,1997,Sports,989 Studios,0.24,0.16,0,0.03,0.43,NA,NA,NA,NA,NA,NA,console,NA,NA
SEGA Classics Collection,PS2,2005,Misc,Sega,0.21,0.16,0,0.05,0.43,46,18,67,6,Sega,T,console,good,average
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.35,0.05,0,0.03,0.43,70,13,66,16,Radical Entertainment,E10+,console,good,good
Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0,0,0.03,0.42,56,23,65,13,Aspect,E10+,handheld,good,average
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.42,88,15,86,7,EA Sports,E,console,outstanding,outstanding
Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0,0.08,0.42,68,38,44,40,EA Chicago,M,console,average,good
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.15,0.25,0,0.03,0.42,74,29,44,93,EA Canada,E,console,average,great
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42,54,18,54,28,Krome Studios,E10+,console,average,average
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,74,19,67,109,Gust,T,console,good,great
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,79,10,89,24,Capcom,E,handheld,outstanding,great
Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0,0.12,0.42,65,24,82,6,Juice Games,T,handheld,outstanding,good
25 to Life,PS2,2006,Shooter,Eidos Interactive,0.35,0.01,0,0.06,0.42,39,23,49,46,"Ritual Entertainment, Avalanche Software",M,console,average,average
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,0.42,81,28,58,18,2K Sports,E10+,console,average,outstanding
Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0,0.01,0.42,68,24,64,13,EA LA,T,console,good,good
The Sims,XB,2003,Simulation,Electronic Arts,0.31,0.1,0,0.01,0.42,84,17,69,20,Edge of Reality,T,console,good,outstanding
Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05,0.42,64,19,31,157,Frontier Developments,T,console,average,good
The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0,0.03,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Super Wagyan Land,SNES,1991,Action,Namco Bandai Games,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Rascal,PS,1998,Action,Psygnosis,0.24,0.16,0,0.03,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,0.34,0.05,0,0.03,0.42,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.33,0.08,0,0.01,0.42,76,26,77,15,Neversoft Entertainment,T,console,great,great
Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.04,0,0.03,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Sin and Punishment: Star Successor,Wii,2009,Shooter,Nintendo,0.19,0.14,0.06,0.03,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,0.11,0.2,0,0.11,0.42,NA,NA,65,8,Virtuos,E10+,handheld,good,NA
Ben 10 Alien Force: Vilgax Attacks,DS,2009,Action,D3Publisher,0.22,0.16,0,0.04,0.42,NA,NA,NA,NA,D3Publisher,E,handheld,NA,NA
Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo,0,0,0.41,0.01,0.42,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42,91,12,78,12,Psygnosis,E,console,great,incredible
All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42,78,19,75,11,Acclaim Studios Austin,E,console,great,great
Big Strike Bowling,PS,2003,Sports,Gotham Games,0.23,0.16,0,0.03,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Skylanders: SuperChargers,X360,2015,Action,Activision,0.25,0.13,0,0.04,0.42,NA,NA,54,5,Vicarious Visions,E10+,console,average,NA
Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,D3Publisher,0.13,0.19,0,0.11,0.42,NA,NA,NA,NA,Papaya Studios,E10+,handheld,NA,NA
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,0.42,69,8,69,10,Black Box,E,console,good,good
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0,0.1,0.42,61,38,68,106,Armature Studio,T,handheld,good,good
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42,73,27,80,42,High Voltage Software,M,console,great,great
Grandia,SAT,1997,Role-Playing,ESP,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70,19,67,11,Electronic Arts,E,console,good,good
ESPN NHL 2K5,XB,2004,Sports,Global Star,0.32,0.09,0,0.02,0.42,88,32,85,14,Kush Games,E,console,outstanding,outstanding
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Misc,Konami Digital Entertainment,0.3,0.11,0,0.01,0.42,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Hot Wheels World Race,PS2,2003,Racing,THQ,0.21,0.16,0,0.05,0.42,55,5,77,9,Climax Group,E,console,great,average
Avatar: The Last Airbender - The Burning Earth,PS2,2007,Action,THQ,0.21,0.16,0,0.05,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.21,0.16,0,0.05,0.42,64,22,72,9,Atari,E,console,great,good
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79,51,72,244,RedLynx,E10+,console,great,great
American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,0.42,47,4,75,13,Creat Studios,T,console,great,average
NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.39,0,0,0.03,0.42,70,12,81,9,Electronic Arts,E,console,outstanding,good
Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft,0.3,0.11,0,0.01,0.42,60,21,NA,NA,Ubisoft,E,handheld,NA,good
Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0,0.04,0.42,71,56,59,18,Beenox,T,console,average,great
Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.3,0.11,0,0.01,0.42,72,8,80,4,Griptonite Games,E,handheld,great,great
JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,TYO,0.23,0.16,0,0.03,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.04,0.28,0.01,0.09,0.42,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.4,0,0,0.02,0.42,NA,NA,NA,NA,Ubisoft,E10+,console,NA,NA
SpongeBob's Truth or Square (US sales),DS,2009,Action,THQ,0.42,0,0,0,0.42,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,Namco Bandai Games,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Test Drive,XB,2002,Racing,Atari,0.35,0.05,0,0.02,0.42,71,16,87,10,Pitbull Syndicate,T,console,outstanding,great
Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Konami Digital Entertainment,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.42,NA,NA,NA,NA,Phoenix Games Studio,E,console,NA,NA
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,THQ,0.21,0.16,0,0.05,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Pirates of the Caribbean: At World's End,PSP,2007,Action,Disney Interactive Studios,0.15,0.17,0,0.1,0.42,61,5,70,11,Eurocom Entertainment Software,T,handheld,good,good
Dr. Mario 64,N64,2001,Puzzle,Nintendo,0.34,0.07,0,0,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Konami Digital Entertainment,0,0,0.39,0.03,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Army Men: Sarge's Heroes 2,N64,2e3,Shooter,3DO,0.34,0.07,0,0,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,0.35,0.06,0,0,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
NFL Blitz 2001,N64,2e3,Sports,Midway Games,0.34,0.07,0,0,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,0.42,84,41,82,25,EA Redwood Shores,T,console,outstanding,outstanding
NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03,0.42,80,18,76,13,EA Canada,E,handheld,great,great
MLB 08: The Show,PS2,2008,Sports,Sony Computer Entertainment,0.35,0.01,0,0.06,0.42,84,12,73,7,SCEA San Diego Studios,E,console,great,outstanding
Horsez,DS,2006,Simulation,Ubisoft,0.38,0.01,0,0.03,0.42,NA,NA,87,14,Virtual Toys,E,handheld,outstanding,NA
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02,0.42,78,16,71,7,Konami Computer Entertainment Hawaii,E,console,great,great
Mega Man Anniversary Collection,GC,2004,Platform,Capcom,0.32,0.08,0,0.01,0.42,81,32,88,17,Atomic Planet Entertainment,E,console,outstanding,outstanding
Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.38,0,0,0.03,0.42,45,12,58,8,TOSE,E,handheld,average,average
Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA,console,NA,NA
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.3,0.11,0,0.01,0.42,NA,NA,NA,NA,NA,NA,handheld,NA,NA
How to Train Your Dragon,Wii,2010,Action,Activision,0.23,0.15,0,0.04,0.42,59,11,70,4,Etranges Libellules,E10+,console,good,average
Cabela's Legendary Adventures,PS2,2008,Sports,Activision,0.21,0.16,0,0.05,0.42,NA,NA,NA,NA,Sand Grain Studios,T,console,NA,NA
Story of Seasons,3DS,2014,Simulation,Nintendo,0,0.14,0.27,0.01,0.42,76,39,82,54,Marvelous AQL,E10+,handheld,outstanding,great
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Harry Potter and the Goblet of Fire,GC,2005,Action,Electronic Arts,0.32,0.08,0,0.01,0.42,69,20,63,13,Electronic Arts,E10+,console,good,good
Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0,0.05,0.42,70,11,17,30,Frontier Developments,E10+,console,terrible,good
Metro: Last Light,PS3,2013,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80,23,82,508,4A Games,NA,console,outstanding,great
