Symbol,Company,Market,SET50,SET100,SETHD,Industry,Sector,Address,Zip code,Tel,Fax,Website
NINE,NATION INTERNATIONAL EDUTAINMENT PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"333 Lao Peng Nguan 1 Tower, 24th Floor, Soi Choeiphuang, Vibhavadi-Rangsit Road, Chomphon, Chatuchak, Bangkok",10900,0-2091-5900,0-2091-5928,http://www.nine.co.th
NKI,THE NAVAKIJ INSURANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"SATHON THANI COMPLEX, FL 26-27, 100/50-55, 90/4-6 NORTH SATHON ROAD, SILOM, BANG RAK Bangkok",10500,"0-2636-7900 , 0-2238-5058","0-2636-7999, 0-2636-7998",www.navakij.co.th
NMG,NATION MULTIMEDIA GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"1858/121-122, 1858/125-128 28th, 30th, 31st Floor, Debaratna Road, Bangna-Tai Sub-District, Bangna District Bangkok",10260,-,-,http://www.nationgroup.com
NNCL,NAVANAKORN PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"999 Moo 13, Phaholyothin Road, Klong Nueng, Klong Luang Pathum Thani",12120,0-2529-0031-5,0-2529-2176,www.navanakorn.co.th
NOBLE,NOBLE DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"NOBLE Building, 1035 Ploenchit Road, Lumpini, Pathumwan Bangkok",10330,0-2251-9955,0-2251-9977,www.noblehome.com
NOK,NOK AIRLINES PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"183 Rajanakarn Building 17th Floor, South Sathorn Road, Yannawa, Sathorn Bangkok",10120,0-2627-2000,0-2286-9830,www.nokair.com
NPK,NEW PLUS KNITTING PUBLIC COMPANY LIMITED,mai,False,False,False,Consumer Products,-,"34 Moo 20 Suvintawong Road, Saladang, Bangnumpeaw Chacherngsao",24000,"0-3859-3129-30 , 0-3859-3133",0-3884-6040,https://www.newplus.co.th/
NPPG,NPPG (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"283/99 Home Place Office Building Level 20 Sukumvit Rd., Klongton Wattana Bangkok",10110,0-2712-5487-88,0-2712-5750,www.nppg.co.th
NSI,NAM SENG INSURANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"767 KRUNGTHEP-NONTHABURI ROAD, BANG SUE Bangkok",10800,"0-2911-4567-92, 0-2911-4488",0-2911-4481,www.namsengins.co.th
NTV,NONTHAVEJ HOSPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"30/8 MOO 2, NGAMWONGWAN ROAD, BANGKHEN, AMPHOE MUANG Nonthaburi",11000,0-2596-7888,0-2589-8753,www.nonthavej.co.th
NUSA,NUSASIRI PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"No. 2922/209 Charn Issara Tower 2, 13th floor (12 A) New Petchburi Road, Bangkapi, Huay Kwang Bangkok",10310,0-2030-1399,-,www.nusasiri.com
NVD,NIRVANA DAII PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"123 Suntowers Tower A, 11th Floor, Vibhavadi-Rangsit Road, Chom Phon, Chatuchak, Bangkok Bangkok",10900,0-2105-6789,0-2105-6787,http://www.nirvanadaii.com
NWR,NAWARAT PATANAKARN PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"BANGNA TOWER A, 2/3 MOO 14, BANGNA-TRAD ROAD, K.M. 6.5, TAMBOL BANGKAEW, AMPHOE BANGPLEE Samut Prakarn",10540,"0-2730-2100, 0-2751-9455-74","0-2751-9487, 0-2751-9484-5",www.nawarat.co.th
NYT,NAMYONG TERMINAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"19th Floor Lumpini Tower (Room No. 1168/52) Rama 4 Road, Thungmahamek, Sathorn Bangkok",10120,0-2679-7357,0-2285-6642,www.namyongterminal.com
OCC,O.C.C. PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Personal Products & Pharmaceuticals,"729/4-7 RAJADAPISEK ROAD, BANGPHONGPHANG, YAN NAWA Bangkok",10120,"0-2295-4545, 0-2295-4567",0-2295-0415,www.occ.co.th
OCEAN,OCEAN COMMERCE PUBLIC COMPANY LIMITED,mai,False,False,False,Consumer Products,-,"148/1 Soi Raminthra14, Raminthra Road, Tharang sub-district, Bang Khen district Bangkok",10230,0-2943-6663-4,"0-2943-6343, 0-2943-7740",www.dussthai.com
OGC,OCEAN GLASS PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"OCEAN TOWER 2, FLOOR 34, 75/88-91 SUKHUMVIT 19 ROAD, WATTANA Bangkok",10110,0-2661-6556,0-2661-6550,http://www.oceanglass.com
OHTL,OHTL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Tourism & Leisure,"48 ORIENTAL AVENVE, NEW ROAD, BANG RAK, Bangkok",10500,0-2659-9000,0-2659-0000,www.mandarin-oriental.com
OISHI,OISHI GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"Unit B3601, 36th Floor, No. 90 CW Tower, Ratchadapisek Road, Huai Khwang, Huai Khwang Bangkok",10310,0-2768-8888,0-2768-8889,www.oishigroup.com
ORI,ORIGIN PROPERTY PUBLIC COMPANY LIMITED,SET,False,True,False,Property & Construction,Property Development,"496 Moo.9 Samrong Nuae District, Muaeng Samutprakarn Samut Prakarn",10270,0-2030-0000,0-2029-1939,www.origin.co.th
OSP,OSOTSPA PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"348 Ramkhamhaeng Road Hua Mak, Bang Kapi Bangkok",10240,0-2351-1000,0-2351-1125,www.osotspa.com
OTO,ONE TO ONE CONTACTS PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"99/19 Moo 4 Software Park Building, 17th Floor, Changwattana Road, Klong Gluar, Pak-kred Nonthaburi",11120,0-2685-0000,0-2685-0050,www.onetoonecontacts.com
PACE,PACE DEVELOPMENT CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"No. 87/2 CRC Tower, All Seasons Place, 45th Floor Unit 4, Wireless Road, Lumpini Sub-district, Pathumwan District Bangkok",10330,0-2654-3344,0-2654-3323,http://www.pacedev.com
PAE,PAE (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"69 SOI ON-NUCH 64 (SUKSAMAN), SINAKHARIN ROAD, SUAN LUANG Bangkok",10250,0-2322-0222,0-2322-2970-1,www.pae.co.th
PAF,PAN ASIA FOOTWEAR PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,No. 177/20 Moo 5 Nongkham Sriracha Chonburi,20230,0-3848-0020-1,0-3848-0080,http://www.panasiafootwear.com
PAP,PACIFIC PIPE PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"LUMPINI TOWER, FLOOR 26, 1168/74 RAMA IV ROAD Bangkok",10120,0-2679-9000,0-2679-9075,http://www.pacificpipe.co.th
PATO,PATO CHEMICAL INDUSTRY PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Petrochemicals & Chemicals,"3388 NEW PETCHBURI ROAD, BANG KAPI, HUAI KHWANG Bangkok",10310,"0-2318-5612-19, 0-2318-0360-9",0-2318-0367,www.patochemical.com
PB,PRESIDENT BAKERY PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"RS TOWER, FLOOR 29, 121/84-85 RATCHADAPISEK ROAD, DIN DAENG Bangkok",10400,02-209-3000,02-209-3091,http://www.farmhouse.co.th
PCSGH,P.C.S. MACHINE GROUP HOLDING PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"2/1-4 Moo 3 Mittraphap Road, Kokkruad, Muang Nakhon Ratchasima District Nakhon Ratchasima",-,0-4470-1300,0-4470-1399,www.pcsgh.com
PDG,PRODIGY PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"7/3 Moo 3 Bangkrabau, Nakornchaisri Nakorn Phathom",73120,0-3433-2611-2,0-3433-2613,www.prodigy.co.th
PDI,PADAENG INDUSTRY PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Mining,"CTI TOWER, FLOOR 26-27,191/18-25 RATCHADAPHISEK ROAD, KHLONG TOEI Bangkok",10110,0-2695-9499,0-2695-9495,www.padaeng.com
PDJ,PRANDA JEWELRY PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,28 Soi Bangna-Trade 28 Bangna Tai Bangna Bangkok,10260,"0-2769-9999, 0-2361-3311","0-2398-2143, 0-2399-4874",www.pranda.com
PE,PREMIER ENTERPRISE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"PREMIER CORPORATED PARK BLDG,1 SOI PREMIER,SINAKHARIN RD, NONG BON, PRAWET Bangkok",10250,"0-2301-1000, 0-2398-0029, 0-2301-1500","0-2398-1188, 0-2398-0701",www.pe.premier.co.th
PERM,PERMSIN STEEL WORKS PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"4, 95-96 Moo 6, Tumbol Khok-kam, Amphur Muang Samut Sakhon",74000,0-3482-5090-100,"0-3482-5078, 0-3482-5079, 0-3482-5081",www.permsin.com
PF,PROPERTY PERFECT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"VORASOMBAT BLDG, FLOOR 17, 100/1 RAMA IX RD, HUAI KHWANG Bangkok",10320,0-2245-6640-7,0-2247-3328,www.pf.co.th
PG,PEOPLE'S GARMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"666 RAMA III ROAD, BANGPHONGPHANG, YAN NAWA Bangkok",10120,0-2685-6500,0-2294-5159,www.pg.co.th
PHOL,PHOL DHANYA PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"1/11 Moo 3, Lumlookka Rd., Ladsawai, Lumlookka Pathum Thani",12150,0-2791-0111,0-2791-0100-2,http://www.pdgth.com
PICO,PICO THAILAND PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"10 SOI LASALLE 56, BANGNA TAI, BANGNA Bangkok",10260,0-2748-7007,"0-2745-8521, 0-2748-7591",www.picothai.com
PIMO,PIONEER MOTOR PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,78 Moo 3 Dontoom-Nakornchaisri Rd. Donfaek Nakornchaisri Nakorn Phathom,73120,0-3426-5111-8,0-3426-5119,www.pioneermotor.th.com
PJW,PANJAWATTANA PLASTIC PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"No. 19 and 21 Soi Ekkachai 63, Ekkachai Road, Bang Bon Sub-district, Bang Bon District Bangkok",10150,0-2415-1894,0-2415-0951,www.pjw.co.th
PK,PATKOL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"348 CHELERMPRAKIAT RAMA 9 ROAD, NOGBON, PRAWET Bangkok",10250,0-2328-1032-49,"0-2328-1245, 0-2328-1058",www.patkol.com
PL,PHATRA LEASING PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"MUANGTHAI-PHATRA COMPLEX, FLOOR 29, 252/6 RAJADAPISEK ROAD, HUAI KHWANG, Bangkok",10320,0-2693-2288,0-2693-2298-99,www.pl.co.th
PLANB,PLAN B MEDIA PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Media & Publishing,"1213/420 Soi LatPhrao 94 (Panchamitra), Plubpla, Wangthonglang Bangkok",10310,0-2530-8053-6,0-2530-8057,www.planbmedia.co.th
PLANET,PLANET COMMUNICATIONS ASIA PUBLIC COMPANY LIMITED,mai,False,False,False,Technology,-,"157 Soi Ramindra 34, Ramindra Road, Tarang, Bangkhen Bangkok",10230,0-2792-2400,0-2792-2499,www.planetcomm.com
PLAT,THE PLATINUM GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"no.222/1398, floor 11, the Platinum Fashion Mall Building, Petchaburi Road, Petchaburi Road Sub-District, Ratchatewi District Bangkok",10400,0-2121-9999,0-2121-9000,http://theplatinumgroup.co.th
PLE,POWER LINE ENGINEERING PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"2 SOI SUKHUMVIT 81 (SIRIPOT), SUKHUMVIT ROAD BANGJAK, PHRA KHANONG Bangkok",10260,0-2332-0345,0-2311-0851,http://www.ple.co.th
PM,PREMIER MARKETING PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"No. 1 Premier Corporate Park, Soi Premier 2, Srinakarin Road, Nongbon Sub-district, Prawet District Bangkok",10250,0-2301-1000,0-2301-1020,www.premier-marketing.co.th
PMTA,PM THORESEN ASIA HOLDINGS PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Petrochemicals & Chemicals,"26/26-27 Orakarn Building, 8th Floor, Soi Chidlom, Ploenchit Road, Lumpini, Pathumwan Bangkok",10330,0-2250-0569,0-2657-1040,http://www.pmthoresenasia.com
POLAR,POLARIS CAPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"No. 349, SJ Infinite One Business Complex 12nd Floor, room no. 1207, Vibhavadi Rangsit Rd., Chompol sub-district, Chatuchak Bangkok",10900,"0-2931-2994,0-2514-2735-9",0-2931-2997,www.polariscap.co.th
POMPUI,KUANG PEI SAN FOOD PRODUCTS PUBLIC COMPANY LIMITED,SET,False,False,False,-,Companies Under Rehabilitation,"No. 89 Surin Building, Chiang mai Road, Klongsan Sub-district, Klongsan District Bangkok",10600,0-2863-3288,0-2863-3133,www.smilingfish.com
POPF,PRIME OFFICE LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"Fl.18 33/4 The 9th Towers Grand Rama 9 (Tower A) Rama 9 Road, Huaykwang Bangkok",10310,0-2949-1500,0-2949-1501,www.scbam.com
PORT,SAHATHAI TERMINAL PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"51/1 Moo.3, Poo Jao Saming Prai Rd., Prapadaeng Samut Prakarn",10130,0-2386-8000,0-2386-8008,http://sahathaiterminal.com/
POST,BANGKOK POST PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"BANGKOK POST BLDG, 136 SUNTHONKOSA ROAD, KHLONG TOEI Bangkok",10110,0-2616-4000,0-2240-3790,http://www.postpublishing.co.th
PPF,PINTHONG INDUSTRIAL PARK PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"7-8th Floor, SCB Park Plaza 1, 18 Ratchadapisek Rd., Chatuchak Bangkok",10900,0-2949-1500,0-2949-1501,www.scbam.com
PPM,PORN PROM METAL PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"229 NAKHONRATCHASIMA ROAD, DUSIT Bangkok",10300,0-2628-6100,0-2628-8591,www.ppm.co.th
PPP,PREMIER PRODUCTS PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"2 Premier Place Soi Premier 2 Srinakarin Road, Nong Bon Pravet Bangkok",10250,"0-2301-2100, 0-2301-2101",0-2398-1301,www.premier-products.co.th
PPPM,PP PRIME PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Agribusiness,"69/5 Moo 5 Rama 2 Road, Bang Khan Taek, Muangsamut Songkhram Samut Songkram",75000,0-3477-1444,0-3477-1025,http://www.thailuxe.com
PPS,PROJECT PLANNING SERVICE PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"381/6 Soi Rama IX 58 (Soi 7 Seree 7), Rama IX Road, Suanluang Bangkok",10250,0-2718-2785-9,0-2300-5545-6,www.pps.co.th
PR9,PRARAM 9 HOSPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"99 Rama IX Road, Bang Kapi, Huaykwang Bangkok",10310,0-2202-9999,0-2202-9998,http://www.praram9.com
PRAKIT,PRAKIT HOLDINGS PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"88 SOI SUKHUMVIT 62 SECTION 3, PHRA KHANONG TAI, PHRA KHANONG Bangkok",10260,0-2332-8555,"0-2332-8522, 0-2332-8544",http://www.prakit.com
PREB,PRE-BUILT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"503 Floor 1 Bond Street Road, Bangpood, Pakkred Nonthaburi",11120,0-2960-1380-89,0-2960-1392,www.prebuilt.co.th
PRECHA,PREECHA GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"1919 PATTANAKARN ROAD, SUAN LUANG Bangkok",10250,0-2722-8855,0-2722-8844,www.preecha.com
PRG,PATUM RICE MILL AND GRANARY PUBLIC COMPANY LIMTED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"88 MOO 2, TIWANONT ROAD, BANGKADEE, AMPHOE MUENG Pathum Thani",12000,0-2501-2021,0-2501-2182,www.patumrice.co.th
PRIN,PRINSIRI PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"246 Watcharapon Road, Tha Raeng, Bangkhen Bangkok",10220,0-2022-8988,-,http://www.prinsiri.com
PRINC,PRINCIPAL CAPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"23rd Floor, Bangkok Business Center, 29 Sukhumvit 63, Klongton Nua, Wattana Bangkok",10110,0-2714-2171-3,0-2714-2185,www.principalcapital.co.th
PRM,PRIMA MARINE PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Transportation & Logistics,"No. 80 Soi Bangna-Trad 30, Bangna Tai Sub-district, Bangna District Bangkok",10260,0-2016-0190-4,0-2016-0199,www.primamarine.co.th
PRO,PROFESSIONAL WASTE TECHNOLOGY (1999) PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Professional Services,"1184/38-39 Soi Phahonyothin 32, Phahonyothin Rd., Chadrakasem Subdistrict, Chatuchak District Bangkok",10900,0-2942-9480-6,0-2561-0591-2,www.prowaste.co.th
PROUD,PROUD REAL ESTATE PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"ALMA LINK BUILDING, FLOOR 9, 25 SOI CHIDLOM, PLOENCHIT ROAD, LUMPINI, PATHUM WAN Bangkok",10330,0-2650-3063-4,0-2650-3065-6,www.focus-pcl.com
PSH,PRUKSA HOLDING PUBLIC COMPANY LIMITED,SET,False,True,False,Property & Construction,Property Development,"1177, Pearl Bangkok Building, Phahonyothin Road, Phayathai Sub-District, Phayathai District Bangkok",10400,0-2080-1739,0-2080-1700,http://www.psh.co.th
PSL,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Transportation & Logistics,"CATHAY HOUSE, FLOOR 7, 8 NORTH SATHON ROAD, SILOM, BANG RAK Bangkok",10500,0-2696-8800,"0-2236-7654, 0-2633-8460",www.preciousshipping.com
PSTC,POWER SOLUTION TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,False,False,False,Resources,-,"325/1 PST Building, Phahon Yothin Road. Sai Mai Sub-District, Sai Mai District Bangkok",10220,0-2993-8982,0-2993-8981,http://www.pst.co.th
PT,PREMIER TECHNOLOGY PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"PREMIER CORPORATE PARK BUILDING, 1 SOI PREMIER 2, SRINAKARIN ROAD, NONGBON, PRAWET Bangkok",10250,"0-2301-1000, 0-2301-1809",0-2398-2816,www.premier-technology.co.th
PTG,PTG ENERGY PUBLIC COMPANY LIMITED,SET,False,True,False,Resources,Energy & Utilities,"90 CW Tower A (33rd), Ratchadaphisek Road, Huaykwang Bangkok",10310,"0-2168-3377, 0-2168-3388","0-2168-3379, 0-2168-3389",www.ptgenergy.co.th
PTL,POLYPLEX (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"OCEAN TOWER II, FLOOR 18, 75/26 SOI SUKHUMVIT 19, NORTH KLONGTOEY, WATTHANA Bangkok",10110,0-2665-2706-8,0-2665-2705,www.polyplexthailand.com
PTT,PTT PUBLIC COMPANY LIMITED,SET,True,True,True,Resources,Energy & Utilities,"555 VIBHAVADI RANGSIT ROAD, CHATUCHAK Bangkok",10900,0-2537-2000,0-2537-3498-9,http://www.pttplc.com
PTTEP,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED,SET,True,True,False,Resources,Energy & Utilities,"Energy Complex Building A, Floors 6, 19-36, 555/1 Vibhavadi Rangsit Road, Chatuchak Bangkok",10900,0-2537-4000,0-2537-4444,www.pttep.com
PTTGC,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,SET,True,True,True,Industrials,Petrochemicals & Chemicals,"555/1 Energy Complex, Building A, 14-18th Floor, Vibhavadi Rangsit Road, Chatuchak Bangkok",10900,0-2265-8400,0-2265-8500,www.pttgcgroup.com
PYLON,PYLON PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"170/15 Soi Sammit (Sukhumvit Soi 16), Ratchadapisektadmai Rd., Klongtoey Subdistrict, Klongtoey District Bangkok",10110,-,-,www.pylon.co.th
Q-CON,QUALITY CONSTRUCTION PRODUCTS PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"BANG PA-IN INDUSTRIAL ESTATE, 144 MOO 16, UDOMSORAYUTH ROAD, TAMBOL BANGKRASAN, AMPHOR BANG PA-IN Ayutthya",13160,"0-3522-1271, 0-3525-9134","0-3521-2270, 0-3522-1273",www.qcon.co.th
QH,QUALITY HOUSES PUBLIC COMPANY LIMITED,SET,False,True,True,Property & Construction,Property Development,"Q.HOUSE LUMPINI BUILDING, FLOOR 7, 1 SOUTH SATHORN ROAD, TUNG MAHAMAEK, SATHON Bangkok",10120,"0-2343-8888, 0-2677-7000",-,www.qh.co.th
QHHR,QUALITY HOUSES HOTEL AND RESIDENCE FREEHOLD AND LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"11 Q. House Sathorn Building, 14th Fl., South Sathorn Rd., Thungmahamek, Sathorn Bangkok",10120,-,-,-
QHOP,QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"23A, 25 Floor, Asia Centre Building, 173/27-30, 32-33 South Sathon Road, Thungmahamek, Sathon Bangkok",10120,0-2786-2000,0-2786-2370-74,-
QHPF,QUALITY HOUSES LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"14th Q House Sathon Building, 11 South Sathon Rd., Tungmahamek, Sathon Bangkok",10120,"0-2286-3484, 0-2679-2155","0-2286-3585, 0-2679-2150",www.lhfund.co.th
QLT,QUALITECH PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"21/3 Banplong Road, Maptaput Sub-district, Muang District Rayong",21150,0-3869-1408-10,0-3869-2028,www.qualitechplc.com
QTC,QTC ENERGY PUBLIC COMPANY LIMITED,mai,False,False,False,Resources,-,"2/2 SOI KRUNGTHEP KRITHA 8 (5)., HUAMARK BANGKAPI Bangkok",10240,0-2379-3089-92,0-2379-3097,www.qtc-energy.com
RAM,RAMKHAMHAENG HOSPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"2138 RAMKHAMHAENG ROAD, HUAMARK, BANG KAPI Bangkok",10240,"0-2374-0197-216, 0-2374-0798-807, 0-2732-0476-487",0-2374-0804,www.ram-hosp.co.th
RATCH,RATCH GROUP PUBLIC COMPANY LIMITED,SET,True,True,True,Resources,Energy & Utilities,"No. 8/8 Moo 2, Ngamwongngan Road Bangkhen, Muang Nonthaburi",11000,0-2794-9999,0-2794-9998,www.ratch.co.th
RCI,THE ROYAL CERAMIC INDUSTRY PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"Dynasty Ceramic PCL Building No. 37/7 Suthisarnwinijchai Road, Samsennok Sub-District, Huai Khwang District Bangkok",10310,-,-,www.rci.co.th
RCL,REGIONAL CONTAINER LINES PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"PAJATHANI TOWER,FLOOR 30, 127/35 RAJADAPISEK ROAD, YAN NAWA Bangkok",10120,"0-2296-1096, 0-2296-1093",0-2296-1098,http://www.rclgroup.com
RICH,RICH ASIA CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"636 Bangkhuntien-Chaitaley Road Thakham, Bangkhuntien Bangkok",10150,0-2453-6277,0-2453-6288,www.richasiacorp.com
RICHY,RICHY PLACE 2002 PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"667/15 7th Floor, Attaboon Building, Charonsanitwong Road, Arunamarin Sub-district, Bangkok Noi District Bangkok",10700,0-2886-1817,0-2886-1060,www.richy.co.th
RJH,RAJTHANEE HOSPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"111 Moo 3, Rojana Road, Khlong Suan Phlu Sub-district, Phra Nakhon Si Ayutthaya District Ayutthya",13000,0-3533-5555-71,0-3533-5555 µèÍ 878,www.rajthanee.com
RML,RAIMON LAND PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"3 Rajanakarn Building 19th Floor South Sathorn Road, Yannawa, Sathorn, Bangkok Bangkok",10120,0-2029-1889,0-2029-1891,www.raimonland.com
ROBINS,ROBINSON PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Commerce,"Robinson Department Store Public Company Limited 9/9 14-17 Floor, Rama 9 Road, Huai Khwang Bangkok",10310,0-2169-2500,-,http://robins.listedcompany.com
ROCK,ROCKWORTH PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"294-300 ASOKE-DINDAENG ROAD, BANGKAPI, HUAI KHWANG, Bangkok",10320,0-2246-8888,0-2248-4705,www.rockworth.com
ROH,ROYAL ORCHID HOTEL (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Tourism & Leisure,"2 CAPTAIN BUSH LANE, NEW ROAD, BANG RAK Bangkok",10500,0-2266-0123,0-2236-6646,www.royalorchidsheraton.com
ROJNA,ROJANA INDUSTRIAL PARK PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"26th Floor, Italthai Tower 2034/115 New Petchburi Road Bangkapi, Huaykwang Bangkok",10310,0-2716-1750-7,0-2716-1758-9,www.rojana.com
RP,RAJA FERRY PORT PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"25/1, Village No. 8, Mittraphap Road, Don Sak Sub-district, Don Sak District Surat Thani",84220,"0-7737-2800-2, 0-2277-4488","0-7737-2804, 0-2277-8521",http://www.rajaferryport.com
RPC,RPCG PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"No. 86/2 Sammakorn Place, Ramkhamhaeng Road, Saphansoong Bangkok",10240,0-2372-3600,0-2372-3327,www.rpcthai.com
RPH,RATCHAPHRUEK HOSPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"456 Moo14, Mittraphap Rd., Muang Khon Kaen",40000,0-4333-3555,-,http://www.rph.co.th
RS,RS PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Commerce,"CHETCHOTISAK BUILDING, 419/1 LADPHRAO 15 , LADPHRAO ROAD, CHOMPHON, CHATUCHAK Bangkok",10900,0-2511-0555,0-2511-5324,http://www.rs.co.th
RSP,RICH SPORT PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"116/20 Na Ranong Road, Klongtoey Bangkok",10110,0-2249-8709,0-2249-8711,www.richsport.co.th
