Symbol,Company,Market,SET50,SET100,SETHD,Industry,Sector,Address,Zip code,Tel,Fax,Website
BRRGIF,BURIRAM SUGAR GROUP POWER PLANT INFRASTRUCTURE FUND,SET,False,False,False,Resources,Energy & Utilities,"175 Sathorn City Tower, 7th , 21st and 26th Floor, South Sathorn Road, Thung Mahamek Sub-district, Sathorn District Bangkok",10120,0-2674-6488,0-2679-5995,http://www.bblam.co.th/
BSBM,BANGSAPHAN BARMILL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"PRAPAWIT BUILDING, FLOOR 8, 28/1 SURASAK ROAD, SILOM, BANG RAK Bangkok",10500,0-2630-0590-5,0-2236-6995-6,http://www.bsbm.co.th
BSM,BUILDERSMART PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"905/7 Rama 3 Rd. Soi 51, Bangpongpang, Yannawa Bangkok",10120,0-2683-4900,0-2683-4949,www.buildersmart.com
BTNC,BOUTIQUE NEWCITY PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"1112/53-75 PRAKHANONG CENTER, SUKHUMVIT ROAD, KHLONG TOEI Bangkok",10110,"0-2391-3311 , 0-2391-3320","0-2381-1656 , 0-2381-1658",www.btnc.co.th
BTS,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Transportation & Logistics,"21 SOI CHOEYPUANG, VIPHAVADEERANGSIT ROAD, JOMPOL, CHATUCHAK Bangkok",10900,"0-2273-8511-15, 0-2273-8611-15","0-2273-8610, 0-2273-8616",http://www.btsgroup.co.th
BTSGIF,BTS RAIL MASS TRANSIT GROWTH INFRASTRUCTURE FUND,SET,False,False,False,Services,Transportation & Logistics,"175 Sathorn City Tower, 7th, 21st and 26th Floor, South Sathorn Road, Thung Mahamek Sub-district, Sathorn District Bangkok",10120,0-2674-6488,0-2679-5996,www.btsgif.com
BTW,BT WEALTH INDUSTRIES PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"593/3 Soi Ramkhamhaeng 39 (Thep Leela 1), Ramkhamhaeng Road, Wangthonglang Bangkok",10310,0-2314-2150-52,0-2319-7301-02,www.btwealthindustries.com
BUI,BANGKOK UNION INSURANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"BANGKOK UNION INSURANCE BUILDING, 175-177 SURAWONG ROAD, SURIYAWONG, BANG RAK Bangkok",10500,"0-2233-6920, 0-2238-4111",0-2237-1856,www.bui.co.th
BWG,BETTER WORLD GREEN PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Professional Services,"NO. 488 SOILADPRAO 130 (MAHATTHAI 2) KLONGCHAN SUB-DISTRICT, BANGKAPI DISTRICT Bangkok",10240,0-2012-7888,0-2012-7889,http://www.betterworldgreen.com
B-WORK,BUALUANG OFFICE LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"175 Sathorn City Tower, 7th, 21st and 26th Floor, South Sathorn Road, Sathorn Bangkok",10120,0-2674-6488,0-2679-5996,http://www.bworkreit.com
CAZ,CAZ (THAILAND) PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"239 Huaypong-Nongbon Rd., T. Huaypong, A. Muangrayong Rayong",21150,0-3860-6242,0-3860-6166,www.caz.co.th
CBG,CARABAO GROUP PUBLIC COMPANY LIMITED,SET,False,True,False,Agro & Food Industry,Food & Beverage,"393 Silom Building, 393 7th - 10th floor, Silom Road, Bangrak Bangkok",10500,0-2636-6111,0-2636-7949,www.carabaogroup.com
CCET,"CAL-COMP ELECTRONICS (THAILAND) PUBLIC CO., LTD.",SET,False,False,False,Technology,Electronic Components,"CTI TOWER, FLOOR 18, 191/54,57 RATCHADAPISEK ROAD, KHLONG TOEI Bangkok",10110,0-2261-5033-40,0-2661-9396-7,www.calcomp.co.th
CCP,CHONBURI CONCRETE PRODUCT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"39/1 MOO. 1, SUKHUMVIT ROAD, HUAYKAPI, AMPHOR MUEANG Chonburi",20000,0-3879-5278-83,0-3827-2440-3,www.ccp.co.th
CEN,CAPITAL ENGINEERING NETWORK PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"1011, Supalai Grand Tower, 17th Floor, Rama 3 Road, Chongnonsi, Yannawa Bangkok",10120,0-2049-1041-44,0-2049-1045,www.cenplc.com
CENTEL,CENTRAL PLAZA HOTEL PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Tourism & Leisure,"1695 PHAHOLYOTHIN ROAD, CHATUCHAK Bangkok",10900,0-2769-1234,0-2769-1235,www.centarahotelsresorts.com
CFRESH,SEAFRESH INDUSTRY PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"402 MOO 8, PAKNAM CHUMPHON ROAD, TAMBOL PAKNAM, AMPHOE MUANG Chumphon",86000,0-2637-8888,0-2637-8801,www.seafresh.com
CGD,COUNTRY GROUP DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"No. 898 Ploenchit Tower, 13th and 20th Floor, Ploenchit Road, Lumpini, Pathumwan Bangkok",10330,0-2658-7888,0-2658-7880,www.cgd.co.th
CGH,COUNTRY GROUP HOLDINGS PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"132 Sindhorn Tower 3, 20th Floor, Wireless Road, Lumpini Sub district, Pathum Wan District Bangkok",10330,0-2256-7999,0-2256-7888,www.cgholdings.co.th
CHARAN,CHARAN INSURANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"408/1 Rachadaphisek Road, Samsennok, Huaykwang Bangkok",10310,0-2276-1024,0-2275-4919,www.charaninsurance.com
CHAYO,CHAYO GROUP PUBLIC COMPANY LIMITED,mai,False,False,False,Financials,-,"44/499-504 Phahonyothin Road, Anusawari subdistrict, Bang Khen district Bangkok",10220,0-2016-4499,0-2001-2555,www.chayo555.com
CHEWA,CHEWATHAI PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"1168/80 Lumpini Tower 27th Floor., Unit D, Rama IV Road, Kwaeng Tungmahamek, Khet Sathorn Bangkok",10120,0-2679-8870-3,0-2679-8874,www.chewathai.com
CHG,CHULARAT HOSPITAL PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Health Care Services,"88/8-9 Moo 11, Bang Pla, Bang Phli Samut Prakarn",10540,0-2769-2900,0-2769-2967,www.chularat.com
CHO,CHO THAVEE PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"265 Moo 4 Klang Muang Road, Muangkhao, Muang Khon Kaen",40000,0-4304-3888,0-4304-3899,www.cho.co.th
CHOTI,"KIANG HUAT SEA GULL TRADING FROZEN FOOD PUBLIC CO., LTD.",SET,False,False,False,Agro & Food Industry,Agribusiness,"4/2 MOO 3, ASIA 43 ROAD, NA MOM Songkhla",90310,0-7422-2333,0-7422-2300-1,www.kst-hatyai.com
CHOW,CHOW STEEL INDUSTRIES PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"2525 FYI Center Tower 2, 10th Floor, Unit2/1006-1008, Rama 4 Road, Khlongtoei, Khlongtoei Bangkok",10110,0-2033-0901-08,0-2033-0909,www.chowsteel.com
CHUO,CHUO SENKO (THAILAND) PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"No. 33/4, The Ninth Towers Grand Rama 9, 36th Floor, Rama 9 Road, Huai Khwang Subdistrict, Huai khwang District Bangkok",10310,0-2013-7137-8,0-2013-7137-8 #5,www.chuosenko.co.th
CI,CHARN ISSARA DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"Charn Issara Tower II, 10th floor, 2922/200 New Petchburi Road, Bangkapi, Huay Kwang Bangkok",10320,0-2308-2020,0-2308-2990,www.charnissara.com
CIG,C.I.GROUP PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"1/1 MOO 7, BANGKOOWAD ROAD, AMPHOE MUEANG Pathum Thani",12000,"0-2976-5290-9, 0-2598-2331-2",0-2976-5023,http://www.coilinter.com
CIMBT,CIMB THAI BANK PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Banking,"44, LANGSUAN ROAD, LUMPINI SUBDISTRICT, PATHUMWAN DISTRICT, Bangkok",10330,"02-626-7000, 02-657-3000 ¡´ 0, 02-638-8000",02-657-3333,http://www.cimbthai.com
CITY,CITY STEEL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"88/3 MOO 4, BYPASS ROAD, TAMBOL NONGMAIDAENG, AMPHOE MUEANG Chonburi",20000,0-3878-2064-9,0-3878-2070,http://www.citysteelpcl.com
CK,CH. KARNCHANG PUBLIC COMPANY LIMITED,SET,False,True,False,Property & Construction,Construction Services,"587 SUTTHISAN ROAD, RATCHADAPHISEK, DIN DAENG Bangkok",10400,"0-2277-0460, 0-2275-0026",0-2275-7029,http://www.ch-karnchang.co.th
CKP,CK POWER PUBLIC COMPANY LIMITED,SET,False,True,False,Resources,Energy & Utilities,"587 Viriyathavorn Building, Floor 19th, Sutthisarn Road, Dindaeng Subdistrict, Dindaeng District Bangkok",10400,0-2691-9720-2,0-2691-9723,www.ckpower.co.th
CM,CHIANGMAI FROZEN FOODS PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"149/34 FLOOR 3-4 SOI ANGLO PLAZA, SURAWONG ROAD, SURIYAWONGSE BANG RAK Bangkok",10500,"0-2238-4091, 0-2235-9934, 0-2634-0061-4",0-2238-4090,www.cmfrozen.com
CMAN,CHEMEMAN PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Petrochemicals & Chemicals,"195/11-12 Lake Rajada Office Complex 2, 10th-11th Floor, Rajadapisek Road, Klongtoey Bangkok",10110,0-2661-9734,0-2260-9176,www.chememan.com
CMC,CHAOPRAYAMAHANAKORN PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"No. 909/1 CMC Tower, Floor 6, Room No. 601-602, King Taksin Road, Dao Kanong Sub-District, Thonburi District Bangkok",10600,0-2468-9000 áÅÐ 1172,0-2460-2080,http://www.cmc.co.th
CMO,CMO PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"4/18-19 Soi Nuanchan 56, Nuanchan, Buengkum Bangkok",10230,0-2088-3888,0-2088-3857,http://www.cmo-group.com
CMR,CHIANG MAI RAM MEDICAL BUSINESS PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"8 Boonruangrit Road, Amphur Mueang Chiang Mai",50200,0-5399-9777,0-5399-9799,http://www.lanna-hospital.com
CNS,CAPITAL NOMURA SECURITIES PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"25 Bangkok Insurance Building (BKI), 15th - 17th Floor South Sathorn Road, Sathorn Bangkok",10120,"0-2638-5000, 0-2081-2000",0-2081-2001,www.nomuradirect.com
CNT,CHRISTIANI & NIELSEN (THAI) PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"727 Lasalle Road Bangna Tai, Bangna Bangkok",10260,0-2338-8000,0-2338-8090,http://www.cn-thai.co.th
COL,COL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"No. 24 Soi On-Nut 66/1, On-Nut Road, On-Nut, Suanluang Bangkok",10250,0-2739-5555,0-2763-5555,www.col.co.th
COLOR,SALEE COLOUR PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"No.858 Moo 2 Soi 1C/1 Bangpu Industrial Estate, Bangpumai , Muang Samutprakan Samut Prakarn",10280,0-2323-2601-8,0-2323-2227-8,http://www.saleecolour.com
COM7,COM7 PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Commerce,"549/1 Sanphawut rd, Bangna, Bangna Bangkok",10260,0-2017-7777,-,www.comseven.com
COMAN,COMANCHE INTERNATIONAL PUBLIC COMPANY LIMITED,mai,False,False,False,Technology,-,"252/118, Muangthai-Phatra Office Tower II, Ratchadapisek, Huaykwang Bangkok",10310,0-2693-3569,0-2693-3577,www.comancheinternational.com
COTTO,SCG CERAMICS PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"1 Siam Cement Road, Bang Su Bangkok",10800,0-2586-3286,0-2587-0162,http://www.scgceramics.com
CPALL,CP ALL PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Commerce,"313 C.P. Tower, Floor 24, Silom Road, Bang Rak Bangkok",10500,0-2071-9000,0-2071-8617,www.cpall.co.th
CPF,CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,SET,True,True,True,Agro & Food Industry,Food & Beverage,"C.P. TOWER, FLOOR 15, 313 SILOM ROAD, BANG RAK Bangkok",10500,0-2766-8000,0-2638-2942,www.cpfworldwide.com
CPH,CASTLE PEAK HOLDINGS PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"899 PETCHKASEM ROAD, BANG KHAE Bangkok",10160,0-2455-0300-9,0-2455-0358-9,www.castlepeak.co.th
CPI,CHUMPORN PALM OIL INDUSTRY PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"LUMPINI TOWER, FLOOR 30, 1168/91 RAMA IV ROAD, SATHON Bangkok",10120,"0-2285-6370-2, 0-2679-9166",0-2285-6369,www.cpi-th.com
CPL,CPL GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"700 Moo 6 Sukhumvit Road, Bangpoo-Mai Muang Samut Prakarn",10280,0-2709-5633-8,"0-2709-6033, 0-2709-6044",http://www.cpl.co.th
CPN,CENTRAL PATTANA PUBLIC COMPANY LIMITED,SET,True,True,False,Property & Construction,Property Development,"CENTRALWORLD, FLOOR 31-33, 999/9 RAMA 1 ROAD, PATHUM WAN Bangkok",10330,0-2667-5555,0-2264-5593,www.cpn.co.th
CPNCG,CPN COMMERCIAL GROWTH LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"Fl.18 33/4 The 9th Towers Grand Rama 9 (Tower A) Rama 9 Road, Huaykwang Bangkok",10310,0-2949-1500,0-2949-1501,www.cpncg.com
CPNREIT,CPN RETAIL GROWTH LEASEHOLD REIT,SET,False,False,False,Property & Construction,Property Fund & REITs,"No. 999/9 Rama I Road, Pathumwan Sub-district, Pathumwan District Bangkok",10330,0-2667-5555 µèÍ 1660,0-2667-5590,www.cpnreit.com
CPR,CPR GOMU INDUSTRIAL PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"78 MOO 2, PAHOLYOTHIN ROAD (KM 77.5), TAMBOL SANABTHUB, AMPHOE WANG NOI Ayutthya",13170,"0-3572-3324-7, 0-3572-3128-31","0-3572-3323, 0-3572-3332",www.cprgomu.co.th
CPT,CPT DRIVES AND POWER PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"230/7 Thetsaban Rangrak Nuea Rd., Lad Yao, Chatuchak Bangkok",10900,0-2954-2590-2,0-2580-6332-4,www.CPTthailand.com
CPTGF,C.P. TOWER GROWTH LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"1 Empire Tower, 32nd Fl., South Sathorn Rd., Yannawa, Sathorn Bangkok",10120,0-2686-6100,0-2670-0430,www.ktam.co.th
CRANE,CHU KAI PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"44/88 Moo 1 Bangna-Trad Road Km. 22, Srisachorakheyai, Bangsaothong Samut Prakarn",10570,0-2715-0000,0-2715-0055,www.chukai.co.th
CRD,CHIANGMAI RIMDOI PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"164 / 34-36 Changklan Road, Changklan, Muang Chiang Mai Chiang Mai",50100,"0-5327-1420, 0-5327-2429",0-5381-8465,www.cmrd.co.th
CRYSTAL,CRYSTAL RETAIL GROWTH LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"7-8th Floor, SCB Park Plaza 1, 18 Ratchadapisek Rd., Chatuchak Bangkok",10900,0-2949-1500,0-2949-1501,www.scbam.com
CSC,CROWN SEAL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"5 SOI RANGSIT-NAKORNAYOK 46, PRACHATIPAT, THANYABURI Pathum Thani",12130,0-2533-0450-9,0-2974-1114,www.crownseal.co.th
CSP,CSP STEEL CENTER PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"475 RAMA 3 ROAD, BANGKLO, BANG KHO LAEM Bangkok",10120,0-2291-6314-21,0-2291-3828,www.cspsteel.com
CSR,CITY SPORTS AND RECREATION PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Tourism & Leisure,"22 NAVATANEE ROAD, RAMINTRA, KHAN NA YAO Bangkok",10230,"0-2376-1693-5, 0-2376-1034-6",0-2376-1685,www.navatanee.com
CSS,COMMUNICATION AND SYSTEM SOLUTION PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"329 Moo.3, Banmai, Pakkred Nonthaburi",11120,0-2018-1111,0-2018-1142,www.cssthai.com
CTARAF,CENTARA HOTELS & RESORTS LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"400/22 KASIKORNBANK Building, 6th and 12th floor, Phahon Yothin Road, Samsen Nai Sub-District, Phaya Thai District Bangkok",10400,0-2673-3999,-,-
CTW,CHAROONG THAI WIRE & CABLE PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"589/71 Central City Tower, 12A Floor, Debaratana Road, Bangna-Nua Sub-district, Bangna District Bangkok",10260,0-2745-6118-30,0-2745-6131-32,www.ctw.co.th
CWT,CHAI WATANA TANNERY GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"176/1,1480 MOO 1, SOI FOKNANG, SUKHUMVIT ROAD, AMPHOE MUEANG Samut Prakarn",10280,0-2703-7880,0-2703-7882,www.cwt.co.th
D,DENTAL CORPORATION PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"157, 2nd Floor, Ratchadapisek Rd., Din Daeng Bangkok",10400,"0-2692-4333, 0-2245-7197",-,www.dentalcorpthailand.com
DCC,DYNASTY CERAMIC PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"37/7 SUTHISARNWINIJCHAI ROAD, SAMSENNOK, HUAI KHWANG Bangkok",10320,"0-2276-9275-81, 0-2693-1524-8","0-2276-0313-7, 0-2693-1528",www.dynastyceramic.com
DCON,DCON PRODUCTS PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"CHANG BUILDING, SECTION B, FLOOR 8, 3300/57 PAHOLYOTIN ROAD, CHATUCHAK, Bangkok",10900,0-2937-3312,0-2937-3328,www.dconproduct.com
DCORP,DEMETER CORPORATION PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"Room no. 191/43, 21st Floor, CTI Tower, 191, Ratchadaphisek Road, Klong Toey Sub-District, Klong Toey District Bangkok",10110,0-2204-2601-11,0-2204-2615,http://www.demetercorporation.com
DDD,DO DAY DREAM PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Personal Products & Pharmaceuticals,"32 Keharomklao Road, Saphansung, Saphansung Bangkok",10240,0-2917-3055,0-2917-3054,http://www.dodaydream.com
DELTA,DELTA ELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,SET,True,True,False,Technology,Electronic Components,"909 Soi 9, Moo 4, E.P.Z., Bangpoo Industrial Estate, Tambon Prakasa, Amphur Muangsamutprakarn Samut Prakarn",10280,0-2709-3200,0-2324-0243,http://www.deltathailand.com
DEMCO,DEMCO PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"59 MOO 1 SUAN PRIK THAI, AMPHOE MUEANG Pathum Thani",12000,0-2959-5811,0-2959-5816,http://www.demco.co.th
DIF,DIGITAL TELECOMMUNICATIONS INFRASTRUCTURE FUND,SET,False,False,False,Technology,Information & Communication Technology,"Fl.18 33/4 The 9th Towers Grand Rama 9 (Tower A) Rama 9 Road, Huaykwang Bangkok",10310,0-2949-1500,0-2949-1501,www.digital-tif.com
DIMET,DIMET (SIAM) PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"602 Moo 2, Bangpoo Industrial Estate Soi 1, Muang, Samutprakran Samut Prakarn",10280,0-2323-2800-6,0-2323-2807,www.dimetsiam.com
DOD,DOD BIOTECH PUBLIC COMPANY LIMITED,mai,False,False,False,Consumer Products,-,"No. 111 Moo 2 Tha Chin Sub-district, Mueang Samut Sakhon District Samut Sakhon",74000,"0-3444-6333, 0-3444-6444",0-3444-0373,www.dodbiotech.com
DREIT,DUSIT THANI FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"319 Chamchuri Square, 29th Floor, Phayathai Road, Pathumwan Sub-district, Pathumwan District Bangkok",10330,0-2200-9999 µèÍ 3681-3684,0-2636-3545,www.dtcreit.com
DRT,DIAMOND BUILDING PRODUCTS PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"69-70 MOO 1 MITRAPHARP ROAD KM. 115, TAMBOL TALINGCHAN, AMPHOE MUEANG Saraburi",18000,0-3622-4171-8,0-3622-4185-7,www.dbp.co.th
DTAC,TOTAL ACCESS COMMUNICATION PUBLIC COMPANY LIMITED,SET,True,True,False,Technology,Information & Communication Technology,"No. 319 Chamchuri Square Building, 41st Floor, Phayathai Road, Pathumwan Sub-district, Pathumwan District Bangkok",10330,0-2202-8000,-,www.dtac.co.th
DTC,DUSIT THANI PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Tourism & Leisure,"319 Chamchuri Square Building, 29th Floor, Phyathai Road, Pathumwan Bangkok",10330,0-2200-9999,-,http://www.dusit.com
DTCI,D.T.C. INDUSTRIES PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"176 SOI PHONGWETANUSON, SUKHUMVIT 64 ROAD, PHRA KHANONG Bangkok",10260,0-2311-1371-6,"0-2331-5615, 0-2311-7796",www.lancerpen.com
EA,ENERGY ABSOLUTE PUBLIC COMPANY LIMITED,SET,True,True,False,Resources,Energy & Utilities,"16th Floor, AIA Capital Center Building 89 Ratchadaphisek Road, Dindaeng Bangkok",10400,"0-2248-2488-92, 0-2002-3667-9",0-2248-2493,http://www.energyabsolute.co.th
EARTH,ENERGY EARTH PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"43 Thai CC Tower, Room 125-128, Floor 12, South Sathorn Road, Yannawa, Sathorn Bangkok",10120,0-2673-9631-3,0-2673-9634,www.energyearth.co.th
EASON,EASON PAINT PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"7/1-2 MOO 1, PHAN THONG AMPHOE PHAN THONG Chonburi",20160,0-3845-1833,0-3845-1825,www.easonpaint.co.th
EASTW,EASTERN WATER RESOURCES DEVELOPMENT AND MANAGEMENT PCL.,SET,False,False,False,Resources,Energy & Utilities,"EAST WATER BUILDING, FLOOR 23-26, 1 VIPAVADEERANGSIT SOI 5, VIPAVADEERANGSIT ROAD, JOMPHOL, CHATUCHAK Bangkok",10900,0-2272-1600,0-2272-1601,http://www.eastwater.com
ECF,EAST COAST FURNITECH PUBLIC COMPANY LIMITED,mai,False,False,False,Consumer Products,-,"37/9 Moo 10 Banbueng - Klaeng Road, Tambon Tang-Kwiang, Klaeng District Rayong",21110,"0-3867-1361, 0-3888-6372-4",0-3888-6375,www.ecf-furniture.com
ECL,EASTERN COMMERCIAL LEASING PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"976/1 SOI RAMA IX HOSPITAL, RIM KHLONG SAEN SEN ROAD BANG KA PI, HUAI KHWANG Bangkok",10310,0-2641-5252,0-2641-5994-5,www.ecl.co.th
EE,ETERNAL ENERGY PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Agribusiness,"888 I Tower 8th Floor, Vibhavadeerangsit Road, Chatujak Bangkok",10900,0-2554-8000,0-2554-8001,www.eternalenergy.co.th
EFORL,E FOR L AIM PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,184 Bangyee khan Bangplad Bangkok,10700,0-2883-0871-9,-,www.eforl-aim.com
EGATIF,"NORTH BANGKOK POWER PLANT BLOCK 1 INFRASTRUCTURE FUND, ELECTRICITY GENERATING AUTHORITY OF THAILAND",SET,False,False,False,Resources,Energy & Utilities,"No. 1, Empire Tower, 32nd Floor, South Sathorn Road, Yannawa Subdistrict, Sathorn District Bangkok",10120,0-2686-6100,0-2670-0430,www.ktam.co.th
EGCO,ELECTRICITY GENERATING PUBLIC COMPANY LIMITED,SET,True,True,True,Resources,Energy & Utilities,"EGCO TOWER,222 MOO 5,VIBHAVADI RANGSIT ROAD, THUNGSONGHONG, LAK SI Bangkok",10210,"0-2998-5000, 0-2998-5999",0-2955-0956-9,http://www.egco.com
EIC,ELECTRONICS INDUSTRY PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Electronic Components,"349 SJ Infinite I Business Complex, 15th Floor Unit 1507, Vibhavadi-Rangsit Road, Chompol, Chatuchak Bangkok",10900,0-2075-5667-8,0-2075-5669,www.eicasia.net
EKH,EKACHAI MEDICAL CARE PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"99/9 Moo 4, Ekachai Road, Khok-kham, Muang Samutsakhon, Samut Sakhon",74000,0-3441-7999 ËÃ×Í 1715,0-3441-7903,www.ekachaihospital.com
EMC,EMC PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"ITF TOWER, 28/30 FLOOR, 140/66-67 SILN ROAD SURIYAWONG, BANG RAK Bangkok",10500,0-2615-6100,0-2615-6128-30,www.emc.co.th
EPCO,EASTERN PRINTING PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"51/29,51/61 Soi Wiphawadee66 (Siamsamakee), Talad Bangkhen, Laksi Bangkok",10210,0-2551-0541-4,"0-2552-0905, 0-2551-0532",http://www.epco.co.th
EPG,EASTERN POLYMER GROUP PUBLIC COMPANY LIMITED,SET,False,True,False,Property & Construction,Construction Materials,"770 Theparak Road, Theparak sub-district, Mueang district Samut Prakarn",10270,0-2383-6599,0-2383-6532,www.epg.co.th
ERW,THE ERAWAN GROUP PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Tourism & Leisure,"PLOENCHIT CENTER, FLOOR 6, 2 SUKHUMVIT ROAD, KHLONG TOEI Bangkok",10110,0-2257-4588,0-2257-4577,http://www.theerawan.com
ERWPF,ERAWAN HOTEL GROWTH PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"Fl.18 33/4 The 9th Towers Grand Rama 9 (Tower A) Rama 9 Road, Huaykwang Bangkok",10310,0-2949-1500,0-2949-1501,www.scbam.com
ESSO,ESSO (THAILAND) PUBLIC COMPANY LIMITED,SET,False,True,False,Resources,Energy & Utilities,"3195/17-29 RAMA IV ROAD, KLONGTON SUB-DISTRICT, KLONGTOEY DISTRICT Bangkok",10110,0-2262-4000,0-2262-4800,http://www.esso.co.th
ESTAR,EASTERN STAR REAL ESTATE PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"PLOENCHIT TOWER, FLOOR 5, 898 PLOENCHIT ROAD, LUMPINI, PATHUM WAN Bangkok",10330,0-2263-1010,0-2263-1009,www.estarpcl.com
