ID,Executed,Applied,Issued,Patent No.,Title,Primary Subject Matter
851,9/28/1904,9/29/1904,2/8/1910,948542,Method of Treating Cans of Alkaline Storage Batteries,Batteries
852,10/29/1904,11/2/1904,2/27/1906,813490,Cement-Kiln,Cement
853,10/29/1904,11/2/1904,5/29/1906,821624,Gas-Separator for Storage Batteries,Batteries
854,10/29/1904,11/5/1904,5/29/1906,821625,Process of Treating Alkaline Storage Batteries,Batteries
855,11/1/1904,11/2/1904,5/29/1906,821623,Storage-Battery-Filling Apparatus,Batteries
856,2/16/1905,3/1/1905,2/25/1908,879859,Apparatus for Producing Very Thin Sheet Metal,Batteries
857,3/17/1905,3/20/1905,11/14/1905,804799,Apparatus for Perforating Sheet Metal,Batteries
858,3/23/1905,3/24/1905,11/5/1907,870024,Apparatus for Producing Perforated Strips,Batteries
859,3/29/1905,3/30/1905,5/29/1906,821626,Process of Making Metallic Films or Flakes,Batteries
860,3/29/1905,3/30/1905,5/29/1906,821627,Process of Making Metallic Flakes or Scales,Batteries
861,3/29/1905,3/30/1905,8/7/1906,827717,Process of Making Composite Metals,Batteries
862,3/29/1905,3/30/1905,12/25/1906,839371,Method of Coating Active Material with Flake-Like Conducting Material,Batteries
863,3/29/1905,3/30/1905,5/21/1907,854200,Process of Making Storage-Battery Electrodes,Batteries
864,3/29/1905,3/30/1905,6/25/1907,857929,Storage-Battery Electrode,Batteries
865,3/29/1905,3/30/1905,3/17/1908,882144,Storage-Battery Electrode,Batteries
866,4/26/1905,4/28/1905,7/16/1907,860195,Storage-Battery Electrode,Batteries
867,4/26/1905,4/28/1905,8/6/1907,862145,Process of Making Seamless Tubular Pockets or Receptacles for Storage Battery Electrodes,Batteries
868,4/26/1905,4/28/1905,11/22/1910,976791,Storage-Battery Electrode,Batteries
869,4/28/1905,4/29/1905,12/25/1906,839372,Phonograph Record or Blank,Phonographs and Sound Recording
870,5/15/1905,5/16/1905,2/27/1906,813491,Pocket-Filling Machine,Batteries
871,5/20/1905,5/24/1905,12/21/1909,943663,Horn for Talking-Machines,Phonographs and Sound Recording
872,5/20/1905,5/24/1905,2/22/1910,950226,Phonographic Recording Apparatus,Batteries
873,5/20/1905,5/24/1905,7/5/1910,963362,Apparatus for Recording or Reproducing Sounds,Batteries
874,5/20/1905,5/26/1905,5/29/1906,821628,Process for Making Conducting-Films,Batteries
875,9/14/1905,9/15/1905,12/19/1911,1012250,Recording-Telephone,Telegraph and Telephony
876,9/28/1905,9/29/1905,9/7/1915,1152613,Method of Burning Portland-Cement Clinker,Cement
877,10/10/1905,10/12/1905,2/22/1910,950227,Apparatus for Making Metallic Films or Flakes,Batteries
878,10/12/1905,10/14/1905,10/12/1909,936433,Tube-Filling and Tamping Machine,Batteries
879,10/12/1905,10/14/1905,4/26/1910,956317,Tube-Sealing Machine,Batteries
880,10/16/1905,10/17/1905,8/16/1910,967178,Tube-Forming Machine,Batteries
881,10/31/1905,11/2/1905,3/3/1908,880978,Electrode Element for Storage Batteries,Batteries
882,10/31/1905,11/2/1905,3/3/1908,880979,Method of Making Storage-Battery Electrodes,Batteries
883,12/6/1905,12/7/1905,4/23/1907,850913,Secondary Battery,Batteries
884,12/6/1905,12/7/1905,3/2/1909,914342,Storage Battery,Batteries
885,1/9/1906,1/10/1906,7/2/1907,858862,Primary and Secondary Battery,Batteries
886,1/19/1906,1/20/1906,4/16/1907,850881,Composite Metal,Batteries
887,1/24/1906,1/27/1906,6/24/1913,1065597,Cement-Burning Kiln,Cement
888,2/24/1906,3/19/1906,7/12/1910,964096,Process of Electroplating,Batteries
889,5/7/1906,5/8/1906,4/22/1913,1059661,Manufacture of Portland Cement,Cement
890,7/13/1906,7/14/1906,3/2/1909,914372,Process for Making Thin Metallic Flakes,Batteries
891,9/4/1906,9/7/1906,6/28/1910,962822,Crushing-Roll,Cement
892,9/11/1906,9/13/1906,6/1/1909,923633,Shaft-Coupling,Cement
893,9/11/1906,9/18/1906,6/28/1910,962823,Crushing-Rolls,Cement
894,10/22/1906,10/24/1906,8/10/1909,930946,Apparatus for Burning Portland Cement,Cement
895,11/2/1906,11/3/1906,9/8/1908,898404,Process of Making Articles by Electroplating,Batteries
896,11/16/1906,11/26/1906,8/10/1909,930948,Apparatus for Burning Portland Cement,Cement
897,11/16/1906,11/26/1906,9/10/1909,930949,Apparatus for Burning Portland Cement,Cement
898,11/23/1906,11/27/1906,6/16/1908,890625,Apparatus for Grinding Coal,Cement
899,11/28/1906,12/3/1906,2/8/1910,948558,Storage-Battery Electrode,Batteries
900,12/28/1906,1/3/1907,7/12/1910,964221,Sound-Record,Phonographs and Sound Recording
901,12/28/1906,1/3/1907,4/30/1912,1024839,Phonographic Recording-Stylus,Phonographs and Sound Recording
902,1/11/1907,1/17/1907,10/5/1909,936267,Feed Mechanism for Phonographs and Other Machines,Phonographs and Sound Recording
903,1/11/1907,1/19/1907,9/10/1907,865688,Process of Making Metallic Films or Flakes,Batteries
904,1/17/1907,1/18/1907,10/12/1909,936525,Process of Making Metallic Films or Flakes,Batteries
905,1/18/1907,1/19/1907,9/10/1907,865687,Process of Making Nickel Films,Batteries
906,2/8/1907,3/8/1907,11/9/1909,939817,Cement-Kiln,Cement
907,2/23/1907,3/6/1907,6/4/1907,855562,Diaphragm for Talking-Machines,Phonographs and Sound Recording
908,2/23/1907,4/4/1907,11/8/1910,975339,Process of Duplicating Talking-Machine Records,Phonographs and Sound Recording
909,2/25/1907,3/16/1907,11/16/1909,939992,Phonographic Recording and Reproducing Machine,Phonographs and Sound Recording
910,2/25/1907,3/16/1907,11/11/1913,1078264,Phonographic Recording or Reproducing Apparatus,Phonographs and Sound Recording
911,2/25/1907,4/2/1907,11/30/1909,941630,Process and Apparatus for Artificially Aging or Seasoning Portland Cement,Cement
912,5/8/1907,5/10/1907,1/14/1908,876445,Electrolyte for Alkaline Storage Batteries,Batteries
913,5/15/1907,5/17/1907,3/2/1909,914343,Process of Making Storage-Battery Electrodes,Batteries
914,5/28/1907,5/31/1907,12/7/1915,1163329,Filament for Incandescent Electric Lamps,Electric Light and Power
915,6/11/1907,6/14/1907,7/30/1907,861819,Discharging Apparatus for Belt Conveyers,Cement
916,6/11/1907,6/14/1907,5/2/1911,991433,Bucket Conveyer,Cement
917,6/11/1907,6/26/1907,4/12/1910,954789,Sprocket-Chain Drive,Cement
918,6/18/1907,6/20/1907,1/19/1909,909877,Telegraphy,Telegraph and Telephony
919,11/19/1907,11/22/1907,10/22/1912,1041756,Conveyer,Cement
920,11/25/1907,11/29/1907,9/11/1914,1106444,Fuel-Feeding Apparatus,Cement
921,2/4/1908,2/6/1908,8/25/1908,896811,Metallic Film for Use with Storage-Battery Electrodes and Process of Preparing the Same,Batteries
922,2/4/1908,2/6/1908,1/12/1909,909167,Waterproofing-Paint for Portland-Cement Buildings,Cement
923,2/4/1908,2/6/1908,11/16/1909,940635,Electrode Element for Storage Batteries,Batteries
924,2/4/1908,2/8/1908,5/16/1916,1182897,Apparatus for Recording and Reproducing Motion and Sounds,Motion Pictures
925,3/13/1908,3/18/1908,8/25/1908,896812,Storage Battery,Batteries
926,3/13/1908,3/18/1908,7/4/1911,996625,Phonograph-Reproducer,Phonographs and Sound Recording
927,3/13/1908,3/20/1908,8/8/1911,999762,Storage Battery and Process of Treating the Same,Batteries
928,3/13/1908,3/23/1908,12/28/1909,944481,Process and Apparatus for Artificially Aging or Seasoning Portland Cement,Cement
929,3/13/1908,3/23/1908,1/18/1910,946540,Storage Battery,Batteries
930,3/13/1908,3/23/1908,11/8/1910,975340,Phonograph-Reproducer,Phonographs and Sound Recording
931,3/13/1908,3/23/1908,1/9/1912,1013869,Bearing,Miscellaneous
932,3/13/1908,4/17/1908,2/1/1910,947806,Automobile,Miscellaneous
933,5/27/1908,6/1/1908,1/12/1909,909168,Waterproofing Fibers and Fabrics,Miscellaneous
934,5/27/1908,6/1/1908,1/12/1909,909169,Waterproofing-Paint for Portland-Cement Structures,Cement
935,6/8/1908,6/11/1908,5/23/1911,993294,Device for Feeding Pulverulent Material,Cement
936,6/8/1908,6/11/1908,3/5/1912,1019440,Phonograph-Reproducer,Phonographs and Sound Recording
937,6/8/1908,6/11/1908,12/3/1912,1046159,Phonograph-Reproducer,Phonographs and Sound Recording
938,8/10/1908,8/13/1908,3/13/1917,1219272,Process of Constructing Concrete Buildings,Cement
939,8/20/1908,11/16/1908,9/20/1910,970616,Flying-Machine,Miscellaneous
940,10/10/1908,10/14/1908,6/27/1911,996070,Rotary Kiln,Cement
941,10/10/1908,10/14/1908,11/11/1913,1078265,Process of Making Phonograph-Records,Phonographs and Sound Recording
942,11/16/1908,11/19/1908,7/12/1910,964097,Device for Viewing Moving Pictures,Motion Pictures
943,11/21/1908,11/25/1908,8/3/1915,1148832,Means for Utilizing the Waste Heat in Kilns,Cement
944,12/21/1908,12/29/1908,3/19/1912,1020485,Phonograph-Reproducer,Phonographs and Sound Recording
945,12/22/1908,12/29/1908,1/5/1915,1123261,Mold for Concrete Construction,Cement
946,1/27/1909,2/6/1909,9/5/1911,1002504,Crushing and Separating Fine Materials,Cement
947,2/15/1909,3/27/1909,8/10/1909,930947,Gas-Purifier,Cement
948,3/2/1909,3/3/1909,11/2/1915,1158659,Phonograph-Record,Phonographs and Sound Recording
949,3/2/1909,3/3/1909,11/2/1915,1158660,Phonograph-Record,Phonographs and Sound Recording
950,8/7/1909,8/12/1909,1/14/1913,1050355,Phonograph,Phonographs and Sound Recording
951,9/8/1909,9/13/1909,2/22/1910,40527,Design for a Phonograph-Cabinet,Phonographs and Sound Recording
952,10/26/1909,10/28/1909,2/11/1913,1052656,Phonograph-Reproducer,Phonographs and Sound Recording
953,10/26/1909,10/28/1909,6/9/1914,1099346,Phonograph-Reproducer,Phonographs and Sound Recording
954,10/26/1909,10/28/1909,6/9/1914,1099347,Phonograph-Reproducer,Phonographs and Sound Recording
955,10/28/1909,10/29/1909,6/9/1914,1099348,Phonograph-Reproducer,Phonographs and Sound Recording
956,11/1/1909,11/3/1909,8/20/1912,1036470,Phonographic Apparatus,Phonographs and Sound Recording
957,12/4/1909,12/8/1909,3/18/1913,1056517,Means for Reproducing Sound,Phonographs and Sound Recording
958,1/26/1910,1/27/1910,9/7/1915,1152614,Phonographic Recording Apparatus,Phonographs and Sound Recording
959,3/19/1910,3/23/1910,9/15/1914,1110428,Process of Forming Phonograph-Styli,Phonographs and Sound Recording
960,4/14/1910,4/20/1910,3/5/1912,1019441,Sound-Recording Apparatus,Phonographs and Sound Recording
961,5/2/1910,5/12/1910,10/22/1912,1041983,Phonograph-Stylus,Phonographs and Sound Recording
962,5/13/1910,5/24/1910,12/5/1916,1207382,Primary Battery,Batteries
963,5/19/1910,5/24/1910,11/22/1910,976792,Storage Battery,Batteries
964,5/19/1910,5/24/1910,12/26/1911,1012828,Storage Battery,Batteries
965,5/31/1910,6/2/1910,12/3/1912,1046414,Phonograph Determining Device,Phonographs and Sound Recording
966,5/31/1910,6/6/1910,8/20/1912,1036471,Storage Battery,Batteries
967,5/31/1910,6/6/1910,4/4/1916,1178062,Moving-Picture Apparatus,Motion Pictures
968,6/7/1910,6/9/1910,1/26/1915,1126428,Sound-Recording Apparatus,Phonographs and Sound Recording
969,6/13/1910,6/17/1910,10/27/1914,1115463,Electrode Element,Batteries
970,6/30/1910,7/1/1910,1/14/1913,1050436,Apparatus for Producing Rubber Strips,Batteries
971,6/30/1910,7/1/1910,1/6/1914,1083353,Production of Perforated Strips,Batteries
972,7/2/1910,7/7/1910,1/11/1916,1167637,Method of Utilizing Waste Heat in Kilns,Cement
973,10/4/1910,10/7/1910,6/9/1914,1099241,Rectifier,Electric Light and Power
974,10/17/1910,10/20/1910,6/8/1915,1142507,Sound-Recording Apparatus,Phonographs and Sound Recording
975,11/9/1910,11/14/1910,12/1/1914,1119141,Sound-Reproducer,Phonographs and Sound Recording
976,12/5/1910,12/7/1910,5/23/1916,1184332,Phonograph or Talking-Machine,Phonographs and Sound Recording
977,12/7/1910,12/9/1910,9/15/1914,1110382,Sound-Modifier,Phonographs and Sound Recording
978,1/25/1911,1/27/1911,9/5/1911,1002505,Composition for Sound-Records and Other Objects,Phonographs and Sound Recording
979,1/25/1911,1/27/1911,7/30/1912,1034002,Storage Battery,Batteries
980,1/25/1911,1/27/1911,7/30/1912,1034003,Battery-Cell Container,Batteries
981,1/25/1911,1/27/1911,1/6/1914,1083354,Insulating Compound,Electric Light and Power
982,2/15/1911,2/17/1911,5/23/1916,1184333,Phonograph or Talking-Machine,Phonographs and Sound Recording
983,3/22/1911,3/24/1911,11/14/1916,1204420,Sound-Box,Phonographs and Sound Recording
984,4/3/1911,4/5/1911,11/11/1913,1078266,Sound-Box,Phonographs and Sound Recording
985,4/3/1911,4/5/1911,12/1/1914,1119142,Sound-Record,Phonographs and Sound Recording
986,4/7/1911,4/8/1911,1/6/1914,1083355,Art of Forming Chemical Compounds,Batteries
987,4/7/1911,4/8/1911,1/6/1914,1083356,Storage Battery,Batteries
988,4/7/1911,4/8/1911,1/11/1916,1167484,Production of Nickel Hydroxid,Batteries
989,5/1/1911,5/9/1911,1/14/1913,1050629,Art of Separating Copper from Other Metals,Batteries
990,5/12/1911,5/18/1911,1/14/1913,1050630,Art of Separating Copper from Other Metals,Batteries
991,5/16/1911,5/18/1911,3/11/1913,1055621,Reproducer,Phonographs and Sound Recording
992,6/8/1911,6/10/1911,11/24/1914,1118114,Method of Making Molds for Sound-Records,Phonographs and Sound Recording
993,6/16/1911,6/21/1911,2/6/1912,1016874,Means and Method for Preventing Depletion of Electrolyte,Batteries
994,6/20/1911,6/22/1911,3/2/1915,1130156,Machine for Shaving Sound Records or Blanks,Phonographs and Sound Recording
995,7/24/1911,7/28/1911,2/6/1912,1016875,Electroplating Apparatus,Batteries
996,11/28/1911,12/1/1911,3/11/1913,1055524,Dumping Mechanism,Batteries
997,12/12/1911,12/30/1911,4/10/1917,1221981,Alternating-Current Rectifier,Electric Light and Power
998,12/19/1911,12/20/1911,7/13/1915,1146413,Method of Producing Tablets for Sound-Records,Phonographs and Sound Recording
999,12/20/1911,12/22/1911,8/13/1918,1275232,Production of Finely-Divided Metals,Batteries
1000,12/30/1911,1/11/1912,9/16/1913,1073107,Storage Battery,Batteries
1001,1/2/1912,1/6/1912,6/9/1914,1099349,Method of Making Sound-Record Molds,Phonographs and Sound Recording
1002,1/12/1912,1/17/1912,6/22/1915,1143818,Charging Storage Batteries,Batteries
1003,1/19/1912,1/20/1912,9/29/1914,1111999,Phonograph-Record,Phonographs and Sound Recording
1004,2/15/1912,2/16/1912,7/4/1916,1190133,Means for Recording Sounds,Phonographs and Sound Recording
1005,4/23/1912,4/30/1912,1/11/1916,1167485,Storage Battery,Batteries
1006,5/20/1912,5/23/1912,7/25/1916,1192400,Electrical System for Automobiles,Batteries
1007,5/21/1912,5/23/1912,1/11/1916,1167638,Means for Concentrating Ores,Mining and Ore Milling
1008,5/31/1912,6/7/1912,4/4/1916,1178063,Receptacle-Filling Machine,Batteries
1009,6/10/1912,6/13/1912,9/7/1915,1152615,Alternating-Current-Rectifying System,Electric Light and Power
1010,6/10/1912,6/13/1912,9/7/1915,1152616,Contact for Electrical Apparatus,Electric Light and Power
1011,6/19/1912,6/24/1912,5/21/1918,1266778,Process of Making Screens for Projection,Motion Pictures
1012,7/11/1912,7/13/1912,8/27/1912,42934,Design for a Cabinet,Phonographs and Sound Recording
1013,7/27/1912,7/31/1912,2/5/1918,1255517,Starting and Current-Supplying System for Automobiles,Batteries
1014,8/9/1912,8/12/1912,5/23/1916,1184334,Phonograph or Talking-Machine,Phonographs and Sound Recording
1015,9/12/1912,9/16/1912,11/2/1915,1158661,Phonograph or Talking-Machine,Phonographs and Sound Recording
1016,9/12/1912,9/16/1912,7/24/1917,1234450,Celluloid Record-Blank,Phonographs and Sound Recording
1017,10/25/1912,10/26/1912,9/12/1916,1197723,Coating Apparatus,Phonographs and Sound Recording
1018,10/25/1912,10/26/1912,10/17/1916,1201448,Coating Apparatus,Phonographs and Sound Recording
1019,10/25/1912,10/26/1912,7/24/1917,1234451,Mold or Transfer Plate,Phonographs and Sound Recording
1020,1/29/1913,1/30/1913,12/5/1916,1207383,Sound-Record Tablet,Phonographs and Sound Recording
1021,2/28/1913,3/6/1913,12/3/1918,1286259,Means for Recording Sounds,Phonographs and Sound Recording
1022,6/13/1913,6/16/1913,5/4/1915,1138360,Method of Presenting the Illusion of Scenes in Colors,Motion Pictures
1023,11/21/1913,12/2/1913,1/7/1919,1290138,Friction Speed-Governor,Phonographs and Sound Recording
1024,4/21/1914,4/25/1914,10/17/1916,1201449,Sound-Modifying Device,Phonographs and Sound Recording
1025,8/6/1914,8/10/1914,4/8/1919,1299693,Storage Battery,Batteries
1026,8/26/1914,8/27/1914,7/13/1915,1146414,Method of Making Phonograph-Records,Phonographs and Sound Recording
1027,8/27/1914,8/31/1914,9/19/1916,1198426,Production of Electrode Elements,Batteries
1028,10/9/1914,10/13/1914,12/30/1919,1326330,Mold for Sound-Records,Phonographs and Sound Recording
1029,10/13/1914,10/16/1914,5/21/1918,1266779,Electric Safety-Lantern,Electric Light and Power
1030,8/21/1915,8/26/1915,6/1/1920,1342326,Composition of Matter for Sound-Records or the Like and Process of Making the Same,Phonographs and Sound Recording
1031,12/8/1915,12/13/1915,1/4/1921,1364358,Battery-Tray,Batteries
1032,1/11/1916,1/24/1916,3/11/1919,1297294,Projectile,Miscellaneous
1033,1/12/1916,1/17/1916,11/25/1919,1323218,Method and Means for Improving the Rendition of Musical Compositions,Phonographs and Sound Recording
1034,2/4/1916,2/12/1916,4/15/1919,1300709,Projectile,Miscellaneous
1035,2/5/1916,2/12/1916,4/15/1919,1300708,Projectile,Miscellaneous
1036,3/4/1916,3/6/1916,8/5/1919,1311955,Tube Filling and Tamping Machine,Batteries
1037,9/21/1916,10/2/1916,11/5/1918,1283706,Para-phenylene-di-amin Substance and Process Relating Thereto,Phonographs and Sound Recording
1038,1/16/1917,1/18/1917,12/30/1919,1326854,Apparatus for the Production of Concrete Structures,Cement
1039,1/16/1917,1/20/1917,5/21/1918,1266780,Storage Battery,Batteries
1040,6/1/1917,6/7/1917,12/4/1917,1248468,Celluloid Record-Blank,Phonographs and Sound Recording
1041,6/26/1917,6/29/1917,1/21/1919,1292277,Swaging-Machine,Phonographs and Sound Recording
1042,10/23/1918,10/26/1918,8/8/1922,1425183,Transmitter,Telegraph and Telephony
1043,1/14/1919,1/18/1919,5/10/1921,1377192,Production of Molded Articles,Phonographs and Sound Recording
1044,1/15/1919,1/23/1919,5/10/1921,1377193,Production of Molded Articles,Phonographs and Sound Recording
1045,4/24/1919,4/30/1919,4/4/1922,1411425,Production of Molded Articles,Phonographs and Sound Recording
1046,6/12/1919,6/17/1919,3/15/1921,1371414,Nickel-Plating,Batteries
1047,6/18/1919,6/21/1919,11/23/1920,1359972,Electroplating,Batteries
1048,6/24/1919,7/3/1919,2/22/1921,1369271,Cleaning of Metallic Surfaces,Batteries
1049,6/25/1919,7/3/1919,5/23/1922,1417463,Mold,Phonographs and Sound Recording
1050,8/1/1919,8/5/1919,2/22/1921,1369272,Process of Molding,Phonographs and Sound Recording
1051,8/28/1919,9/5/1919,1/10/1922,1402751,Storage-Battery Electrode and the Production of Same,Batteries
1052,9/13/1919,9/16/1919,5/24/1921,1379088,Storage Battery,Batteries
1053,9/24/1919,9/29/1919,1/4/1921,1364359,Protecting-Varnish for Electrodes of Electrolytic Cells,Batteries
1054,9/30/1919,10/4/1919,5/24/1921,1379089,Production of Thin Metallic Sheets or Foils,Batteries
1055,11/3/1919,11/6/1919,8/2/1921,1386095,Electrode Element for Galvanic Batteries and Method of Producing ame,Batteries
1056,11/28/1919,12/2/1919,3/21/1922,1410391,Protective Coating for Steel and Iron,Miscellaneous
1057,12/9/1919,12/11/1919,8/8/1922,1425458,Stylus Mounting,Phonographs and Sound Recording
1058,12/9/1919,12/11/1919,5/29/1923,1456687,Stylus Mounting,Phonographs and Sound Recording
1059,6/14/1920,6/16/1920,5/10/1921,1377194,Storage Battery,Batteries
1060,7/8/1920,7/16/1920,5/23/1922,1417464,Production of Thin Metal Sheets or Foils,Batteries
1061,8/23/1920,8/26/1920,8/8/1922,1425184,Production of Thin Metal Sheets or Foils,Batteries
1062,12/31/1920,1/5/1921,4/8/1924,1489240,Voltaic Battery and the Production of Electrode Elements Therefor,Batteries
1063,9/26/1921,9/28/1921,4/1/1924,1488480,Regeneration of Alkaline Storage-Battery Elements,Batteries
1064,2/8/1922,2/11/1922,4/29/1924,1492023,Sound Record,Phonographs and Sound Recording
1065,4/25/1922,4/26/1922,4/1/1924,1488481,Regeneration of Storage-Battery Elements,Batteries
1066,6/23/1922,6/28/1922,7/24/1928,1678246,Production of Alkali-Metal Compounds from Silicates Containing Them,Batteries
1067,2/5/1923,2/8/1923,5/27/1924,1495580,Method of Producing Chlorinated Rubber,Miscellaneous
1068,5/11/1923,5/14/1923,11/29/1927,1651196,Storage Battery,Batteries
1069,5/23/1923,5/25/1923,7/21/1925,1546573,Production of Disk Phonograph Records,Phonographs and Sound Recording
1070,5/23/1923,5/25/1923,11/3/1925,1559562,Storage Battery,Batteries
1071,6/28/1923,7/6/1923,9/21/1926,1600722,Mounting for Diamonds and the Like,Phonographs and Sound Recording
1072,11/12/1923,11/14/1923,5/11/1926,1583783,Centrifugal Speed Governor,Phonographs and Sound Recording
1073,2/20/1924,2/26/1924,9/7/1926,1599121,Production of Depolarizing Agent for Voltaic Battery,Batteries
1074,2/25/1924,3/12/1924,2/17/1925,1526326,Storage Battery,Batteries
1075,10/15/1924,10/17/1924,12/16/1924,66227,Design for a Grille for Phonograph Cabinets,Phonographs and Sound Recording
1076,10/15/1924,10/17/1924,12/16/1924,66228,Design for a Grille for Phonograph Cabinets,Phonographs and Sound Recording
1077,10/15/1924,10/17/1924,12/22/1925,69068,Design for a Phonograph Cabinet,Phonographs and Sound Recording
1078,10/15/1924,10/17/1924,3/16/1926,69688,Design for a Phonograph Cabinet,Phonographs and Sound Recording
1079,10/15/1924,10/17/1924,3/16/1926,69689,Design for a Phonograph Cabinet,Phonographs and Sound Recording
1080,1/29/1925,1/31/1925,10/11/1927,1644670,Cabinet,Phonographs and Sound Recording
1081,2/2/1925,2/13/1925,2/19/1929,1702935,Receiving Apparatus for Radio and Telephone Circuits,Miscellaneous
1082,4/28/1925,4/30/1925,1/21/1930,1744533,Mounting for Diaphragms of Sound Boxes,Phonographs and Sound Recording
1083,7/17/1925,7/24/1925,11/15/1927,1649579,Storage-Battery Electrode Element and Production Thereof,Batteries
1084,1/25/1926,1/29/1926,1/21/1930,1744534,Production of Molded Articles,Phonographs and Sound Recording
1085,2/1/1926,2/10/1926,4/30/1929,1711265,Phonograph Reproducer,Phonographs and Sound Recording
1086,2/1/1926,2/13/1926,4/9/1929,1708692,Phonograph,Phonographs and Sound Recording
1087,8/13/1926,8/14/1926,12/15/1931,1836066,Electroplating Apparatus,Phonographs and Sound Recording
1088,10/1/1926,10/5/1926,11/6/1928,1690159,Method of Producing Sound-Record Tablets,Phonographs and Sound Recording
1089,10/11/1927,10/12/1927,8/6/1929,1723609,Apparatus for Producing Storage-Battery Electrode Elements,Batteries
1090,11/25/1927,11/30/1927,12/17/1929,1740079,Extraction of Rubber from Plants,Miscellaneous
1091,10/4/1928,10/6/1928,6/14/1932,1862740,Production of Molded Articles,Phonographs and Sound Recording
1092,12/13/1928,12/15/1928,11/3/1931,1829856,Dynamo-Electric Machine,Electric Light and Power
1093,1/6/1931,1/9/1931,5/16/1933,1908830,Holder for Article to be Electroplated,Phonographs and Sound Recording
