Transaction,date_time,period_day,weekday_weekend,items
1192,2016-12-11 15:54:00,afternoon,weekend,coffee
1193,2016-12-11 16:03:00,afternoon,weekend,bread
1194,2016-12-11 16:09:00,afternoon,weekend,"coffee,muffin"
1195,2016-12-11 16:12:00,afternoon,weekend,muffin
1196,2016-12-11 16:13:00,afternoon,weekend,juice
1197,2016-12-11 16:14:00,afternoon,weekend,coffee
1198,2016-12-11 16:36:00,afternoon,weekend,muffin
1199,2016-12-11 16:46:00,afternoon,weekend,bread
1200,2016-12-11 16:59:00,afternoon,weekend,coffee
1201,2016-11-13 09:32:00,morning,weekend,"coffee,tartine,tea"
1202,2016-11-13 09:47:00,morning,weekend,coffee
1203,2016-11-13 09:48:00,morning,weekend,"coffee,tea"
1204,2016-11-13 09:50:00,morning,weekend,"coffee,medialuna"
1205,2016-11-13 09:55:00,morning,weekend,"bread,coffee,farm house,medialuna,pastry"
1206,2016-11-13 09:59:00,morning,weekend,"bread,pastry"
1207,2016-11-13 10:03:00,morning,weekend,"bread,coffee,medialuna"
1208,2016-11-13 10:15:00,morning,weekend,pastry
1209,2016-11-13 10:19:00,morning,weekend,bread
1210,2016-11-13 10:21:00,morning,weekend,"bread,medialuna,pastry"
1211,2016-11-13 10:24:00,morning,weekend,"coffee,keeping it local"
1212,2016-11-13 10:30:00,morning,weekend,"bread,farm house,jam,pastry"
1213,2016-11-13 10:35:00,morning,weekend,bread
1214,2016-11-13 10:45:00,morning,weekend,"coffee,medialuna"
1215,2016-11-13 10:53:00,morning,weekend,coffee
1216,2016-11-13 11:07:00,morning,weekend,"bread,tea"
1217,2016-11-13 11:12:00,morning,weekend,"bread,pastry"
1218,2016-11-13 11:16:00,morning,weekend,hearty & seasonal
1219,2016-11-13 11:16:00,morning,weekend,scandinavian
1220,2016-11-13 11:19:00,morning,weekend,"coffee,hot chocolate,pastry"
1221,2016-11-13 11:23:00,morning,weekend,"bread,muffin"
1222,2016-11-13 11:25:00,morning,weekend,"coffee,keeping it local"
1223,2016-11-13 11:28:00,morning,weekend,"bread,coffee,medialuna"
1224,2016-11-13 11:31:00,morning,weekend,"bread,coffee,pastry"
1225,2016-11-13 11:33:00,morning,weekend,medialuna
1226,2016-11-13 11:34:00,morning,weekend,brownie
1227,2016-11-13 11:37:00,morning,weekend,muffin
1228,2016-11-13 11:41:00,morning,weekend,hearty & seasonal
1229,2016-11-13 11:42:00,morning,weekend,"bread,coffee"
1230,2016-11-13 11:44:00,morning,weekend,"alfajores,coffee"
1231,2016-11-13 11:48:00,morning,weekend,"bread,coffee,keeping it local"
1232,2016-11-13 11:49:00,morning,weekend,bread
1233,2016-11-13 11:50:00,morning,weekend,coffee
1234,2016-11-13 11:53:00,morning,weekend,"coffee,hot chocolate,medialuna"
1235,2016-11-13 11:54:00,morning,weekend,"bread,brownie"
1236,2016-11-13 11:55:00,morning,weekend,bread
1237,2016-11-13 11:57:00,morning,weekend,"coffee,sandwich"
1238,2016-11-13 11:59:00,morning,weekend,"bread,brownie"
1239,2016-11-13 12:02:00,afternoon,weekend,"bread,brownie,coffee"
1240,2016-11-13 12:07:00,afternoon,weekend,"brownie,coffee,hot chocolate,sandwich"
1241,2016-11-13 12:07:00,afternoon,weekend,coffee
1242,2016-11-13 12:14:00,afternoon,weekend,"bread,mineral water"
1243,2016-11-13 12:16:00,afternoon,weekend,coffee
1244,2016-11-13 12:17:00,afternoon,weekend,bread
1245,2016-11-13 12:28:00,afternoon,weekend,bread
1246,2016-11-13 12:45:00,afternoon,weekend,coffee
1247,2016-11-13 12:53:00,afternoon,weekend,bread
1248,2016-11-13 13:01:00,afternoon,weekend,"art tray,bacon,coffee,juice"
1249,2016-11-13 13:04:00,afternoon,weekend,bread
1250,2016-11-13 13:13:00,afternoon,weekend,coffee
1251,2016-11-13 13:17:00,afternoon,weekend,"coffee,hearty & seasonal,tea"
1252,2016-11-13 13:19:00,afternoon,weekend,"brownie,medialuna,muffin"
1253,2016-11-13 13:29:00,afternoon,weekend,bread
1254,2016-11-13 13:37:00,afternoon,weekend,"bread,brownie,muffin,my-5 fruit shoot"
1255,2016-11-13 13:39:00,afternoon,weekend,"alfajores,bread,brownie,coffee"
1256,2016-11-13 13:50:00,afternoon,weekend,"bread,jam,spread"
1257,2016-11-13 13:52:00,afternoon,weekend,brownie
1258,2016-11-13 13:59:00,afternoon,weekend,"coffee,hearty & seasonal"
1259,2016-11-13 14:14:00,afternoon,weekend,"bread,hearty & seasonal,keeping it local,tea"
1260,2016-11-13 14:28:00,afternoon,weekend,"bread,brownie,coffee,coke,mineral water"
1261,2016-11-13 14:36:00,afternoon,weekend,"coffee,muffin,tea"
1262,2016-11-13 14:39:00,afternoon,weekend,bread
1263,2016-11-13 15:02:00,afternoon,weekend,bread
1264,2016-11-13 15:12:00,afternoon,weekend,"bread,coffee,frittata,keeping it local,tea"
1265,2016-11-13 15:23:00,afternoon,weekend,cookies
1266,2016-11-13 16:35:00,afternoon,weekend,"bread,cake"
1267,2016-11-13 16:39:00,afternoon,weekend,"bread,coffee,fudge"
1268,2016-11-13 16:41:00,afternoon,weekend,muffin
1269,2016-11-13 16:45:00,afternoon,weekend,"coffee,kids biscuit"
1270,2016-11-13 16:47:00,afternoon,weekend,"brownie,juice,muffin"
1271,2016-11-13 16:47:00,afternoon,weekend,kids biscuit
1272,2016-11-13 16:59:00,afternoon,weekend,kids biscuit
1273,2016-11-13 17:42:00,evening,weekend,"art tray,tartine"
1274,2016-11-13 17:47:00,evening,weekend,"fudge,kids biscuit,muffin,my-5 fruit shoot"
1275,2016-11-14 07:39:00,morning,weekday,coffee
1276,2016-11-14 08:31:00,morning,weekday,coffee
1277,2016-11-14 08:57:00,morning,weekday,"medialuna,tea"
1278,2016-11-14 08:58:00,morning,weekday,"coffee,medialuna"
1279,2016-11-14 09:11:00,morning,weekday,coffee
1280,2016-11-14 09:17:00,morning,weekday,"coffee,medialuna"
1281,2016-11-14 09:31:00,morning,weekday,"coffee,pastry"
1282,2016-11-14 09:38:00,morning,weekday,"coffee,keeping it local,tea"
1283,2016-11-14 09:59:00,morning,weekday,farm house
1284,2016-11-14 10:01:00,morning,weekday,"tea,truffles"
1285,2016-11-14 10:05:00,morning,weekday,farm house
1286,2016-11-14 10:06:00,morning,weekday,"coffee,keeping it local"
1287,2016-11-14 10:12:00,morning,weekday,"medialuna,tea,truffles"
1288,2016-11-14 10:13:00,morning,weekday,"keeping it local,tea"
1289,2016-11-14 10:14:00,morning,weekday,"medialuna,pastry,truffles"
1290,2016-11-14 10:18:00,morning,weekday,pastry
1291,2016-11-14 10:32:00,morning,weekday,"farm house,focaccia"
1292,2016-11-14 10:44:00,morning,weekday,"bread,coffee"
1293,2016-11-14 10:49:00,morning,weekday,"coffee,truffles"
1294,2016-11-14 10:59:00,morning,weekday,"coffee,kids biscuit"
1295,2016-11-14 11:12:00,morning,weekday,"coffee,tea"
1296,2016-11-14 11:17:00,morning,weekday,coffee
1297,2016-11-14 11:18:00,morning,weekday,bread
1298,2016-11-14 11:24:00,morning,weekday,bread
1299,2016-11-14 11:35:00,morning,weekday,medialuna
1300,2016-11-14 11:36:00,morning,weekday,bread
1301,2016-11-14 11:40:00,morning,weekday,"bread,tea"
1303,2016-11-14 12:00:00,afternoon,weekday,"coffee,kids biscuit,mineral water,muffin"
1304,2016-11-14 12:05:00,afternoon,weekday,pastry
1305,2016-11-14 12:08:00,afternoon,weekday,"coffee,keeping it local"
1306,2016-11-14 12:20:00,afternoon,weekday,"bread,sandwich,tea"
1307,2016-11-14 12:22:00,afternoon,weekday,"bread,fudge,truffles"
1308,2016-11-14 12:28:00,afternoon,weekday,"coffee,sandwich"
1309,2016-11-14 12:29:00,afternoon,weekday,"coffee,tea,truffles"
1310,2016-11-14 12:39:00,afternoon,weekday,bread
1311,2016-11-14 12:41:00,afternoon,weekday,"coffee,sandwich,tea"
1313,2016-11-14 12:52:00,afternoon,weekday,coffee
1314,2016-11-14 13:03:00,afternoon,weekday,"bread,sandwich"
1315,2016-11-14 13:09:00,afternoon,weekday,"alfajores,hearty & seasonal,truffles"
1316,2016-11-14 13:14:00,afternoon,weekday,"coffee,frittata,muffin"
1317,2016-11-14 13:19:00,afternoon,weekday,"coffee,cookies,hearty & seasonal,hot chocolate,sandwich"
1318,2016-11-14 13:20:00,afternoon,weekday,"bread,sandwich"
1319,2016-11-14 13:35:00,afternoon,weekday,farm house
1320,2016-11-14 13:36:00,afternoon,weekday,"coffee,muffin"
1321,2016-11-14 13:38:00,afternoon,weekday,"bread,scandinavian"
1322,2016-11-14 13:41:00,afternoon,weekday,"coffee,sandwich,soup,tea"
1323,2016-11-14 13:45:00,afternoon,weekday,farm house
1324,2016-11-14 13:49:00,afternoon,weekday,"coffee,tea"
1325,2016-11-14 14:01:00,afternoon,weekday,"coffee,jam,muffin,soup"
1326,2016-11-14 14:02:00,afternoon,weekday,bread
1327,2016-11-14 14:06:00,afternoon,weekday,"coffee,soup"
1328,2016-11-14 14:41:00,afternoon,weekday,"coffee,muffin"
1329,2016-11-14 14:43:00,afternoon,weekday,"bread,kids biscuit,muffin"
1330,2016-11-14 15:02:00,afternoon,weekday,"bread,coffee"
1331,2016-11-14 15:14:00,afternoon,weekday,coffee
1332,2016-11-14 15:29:00,afternoon,weekday,muffin
1333,2016-11-14 15:34:00,afternoon,weekday,"bread,ella's kitchen pouches,muffin"
1334,2016-11-14 15:40:00,afternoon,weekday,"frittata,sandwich,soup"
1335,2016-11-14 15:42:00,afternoon,weekday,"bread,sandwich"
1336,2016-11-14 15:56:00,afternoon,weekday,"bread,coffee,cookies"
1337,2016-11-14 16:08:00,afternoon,weekday,"art tray,bread,hot chocolate,tea"
1338,2016-11-14 16:11:00,afternoon,weekday,"art tray,coffee,hot chocolate,juice,muffin"
1339,2016-11-14 16:26:00,afternoon,weekday,"coffee,hot chocolate"
1340,2016-11-14 17:12:00,evening,weekday,farm house
1341,2016-11-14 18:17:00,evening,weekday,"farm house,muffin"
1342,2016-11-15 07:42:00,morning,weekday,"coffee,medialuna"
1343,2016-11-15 08:14:00,morning,weekday,"bread,keeping it local"
1344,2016-11-15 09:02:00,morning,weekday,coffee
1345,2016-11-15 09:07:00,morning,weekday,bread
1346,2016-11-15 09:13:00,morning,weekday,"coffee,medialuna,tea"
1347,2016-11-15 09:16:00,morning,weekday,hot chocolate
1348,2016-11-15 09:17:00,morning,weekday,coffee
1349,2016-11-15 09:19:00,morning,weekday,coke
1350,2016-11-15 09:23:00,morning,weekday,coffee
1351,2016-11-15 09:36:00,morning,weekday,farm house
1352,2016-11-15 10:01:00,morning,weekday,"bread,coffee,keeping it local"
1353,2016-11-15 10:07:00,morning,weekday,"coffee,truffles"
1354,2016-11-15 10:09:00,morning,weekday,coffee
1355,2016-11-15 10:18:00,morning,weekday,"coffee,keeping it local,tea"
1356,2016-11-15 10:46:00,morning,weekday,"coffee,keeping it local"
1357,2016-11-15 10:49:00,morning,weekday,"coffee,tea"
1358,2016-11-15 10:52:00,morning,weekday,coffee
1359,2016-11-15 11:02:00,morning,weekday,coffee
1360,2016-11-15 11:04:00,morning,weekday,"bread,coffee"
1361,2016-11-15 11:06:00,morning,weekday,coffee
1362,2016-11-15 11:10:00,morning,weekday,bread
1363,2016-11-15 11:15:00,morning,weekday,farm house
1364,2016-11-15 11:37:00,morning,weekday,"coffee,kids biscuit"
1365,2016-11-15 11:41:00,morning,weekday,"muffin,tea"
1366,2016-11-15 11:43:00,morning,weekday,bread
1367,2016-11-15 11:44:00,morning,weekday,"coffee,pastry"
1368,2016-11-15 11:51:00,morning,weekday,"coffee,scandinavian,soup"
1369,2016-11-15 11:56:00,morning,weekday,"muffin,pastry,scandinavian"
1370,2016-11-15 12:00:00,afternoon,weekday,"coffee,pastry"
1371,2016-11-15 12:08:00,afternoon,weekday,"hearty & seasonal,soup,tea"
1372,2016-11-15 12:13:00,afternoon,weekday,"bread,scandinavian"
1373,2016-11-15 12:18:00,afternoon,weekday,"bread,scandinavian,truffles"
1374,2016-11-15 12:20:00,afternoon,weekday,"coffee,soup"
1375,2016-11-15 12:22:00,afternoon,weekday,medialuna
1376,2016-11-15 12:28:00,afternoon,weekday,"bread,coffee,medialuna"
1377,2016-11-15 12:36:00,afternoon,weekday,bread
1378,2016-11-15 12:37:00,afternoon,weekday,"bread,coffee"
1379,2016-11-15 12:50:00,afternoon,weekday,"sandwich,soup"
1380,2016-11-15 13:02:00,afternoon,weekday,"coffee,hearty & seasonal,sandwich"
1381,2016-11-15 13:02:00,afternoon,weekday,soup
1382,2016-11-15 13:11:00,afternoon,weekday,bread
1383,2016-11-15 13:16:00,afternoon,weekday,"coffee,pastry,soup"
1384,2016-11-15 13:17:00,afternoon,weekday,"coffee,pastry"
1386,2016-11-15 13:30:00,afternoon,weekday,"bread,coffee,soup"
1387,2016-11-15 13:34:00,afternoon,weekday,bread
1388,2016-11-15 13:36:00,afternoon,weekday,"coffee,hearty & seasonal,sandwich"
1389,2016-11-15 13:43:00,afternoon,weekday,"coffee,soup"
1390,2016-11-15 13:46:00,afternoon,weekday,bread
1391,2016-11-15 13:48:00,afternoon,weekday,bread
1392,2016-11-15 14:04:00,afternoon,weekday,bread
1393,2016-11-15 14:14:00,afternoon,weekday,coffee
1394,2016-11-15 14:16:00,afternoon,weekday,"bread,soup"
1395,2016-11-15 14:40:00,afternoon,weekday,"coffee,hearty & seasonal,soup"
1396,2016-11-15 14:42:00,afternoon,weekday,scandinavian
1397,2016-11-15 14:45:00,afternoon,weekday,"coffee,medialuna"
1398,2016-11-15 14:47:00,afternoon,weekday,bread
1399,2016-11-15 14:59:00,afternoon,weekday,"bread,brownie"
1400,2016-11-15 15:07:00,afternoon,weekday,fudge
1401,2016-11-15 15:21:00,afternoon,weekday,coke
1402,2016-11-15 16:08:00,afternoon,weekday,coke
1403,2016-11-15 16:13:00,afternoon,weekday,"brownie,muffin"
1404,2016-11-15 17:02:00,evening,weekday,"bread,pastry,tea,truffles"
1405,2016-11-15 17:14:00,evening,weekday,tea
1406,2016-11-15 18:07:00,evening,weekday,"bread,truffles"
1407,2016-11-15 18:28:00,evening,weekday,medialuna
1408,2016-11-16 07:49:00,morning,weekday,"coffee,medialuna"
1409,2016-11-16 08:01:00,morning,weekday,bread
1410,2016-11-16 09:06:00,morning,weekday,"coffee,pastry"
1411,2016-11-16 09:13:00,morning,weekday,"bread,coffee,jam"
1412,2016-11-16 09:15:00,morning,weekday,"bread,coffee"
1413,2016-11-16 09:17:00,morning,weekday,coke
1414,2016-11-16 09:22:00,morning,weekday,bread
1415,2016-11-16 09:27:00,morning,weekday,coffee
1416,2016-11-16 09:34:00,morning,weekday,coffee
1417,2016-11-16 09:37:00,morning,weekday,pastry
1418,2016-11-16 09:43:00,morning,weekday,"pastry,scandinavian"
1419,2016-11-16 09:47:00,morning,weekday,"bread,granola"
1420,2016-11-16 09:51:00,morning,weekday,"coffee,pastry,tea"
1421,2016-11-16 09:52:00,morning,weekday,"bread,mineral water"
1422,2016-11-16 10:23:00,morning,weekday,"medialuna,tea"
1423,2016-11-16 10:25:00,morning,weekday,brownie
1424,2016-11-16 10:33:00,morning,weekday,"coffee,pastry,tea"
1425,2016-11-16 10:39:00,morning,weekday,"cake,coffee,hot chocolate"
1426,2016-11-16 10:50:00,morning,weekday,bread
1427,2016-11-16 10:51:00,morning,weekday,"bread,jam"
1428,2016-11-16 10:52:00,morning,weekday,scandinavian
1429,2016-11-16 11:00:00,morning,weekday,"bread,cake,coffee,pastry"
1430,2016-11-16 11:20:00,morning,weekday,bread
1431,2016-11-16 11:23:00,morning,weekday,coffee
1432,2016-11-16 11:30:00,morning,weekday,bread
1433,2016-11-16 11:34:00,morning,weekday,"cake,coffee"
1434,2016-11-16 11:42:00,morning,weekday,coffee
1435,2016-11-16 12:06:00,afternoon,weekday,coffee
1436,2016-11-16 12:19:00,afternoon,weekday,"coffee,soup"
1437,2016-11-16 12:22:00,afternoon,weekday,"bread,scandinavian"
1438,2016-11-16 12:25:00,afternoon,weekday,"bread,cake,sandwich,soup"
1439,2016-11-16 12:29:00,afternoon,weekday,"bread,coffee,tartine"
1440,2016-11-16 12:33:00,afternoon,weekday,soup
1441,2016-11-16 12:36:00,afternoon,weekday,bread
1442,2016-11-16 12:39:00,afternoon,weekday,"brownie,juice,soup"
1443,2016-11-16 12:55:00,afternoon,weekday,coffee
1444,2016-11-16 13:07:00,afternoon,weekday,hearty & seasonal
1445,2016-11-16 13:15:00,afternoon,weekday,"cake,coffee,sandwich,soup,tea"
1446,2016-11-16 13:23:00,afternoon,weekday,"soup,tea"
1447,2016-11-16 13:24:00,afternoon,weekday,"bread,coffee,sandwich"
1448,2016-11-16 13:46:00,afternoon,weekday,"coffee,soup"
1449,2016-11-16 13:46:00,afternoon,weekday,"coffee,soup"
1450,2016-11-16 13:47:00,afternoon,weekday,"soup,tea"
1451,2016-11-16 13:52:00,afternoon,weekday,cake
1452,2016-11-16 13:55:00,afternoon,weekday,"cake,coffee,muffin,tea"
1453,2016-11-16 13:57:00,afternoon,weekday,bread
1454,2016-11-16 14:06:00,afternoon,weekday,"bread,coffee"
1455,2016-11-16 14:19:00,afternoon,weekday,"coffee,tea"
1456,2016-11-16 14:40:00,afternoon,weekday,"soup,tea"
1457,2016-11-16 14:43:00,afternoon,weekday,"cake,coffee,tea"
1458,2016-11-16 14:44:00,afternoon,weekday,bread
1459,2016-11-16 14:46:00,afternoon,weekday,hearty & seasonal
1460,2016-11-16 14:52:00,afternoon,weekday,"bread,brownie,mineral water"
1461,2016-11-16 15:02:00,afternoon,weekday,fudge
1462,2016-11-16 15:25:00,afternoon,weekday,"coffee,hot chocolate,muffin"
1463,2016-11-16 15:30:00,afternoon,weekday,"muffin,tea"
1464,2016-11-16 15:31:00,afternoon,weekday,"cake,coffee"
1465,2016-11-16 15:34:00,afternoon,weekday,victorian sponge
1466,2016-11-16 15:35:00,afternoon,weekday,"sandwich,soup,tea"
1467,2016-11-16 15:58:00,afternoon,weekday,scandinavian
1468,2016-11-16 16:16:00,afternoon,weekday,coffee
1469,2016-11-16 16:21:00,afternoon,weekday,bread
1470,2016-11-16 16:30:00,afternoon,weekday,"bread,coffee,tartine"
1471,2016-11-16 16:36:00,afternoon,weekday,medialuna
1472,2016-11-16 17:03:00,evening,weekday,bread
1473,2016-11-16 17:24:00,evening,weekday,"bread,scandinavian"
1474,2016-11-16 18:25:00,evening,weekday,bread
1475,2016-11-17 07:54:00,morning,weekday,"coffee,medialuna"
1476,2016-11-17 08:06:00,morning,weekday,siblings
1477,2016-11-17 08:07:00,morning,weekday,siblings
1478,2016-11-17 08:50:00,morning,weekday,"bread,medialuna"
1479,2016-11-17 09:15:00,morning,weekday,"medialuna,pastry"
1480,2016-11-17 09:33:00,morning,weekday,"keeping it local,tea"
1482,2016-11-17 10:07:00,morning,weekday,farm house
1483,2016-11-17 10:09:00,morning,weekday,pastry
1484,2016-11-17 10:10:00,morning,weekday,farm house
1485,2016-11-17 10:10:00,morning,weekday,tea
1486,2016-11-17 10:19:00,morning,weekday,"scandinavian,tea"
1487,2016-11-17 10:43:00,morning,weekday,"coffee,muffin"
1488,2016-11-17 10:48:00,morning,weekday,coffee
1490,2016-11-17 10:51:00,morning,weekday,bread
1491,2016-11-17 10:54:00,morning,weekday,"coffee,farm house,pastry,scandinavian"
1492,2016-11-17 10:58:00,morning,weekday,coffee
1493,2016-11-17 11:06:00,morning,weekday,"coffee,keeping it local"
1494,2016-11-17 11:07:00,morning,weekday,bread
1495,2016-11-17 11:09:00,morning,weekday,jam
1496,2016-11-17 11:22:00,morning,weekday,"alfajores,bread,coffee,medialuna"
1497,2016-11-17 11:23:00,morning,weekday,"coffee,keeping it local"
1498,2016-11-17 11:26:00,morning,weekday,coffee
1499,2016-11-17 11:37:00,morning,weekday,bread
1500,2016-11-17 11:49:00,morning,weekday,"muffin,tea"
1501,2016-11-17 11:56:00,morning,weekday,"alfajores,coffee,hot chocolate"
1502,2016-11-17 12:03:00,afternoon,weekday,"bread,pastry"
1503,2016-11-17 12:06:00,afternoon,weekday,coffee
1504,2016-11-17 12:09:00,afternoon,weekday,bread
1505,2016-11-17 12:15:00,afternoon,weekday,tea
1506,2016-11-17 12:19:00,afternoon,weekday,"coffee,sandwich"
1507,2016-11-17 12:21:00,afternoon,weekday,bread
1508,2016-11-17 12:23:00,afternoon,weekday,soup
1509,2016-11-17 12:31:00,afternoon,weekday,coffee
1510,2016-11-17 12:33:00,afternoon,weekday,tea
1511,2016-11-17 12:34:00,afternoon,weekday,"art tray,coffee,pastry,soup"
1512,2016-11-17 12:49:00,afternoon,weekday,"alfajores,hearty & seasonal,mineral water"
1513,2016-11-17 12:49:00,afternoon,weekday,bread
1514,2016-11-17 12:56:00,afternoon,weekday,"alfajores,bread,cake,coffee,hearty & seasonal"
1515,2016-11-17 12:58:00,afternoon,weekday,coffee
1516,2016-11-17 13:09:00,afternoon,weekday,bread
1517,2016-11-17 13:18:00,afternoon,weekday,cake
1518,2016-11-17 13:21:00,afternoon,weekday,bread
1519,2016-11-17 13:22:00,afternoon,weekday,fudge
1520,2016-11-17 13:23:00,afternoon,weekday,muffin
1521,2016-11-17 13:25:00,afternoon,weekday,"bread,coffee"
1522,2016-11-17 13:33:00,afternoon,weekday,"bread,coffee,hearty & seasonal,sandwich"
1523,2016-11-17 13:36:00,afternoon,weekday,"coffee,soup"
1524,2016-11-17 13:38:00,afternoon,weekday,"coffee,hearty & seasonal,keeping it local"
1525,2016-11-17 13:51:00,afternoon,weekday,bread
1526,2016-11-17 13:53:00,afternoon,weekday,coffee
1527,2016-11-17 13:55:00,afternoon,weekday,scandinavian
1528,2016-11-17 13:58:00,afternoon,weekday,"alfajores,coffee"
1529,2016-11-17 14:02:00,afternoon,weekday,coffee
1530,2016-11-17 14:27:00,afternoon,weekday,"brownie,soup"
1531,2016-11-17 14:35:00,afternoon,weekday,coffee
1532,2016-11-17 14:47:00,afternoon,weekday,bread
1533,2016-11-17 14:52:00,afternoon,weekday,bread
1534,2016-11-17 14:56:00,afternoon,weekday,"bread,coffee,scandinavian"
1535,2016-11-17 15:01:00,afternoon,weekday,coffee
1536,2016-11-17 15:13:00,afternoon,weekday,coffee
1537,2016-11-17 15:14:00,afternoon,weekday,soup
1538,2016-11-17 15:18:00,afternoon,weekday,"coffee,muffin"
1539,2016-11-17 15:30:00,afternoon,weekday,"bread,cake,hot chocolate"
1540,2016-11-17 16:08:00,afternoon,weekday,"cake,coffee"
1541,2016-11-17 16:09:00,afternoon,weekday,"alfajores,cake,coffee,tea"
1542,2016-11-17 16:15:00,afternoon,weekday,bread
1543,2016-11-17 16:30:00,afternoon,weekday,coffee
1544,2016-11-17 16:32:00,afternoon,weekday,"alfajores,bread,brownie,coffee,hot chocolate,tea"
1545,2016-11-17 16:36:00,afternoon,weekday,"alfajores,brownie,hot chocolate,tea"
1546,2016-11-17 16:37:00,afternoon,weekday,coffee
1547,2016-11-17 17:00:00,evening,weekday,scandinavian
1548,2016-11-17 17:16:00,evening,weekday,"coffee,cookies"
1549,2016-11-17 17:31:00,evening,weekday,"bread,coffee"
1550,2016-11-18 08:10:00,morning,weekday,"bread,coffee"
1551,2016-11-18 08:21:00,morning,weekday,"coffee,medialuna"
1552,2016-11-18 08:35:00,morning,weekday,coffee
1553,2016-11-18 08:38:00,morning,weekday,coffee
1554,2016-11-18 08:43:00,morning,weekday,"medialuna,pastry"
1555,2016-11-18 08:54:00,morning,weekday,"coffee,muffin,pastry,tea"
1556,2016-11-18 09:06:00,morning,weekday,"coffee,pastry"
1557,2016-11-18 09:08:00,morning,weekday,"bread,coffee,keeping it local"
1558,2016-11-18 09:12:00,morning,weekday,"bread,pastry"
1559,2016-11-18 09:14:00,morning,weekday,"coffee,medialuna"
1560,2016-11-18 09:24:00,morning,weekday,bread
1561,2016-11-18 09:26:00,morning,weekday,coffee
1562,2016-11-18 09:26:00,morning,weekday,coffee
1563,2016-11-18 09:52:00,morning,weekday,bread
1564,2016-11-18 09:55:00,morning,weekday,"bread,pastry,tea"
1565,2016-11-18 10:06:00,morning,weekday,"coffee,cookies"
1566,2016-11-18 10:07:00,morning,weekday,bread
1567,2016-11-18 10:08:00,morning,weekday,coffee
1568,2016-11-18 10:11:00,morning,weekday,coffee
1569,2016-11-18 10:34:00,morning,weekday,"bread,tea"
1570,2016-11-18 10:41:00,morning,weekday,"bread,coffee,medialuna"
1571,2016-11-18 10:48:00,morning,weekday,bread
1572,2016-11-18 10:49:00,morning,weekday,"coffee,pastry"
1573,2016-11-18 10:55:00,morning,weekday,"coffee,pastry"
1574,2016-11-18 10:58:00,morning,weekday,"alfajores,bread,coffee"
1575,2016-11-18 11:04:00,morning,weekday,coffee
1576,2016-11-18 11:14:00,morning,weekday,bread
1577,2016-11-18 11:16:00,morning,weekday,bread
1578,2016-11-18 11:18:00,morning,weekday,farm house
1579,2016-11-18 11:20:00,morning,weekday,bread
1580,2016-11-18 11:21:00,morning,weekday,"coffee,tea"
1581,2016-11-18 11:22:00,morning,weekday,coffee
1582,2016-11-18 11:24:00,morning,weekday,coffee
1583,2016-11-18 11:36:00,morning,weekday,"coffee,soup"
1584,2016-11-18 11:36:00,morning,weekday,soup
1585,2016-11-18 11:48:00,morning,weekday,"farm house,pastry"
1586,2016-11-18 11:50:00,morning,weekday,soup
1587,2016-11-18 11:54:00,morning,weekday,coffee
1588,2016-11-18 12:16:00,afternoon,weekday,"brownie,coffee"
1589,2016-11-18 12:34:00,afternoon,weekday,"bread,coffee,sandwich"
1590,2016-11-18 12:38:00,afternoon,weekday,coffee
1591,2016-11-18 12:56:00,afternoon,weekday,"bread,sandwich,soup,tea"
1592,2016-11-18 12:58:00,afternoon,weekday,"art tray,bread,muffin,my-5 fruit shoot,soup"
1593,2016-11-18 12:59:00,afternoon,weekday,"sandwich,tea"
1594,2016-11-18 13:14:00,afternoon,weekday,"bread,soup"
1595,2016-11-18 13:15:00,afternoon,weekday,"soup,tea"
1597,2016-11-18 13:41:00,afternoon,weekday,farm house
1598,2016-11-18 13:56:00,afternoon,weekday,"coffee,mineral water,sandwich,soup"
1599,2016-11-18 14:01:00,afternoon,weekday,"bread,coffee,keeping it local"
1600,2016-11-18 14:09:00,afternoon,weekday,"bread,soup"
1601,2016-11-18 14:14:00,afternoon,weekday,"art tray,bread,coffee,hearty & seasonal"
1602,2016-11-18 14:31:00,afternoon,weekday,bread
1603,2016-11-18 14:34:00,afternoon,weekday,farm house
1604,2016-11-18 14:41:00,afternoon,weekday,brownie
1605,2016-11-18 14:44:00,afternoon,weekday,farm house
1606,2016-11-18 14:47:00,afternoon,weekday,"alfajores,bread,soup"
1607,2016-11-18 14:48:00,afternoon,weekday,"cake,coffee,coke,medialuna"
1608,2016-11-18 14:58:00,afternoon,weekday,"alfajores,scandinavian"
1609,2016-11-18 15:00:00,afternoon,weekday,scandinavian
1610,2016-11-18 15:02:00,afternoon,weekday,"hot chocolate,pastry"
1611,2016-11-18 15:35:00,afternoon,weekday,"brownie,coffee,coke"
1612,2016-11-18 15:45:00,afternoon,weekday,farm house
1613,2016-11-18 15:45:00,afternoon,weekday,"coffee,pastry"
1614,2016-11-18 15:59:00,afternoon,weekday,farm house
1615,2016-11-18 16:00:00,afternoon,weekday,farm house
1616,2016-11-18 16:03:00,afternoon,weekday,"brownie,coffee,cookies,tea"
1617,2016-11-18 16:06:00,afternoon,weekday,"coffee,cookies,farm house,medialuna,tea"
1618,2016-11-18 16:07:00,afternoon,weekday,"bread,coffee"
1619,2016-11-18 16:17:00,afternoon,weekday,coffee
1620,2016-11-18 16:18:00,afternoon,weekday,"alfajores,coffee,tea"
