Transaction,date_time,period_day,weekday_weekend,items
442,2016-04-11 08:53:00,morning,weekday,"coffee,medialuna"
443,2016-04-11 09:02:00,morning,weekday,bread
444,2016-04-11 09:05:00,morning,weekday,"medialuna,pastry"
445,2016-04-11 09:07:00,morning,weekday,"coffee,jam"
446,2016-04-11 09:08:00,morning,weekday,"bread,coffee"
447,2016-04-11 09:09:00,morning,weekday,coffee
448,2016-04-11 09:11:00,morning,weekday,bread
449,2016-04-11 09:13:00,morning,weekday,hot chocolate
450,2016-04-11 09:14:00,morning,weekday,"bread,medialuna"
451,2016-04-11 09:22:00,morning,weekday,"bread,jam"
452,2016-04-11 09:23:00,morning,weekday,"bread,jam"
453,2016-04-11 09:24:00,morning,weekday,"bread,coffee"
454,2016-04-11 09:29:00,morning,weekday,"bread,farm house"
455,2016-04-11 09:30:00,morning,weekday,"bread,coffee"
456,2016-04-11 09:38:00,morning,weekday,"pastry,tea"
457,2016-04-11 09:40:00,morning,weekday,coffee
458,2016-04-11 09:52:00,morning,weekday,bread
459,2016-04-11 09:55:00,morning,weekday,"brownie,pastry"
460,2016-04-11 10:01:00,morning,weekday,farm house
461,2016-04-11 10:01:00,morning,weekday,coffee
462,2016-04-11 10:10:00,morning,weekday,"coffee,cookies,honey,tea"
463,2016-04-11 10:14:00,morning,weekday,tea
464,2016-04-11 10:24:00,morning,weekday,bread
465,2016-04-11 10:25:00,morning,weekday,brownie
466,2016-04-11 10:35:00,morning,weekday,"bread,coffee"
467,2016-04-11 10:36:00,morning,weekday,bread
468,2016-04-11 10:41:00,morning,weekday,coffee
469,2016-04-11 10:48:00,morning,weekday,tea
470,2016-04-11 10:51:00,morning,weekday,tea
471,2016-04-11 10:54:00,morning,weekday,coffee
473,2016-04-11 11:00:00,morning,weekday,"bread,coffee"
474,2016-04-11 11:06:00,morning,weekday,bread
475,2016-04-11 11:10:00,morning,weekday,"bread,the bart"
476,2016-04-11 11:12:00,morning,weekday,"brownie,coffee"
477,2016-04-11 11:13:00,morning,weekday,coffee
478,2016-04-11 11:17:00,morning,weekday,"brownie,coffee"
479,2016-04-11 11:25:00,morning,weekday,"coffee,mineral water,tartine"
480,2016-04-11 11:33:00,morning,weekday,"brownie,coffee"
481,2016-04-11 11:36:00,morning,weekday,"brownie,juice"
482,2016-04-11 11:42:00,morning,weekday,"alfajores,bread,coffee,jam,medialuna,pastry,tea"
483,2016-04-11 12:09:00,afternoon,weekday,bread
484,2016-04-11 12:13:00,afternoon,weekday,fudge
485,2016-04-11 12:17:00,afternoon,weekday,"coffee,pick and mix bowls"
486,2016-04-11 12:34:00,afternoon,weekday,"bread,pastry"
487,2016-04-11 12:45:00,afternoon,weekday,"coffee,mineral water,scandinavian,soup"
488,2016-04-11 12:51:00,afternoon,weekday,"juice,mineral water,pick and mix bowls,sandwich"
489,2016-04-11 12:54:00,afternoon,weekday,"bread,pastry"
490,2016-04-11 12:56:00,afternoon,weekday,"coffee,hearty & seasonal"
491,2016-04-11 13:01:00,afternoon,weekday,"bread,coffee,hearty & seasonal,mineral water"
492,2016-04-11 13:04:00,afternoon,weekday,"brownie,coffee,sandwich,tartine"
493,2016-04-11 13:15:00,afternoon,weekday,"brownie,coffee"
494,2016-04-11 13:39:00,afternoon,weekday,"alfajores,coffee,tartine"
495,2016-04-11 13:55:00,afternoon,weekday,"coffee,mighty protein"
497,2016-04-11 14:04:00,afternoon,weekday,"coffee,hot chocolate"
498,2016-04-11 14:16:00,afternoon,weekday,"coffee,jam,soup"
499,2016-04-11 14:17:00,afternoon,weekday,"brownie,mineral water"
500,2016-04-11 14:24:00,afternoon,weekday,"coffee,scandinavian"
501,2016-04-11 14:30:00,afternoon,weekday,"coffee,scandinavian"
502,2016-04-11 14:49:00,afternoon,weekday,coffee
503,2016-04-11 14:51:00,afternoon,weekday,"brownie,coffee,hearty & seasonal,hot chocolate"
504,2016-04-11 15:18:00,afternoon,weekday,"cake,tea"
505,2016-04-11 15:20:00,afternoon,weekday,medialuna
506,2016-04-11 15:31:00,afternoon,weekday,"alfajores,coffee,tea"
507,2016-04-11 15:35:00,afternoon,weekday,"alfajores,brownie,coffee,juice"
508,2016-04-11 15:35:00,afternoon,weekday,"coffee,sandwich"
509,2016-04-11 15:36:00,afternoon,weekday,"bread,soup"
510,2016-04-11 15:37:00,afternoon,weekday,"bread,soup"
511,2016-04-11 15:38:00,afternoon,weekday,bread
512,2016-04-11 15:39:00,afternoon,weekday,"brownie,cookies,tea"
513,2016-04-11 15:41:00,afternoon,weekday,"bread,brownie,coffee"
514,2016-04-11 15:51:00,afternoon,weekday,brownie
515,2016-04-11 15:57:00,afternoon,weekday,"bread,cookies,jam"
516,2016-04-11 16:04:00,afternoon,weekday,coffee
517,2016-04-11 16:14:00,afternoon,weekday,"brownie,tea"
518,2016-04-11 16:56:00,afternoon,weekday,"alfajores,medialuna,scandinavian"
519,2016-04-11 17:52:00,evening,weekday,"alfajores,coffee,cookies,hot chocolate"
520,2016-04-11 17:58:00,evening,weekday,brownie
521,2016-04-11 18:48:00,evening,weekday,fudge
522,2016-04-11 19:02:00,evening,weekday,"brownie,tea"
523,2016-04-11 20:00:00,evening,weekday,"dulce de leche,fudge"
524,2016-05-11 08:29:00,morning,weekend,"bread,coffee,fudge,granola,pastry,scandinavian"
525,2016-05-11 08:32:00,morning,weekend,"bread,fudge"
526,2016-05-11 08:36:00,morning,weekend,"coffee,hot chocolate,medialuna"
527,2016-05-11 08:39:00,morning,weekend,bread
528,2016-05-11 08:42:00,morning,weekend,"bread,medialuna"
529,2016-05-11 08:50:00,morning,weekend,"bread,coffee,jam,medialuna"
530,2016-05-11 08:51:00,morning,weekend,"brownie,coffee,jam"
531,2016-05-11 08:53:00,morning,weekend,"bread,coffee,jam"
532,2016-05-11 08:57:00,morning,weekend,scandinavian
533,2016-05-11 09:00:00,morning,weekend,"coffee,cookies"
534,2016-05-11 09:03:00,morning,weekend,"coffee,scandinavian"
535,2016-05-11 09:09:00,morning,weekend,bread
536,2016-05-11 09:10:00,morning,weekend,bread
537,2016-05-11 09:18:00,morning,weekend,"brownie,coffee,jam"
538,2016-05-11 09:19:00,morning,weekend,coffee
539,2016-05-11 09:26:00,morning,weekend,"brownie,hot chocolate"
540,2016-05-11 09:27:00,morning,weekend,bread
541,2016-05-11 09:33:00,morning,weekend,"bread,medialuna"
542,2016-05-11 09:34:00,morning,weekend,"brownie,coffee,hot chocolate"
543,2016-05-11 09:36:00,morning,weekend,scandinavian
544,2016-05-11 09:40:00,morning,weekend,"basket,bread"
545,2016-05-11 09:41:00,morning,weekend,"bread,brownie,coffee"
546,2016-05-11 09:43:00,morning,weekend,"cake,fudge"
547,2016-05-11 09:47:00,morning,weekend,"basket,coffee,hot chocolate"
548,2016-05-11 10:01:00,morning,weekend,scandinavian
549,2016-05-11 10:07:00,morning,weekend,scandinavian
550,2016-05-11 10:14:00,morning,weekend,"bread,cake,coffee,medialuna"
551,2016-05-11 10:17:00,morning,weekend,"coffee,medialuna"
552,2016-05-11 10:19:00,morning,weekend,"bread,pastry"
553,2016-05-11 10:20:00,morning,weekend,"bread,brownie"
554,2016-05-11 10:23:00,morning,weekend,"farm house,medialuna"
555,2016-05-11 10:24:00,morning,weekend,"bread,medialuna"
556,2016-05-11 10:26:00,morning,weekend,"brownie,coffee,hot chocolate,medialuna,smoothies"
557,2016-05-11 10:29:00,morning,weekend,"bread,brownie,coffee,medialuna,tea"
558,2016-05-11 10:32:00,morning,weekend,"cookies,medialuna"
559,2016-05-11 10:33:00,morning,weekend,"coffee,medialuna"
560,2016-05-11 10:35:00,morning,weekend,"bread,fudge"
562,2016-05-11 10:38:00,morning,weekend,"coffee,tea"
563,2016-05-11 10:40:00,morning,weekend,"coffee,cookies"
564,2016-05-11 10:43:00,morning,weekend,"bread,brownie,pastry"
565,2016-05-11 10:44:00,morning,weekend,"bread,coffee"
566,2016-05-11 10:52:00,morning,weekend,"coffee,tea"
567,2016-05-11 10:53:00,morning,weekend,bread
568,2016-05-11 10:57:00,morning,weekend,"coffee,medialuna"
569,2016-05-11 11:03:00,morning,weekend,"brownie,coffee,my-5 fruit shoot"
570,2016-05-11 11:07:00,morning,weekend,"coffee,fudge"
571,2016-05-11 11:14:00,morning,weekend,coffee
572,2016-05-11 11:20:00,morning,weekend,"basket,coffee"
573,2016-05-11 11:20:00,morning,weekend,farm house
574,2016-05-11 11:21:00,morning,weekend,farm house
575,2016-05-11 11:22:00,morning,weekend,"brownie,coffee"
576,2016-05-11 11:24:00,morning,weekend,"brownie,my-5 fruit shoot,scandinavian"
577,2016-05-11 11:26:00,morning,weekend,"brownie,coffee,hot chocolate,tartine"
578,2016-05-11 11:31:00,morning,weekend,"bread,brownie,hot chocolate"
579,2016-05-11 11:34:00,morning,weekend,"fudge,jam"
580,2016-05-11 11:35:00,morning,weekend,coffee
581,2016-05-11 11:37:00,morning,weekend,fudge
583,2016-05-11 11:49:00,morning,weekend,"cake,coffee,hearty & seasonal,mighty protein,tea"
584,2016-05-11 11:49:00,morning,weekend,coffee
585,2016-05-11 11:50:00,morning,weekend,scandinavian
586,2016-05-11 11:53:00,morning,weekend,"cake,scandinavian,victorian sponge"
587,2016-05-11 11:56:00,morning,weekend,"cake,tea"
588,2016-05-11 11:58:00,morning,weekend,coffee
589,2016-05-11 12:14:00,afternoon,weekend,coffee
590,2016-05-11 12:15:00,afternoon,weekend,bread
591,2016-05-11 12:18:00,afternoon,weekend,frittata
592,2016-05-11 12:19:00,afternoon,weekend,"brownie,coffee,my-5 fruit shoot"
593,2016-05-11 12:22:00,afternoon,weekend,"fairy doors,focaccia"
594,2016-05-11 12:27:00,afternoon,weekend,"coffee,tea"
595,2016-05-11 12:31:00,afternoon,weekend,"brownie,hearty & seasonal,hot chocolate,pick and mix bowls"
596,2016-05-11 12:35:00,afternoon,weekend,"coffee,frittata"
597,2016-05-11 12:37:00,afternoon,weekend,"bread,brownie"
598,2016-05-11 12:44:00,afternoon,weekend,frittata
599,2016-05-11 12:46:00,afternoon,weekend,scandinavian
600,2016-05-11 12:52:00,afternoon,weekend,bread
601,2016-05-11 12:57:00,afternoon,weekend,farm house
602,2016-05-11 12:58:00,afternoon,weekend,"brownie,jam,pick and mix bowls,soup"
603,2016-05-11 13:01:00,afternoon,weekend,"coffee,hearty & seasonal,tea"
604,2016-05-11 13:03:00,afternoon,weekend,bread
605,2016-05-11 13:05:00,afternoon,weekend,"bread,frittata"
606,2016-05-11 13:12:00,afternoon,weekend,scandinavian
608,2016-05-11 13:23:00,afternoon,weekend,"coffee,hot chocolate,tartine"
609,2016-05-11 13:25:00,afternoon,weekend,"coffee,mighty protein"
610,2016-05-11 13:27:00,afternoon,weekend,"coffee,frittata"
611,2016-05-11 13:29:00,afternoon,weekend,scandinavian
612,2016-05-11 13:31:00,afternoon,weekend,"coffee,hearty & seasonal,mineral water"
613,2016-05-11 13:43:00,afternoon,weekend,scandinavian
615,2016-05-11 13:45:00,afternoon,weekend,"bread,coffee"
616,2016-05-11 13:57:00,afternoon,weekend,"bread,coffee,hearty & seasonal,soup"
617,2016-05-11 14:03:00,afternoon,weekend,"brownie,cake,tea"
618,2016-05-11 14:08:00,afternoon,weekend,"coffee,mighty protein"
620,2016-05-11 14:12:00,afternoon,weekend,"brownie,coffee,soup,tea"
621,2016-05-11 14:14:00,afternoon,weekend,cake
622,2016-05-11 14:32:00,afternoon,weekend,"cake,coffee,hot chocolate"
623,2016-05-11 14:48:00,afternoon,weekend,"coffee,hearty & seasonal"
624,2016-05-11 14:49:00,afternoon,weekend,coffee
625,2016-05-11 15:14:00,afternoon,weekend,"brownie,coffee,frittata"
626,2016-05-11 15:17:00,afternoon,weekend,"brownie,coke,frittata,mineral water,sandwich"
627,2016-05-11 15:18:00,afternoon,weekend,"granola,scandinavian"
628,2016-05-11 15:21:00,afternoon,weekend,"coffee,coke"
629,2016-05-11 15:24:00,afternoon,weekend,"brownie,cake,tea"
630,2016-05-11 15:36:00,afternoon,weekend,fudge
631,2016-05-11 15:40:00,afternoon,weekend,coffee
632,2016-05-11 15:43:00,afternoon,weekend,brownie
633,2016-05-11 15:45:00,afternoon,weekend,cake
634,2016-05-11 15:46:00,afternoon,weekend,tea
635,2016-05-11 15:53:00,afternoon,weekend,"cake,coffee,sandwich,soup"
636,2016-05-11 15:56:00,afternoon,weekend,"bread,brownie,coffee"
637,2016-05-11 16:00:00,afternoon,weekend,"bread,brownie,coffee"
638,2016-05-11 16:04:00,afternoon,weekend,"bread,brownie,coffee"
639,2016-05-11 16:05:00,afternoon,weekend,"brownie,coffee"
640,2016-05-11 16:12:00,afternoon,weekend,"brownie,coffee,soup"
641,2016-05-11 16:20:00,afternoon,weekend,fudge
642,2016-05-11 16:20:00,afternoon,weekend,"bread,focaccia"
643,2016-05-11 16:33:00,afternoon,weekend,"bread,farm house,jam"
644,2016-05-11 16:37:00,afternoon,weekend,"brownie,hot chocolate"
645,2016-05-11 16:43:00,afternoon,weekend,hot chocolate
646,2016-05-11 16:45:00,afternoon,weekend,"brownie,coffee"
647,2016-05-11 18:45:00,evening,weekend,"medialuna,pastry"
648,2016-06-11 09:17:00,morning,weekend,bread
650,2016-06-11 09:42:00,morning,weekend,"bread,coffee,pastry"
651,2016-06-11 09:56:00,morning,weekend,"coffee,mineral water"
652,2016-06-11 10:09:00,morning,weekend,"bread,hot chocolate,pastry"
653,2016-06-11 10:11:00,morning,weekend,bread
654,2016-06-11 10:12:00,morning,weekend,bread
655,2016-06-11 10:14:00,morning,weekend,"bread,coffee,jam"
656,2016-06-11 10:15:00,morning,weekend,"coffee,pastry"
657,2016-06-11 10:18:00,morning,weekend,"coffee,focaccia,hearty & seasonal,medialuna"
658,2016-06-11 10:21:00,morning,weekend,"bread,coffee,farm house,jam"
659,2016-06-11 10:24:00,morning,weekend,farm house
660,2016-06-11 10:43:00,morning,weekend,"coffee,medialuna,pastry,tea"
661,2016-06-11 10:45:00,morning,weekend,"coffee,medialuna,pastry"
662,2016-06-11 10:49:00,morning,weekend,"basket,coffee,farm house,hot chocolate"
663,2016-06-11 10:54:00,morning,weekend,"farm house,pastry"
664,2016-06-11 10:56:00,morning,weekend,"coffee,hot chocolate,my-5 fruit shoot"
665,2016-06-11 10:58:00,morning,weekend,"medialuna,muffin,pastry"
666,2016-06-11 11:02:00,morning,weekend,farm house
667,2016-06-11 11:06:00,morning,weekend,"focaccia,muffin,pastry"
668,2016-06-11 11:07:00,morning,weekend,"coffee,tea"
669,2016-06-11 11:09:00,morning,weekend,bread
670,2016-06-11 11:11:00,morning,weekend,focaccia
671,2016-06-11 11:14:00,morning,weekend,"coffee,hot chocolate,jam,pastry"
672,2016-06-11 11:16:00,morning,weekend,bread
673,2016-06-11 11:17:00,morning,weekend,"bread,coffee,pastry"
674,2016-06-11 11:19:00,morning,weekend,tea
675,2016-06-11 11:20:00,morning,weekend,"coffee,hot chocolate,mineral water"
676,2016-06-11 11:21:00,morning,weekend,coffee
677,2016-06-11 11:22:00,morning,weekend,coffee
678,2016-06-11 11:24:00,morning,weekend,"coffee,jam"
680,2016-06-11 11:33:00,morning,weekend,muffin
681,2016-06-11 11:35:00,morning,weekend,bread
682,2016-06-11 11:42:00,morning,weekend,bread
683,2016-06-11 11:43:00,morning,weekend,bread
684,2016-06-11 11:47:00,morning,weekend,"coffee,hot chocolate,muffin"
685,2016-06-11 11:55:00,morning,weekend,"fudge,muffin"
686,2016-06-11 11:57:00,morning,weekend,bread
687,2016-06-11 12:04:00,afternoon,weekend,bread
688,2016-06-11 12:07:00,afternoon,weekend,farm house
689,2016-06-11 12:11:00,afternoon,weekend,"coffee,muffin"
690,2016-06-11 12:19:00,afternoon,weekend,focaccia
691,2016-06-11 12:22:00,afternoon,weekend,"bread,tea"
692,2016-06-11 12:23:00,afternoon,weekend,"coffee,hot chocolate"
693,2016-06-11 12:31:00,afternoon,weekend,"coffee,jam,pick and mix bowls,tartine"
695,2016-06-11 12:38:00,afternoon,weekend,jam
696,2016-06-11 12:39:00,afternoon,weekend,tartine
697,2016-06-11 12:39:00,afternoon,weekend,"bread,coffee"
698,2016-06-11 12:42:00,afternoon,weekend,"coffee,juice,mineral water,pick and mix bowls,tartine"
699,2016-06-11 12:50:00,afternoon,weekend,"bread,juice,tea"
700,2016-06-11 12:53:00,afternoon,weekend,"cake,coffee"
701,2016-06-11 12:57:00,afternoon,weekend,farm house
702,2016-06-11 12:58:00,afternoon,weekend,farm house
703,2016-06-11 13:14:00,afternoon,weekend,"brownie,cake,coffee"
704,2016-06-11 13:28:00,afternoon,weekend,"coffee,focaccia"
705,2016-06-11 13:29:00,afternoon,weekend,"coffee,muffin,tea"
706,2016-06-11 13:31:00,afternoon,weekend,coffee
707,2016-06-11 13:45:00,afternoon,weekend,"coffee,tea"
708,2016-06-11 13:47:00,afternoon,weekend,"cake,coffee,hearty & seasonal"
709,2016-06-11 13:50:00,afternoon,weekend,"bread,cake,tea"
710,2016-06-11 13:57:00,afternoon,weekend,"coffee,mighty protein"
711,2016-06-11 14:00:00,afternoon,weekend,"hot chocolate,muffin"
712,2016-06-11 14:10:00,afternoon,weekend,"coffee,mighty protein,soup"
713,2016-06-11 14:17:00,afternoon,weekend,jam
714,2016-06-11 14:37:00,afternoon,weekend,"alfajores,coffee"
715,2016-06-11 14:44:00,afternoon,weekend,"alfajores,cake,hot chocolate"
716,2016-06-11 14:50:00,afternoon,weekend,"hot chocolate,muffin,tea"
717,2016-06-11 14:53:00,afternoon,weekend,brownie
718,2016-06-11 14:54:00,afternoon,weekend,"cake,coffee"
719,2016-06-11 14:55:00,afternoon,weekend,"alfajores,tea,victorian sponge"
720,2016-06-11 14:56:00,afternoon,weekend,bread
721,2016-06-11 15:04:00,afternoon,weekend,"tartine,tea"
722,2016-06-11 15:12:00,afternoon,weekend,"mighty protein,tea"
723,2016-06-11 15:15:00,afternoon,weekend,"bread,fudge"
724,2016-06-11 15:32:00,afternoon,weekend,"coffee,medialuna,tartine"
725,2016-06-11 15:42:00,afternoon,weekend,"bread,pastry"
726,2016-06-11 15:44:00,afternoon,weekend,"bread,pastry"
727,2016-06-11 15:47:00,afternoon,weekend,"alfajores,coffee,tea"
728,2016-06-11 15:50:00,afternoon,weekend,"alfajores,coffee"
729,2016-06-11 15:52:00,afternoon,weekend,"alfajores,coffee"
730,2016-06-11 15:56:00,afternoon,weekend,"alfajores,pastry"
732,2016-06-11 16:11:00,afternoon,weekend,alfajores
733,2016-06-11 16:15:00,afternoon,weekend,"alfajores,hearty & seasonal,pastry,tea"
734,2016-06-11 16:23:00,afternoon,weekend,"sandwich,tea"
735,2016-06-11 16:29:00,afternoon,weekend,"empanadas,tea"
736,2016-06-11 16:51:00,afternoon,weekend,"alfajores,tea"
737,2016-06-11 17:15:00,evening,weekend,alfajores
738,2016-06-11 17:19:00,evening,weekend,"dulce de leche,pastry"
739,2016-07-11 08:13:00,morning,weekday,"coffee,pastry"
740,2016-07-11 09:04:00,morning,weekday,"coffee,farm house"
741,2016-07-11 09:14:00,morning,weekday,"bread,medialuna,scandinavian"
742,2016-07-11 09:16:00,morning,weekday,bread
743,2016-07-11 09:29:00,morning,weekday,"alfajores,pastry,tea"
744,2016-07-11 09:31:00,morning,weekday,"coffee,pastry"
745,2016-07-11 09:34:00,morning,weekday,"bread,farm house,muffin,pastry"
746,2016-07-11 09:50:00,morning,weekday,"medialuna,tea"
747,2016-07-11 09:52:00,morning,weekday,alfajores
748,2016-07-11 09:57:00,morning,weekday,"sandwich,tea"
749,2016-07-11 10:04:00,morning,weekday,"bread,tea"
750,2016-07-11 10:14:00,morning,weekday,"bread,coffee,pastry"
751,2016-07-11 10:25:00,morning,weekday,"alfajores,coffee,empanadas,muffin"
752,2016-07-11 10:29:00,morning,weekday,coffee
753,2016-07-11 10:30:00,morning,weekday,bread
754,2016-07-11 10:34:00,morning,weekday,coffee
755,2016-07-11 10:40:00,morning,weekday,coffee
756,2016-07-11 10:43:00,morning,weekday,bread
757,2016-07-11 10:45:00,morning,weekday,"bread,medialuna,pastry,tea"
758,2016-07-11 10:49:00,morning,weekday,"bread,tea"
759,2016-07-11 10:57:00,morning,weekday,muffin
760,2016-07-11 10:59:00,morning,weekday,"coffee,muffin"
761,2016-07-11 11:00:00,morning,weekday,"bread,coffee,medialuna,pastry"
762,2016-07-11 11:06:00,morning,weekday,"coffee,muffin"
763,2016-07-11 11:14:00,morning,weekday,"bread,hot chocolate,muffin,scandinavian"
764,2016-07-11 11:17:00,morning,weekday,farm house
765,2016-07-11 11:22:00,morning,weekday,muffin
766,2016-07-11 11:24:00,morning,weekday,coffee
767,2016-07-11 11:28:00,morning,weekday,bread
768,2016-07-11 11:29:00,morning,weekday,"coffee,cookies"
769,2016-07-11 11:31:00,morning,weekday,coffee
770,2016-07-11 11:33:00,morning,weekday,muffin
771,2016-07-11 11:34:00,morning,weekday,"coffee,keeping it local,tea"
772,2016-07-11 11:40:00,morning,weekday,"coffee,medialuna"
773,2016-07-11 11:44:00,morning,weekday,bread
774,2016-07-11 11:59:00,morning,weekday,"scandinavian,tartine"
775,2016-07-11 12:04:00,afternoon,weekday,"coffee,tea"
776,2016-07-11 12:16:00,afternoon,weekday,bread
777,2016-07-11 12:18:00,afternoon,weekday,"coffee,coke"
778,2016-07-11 12:19:00,afternoon,weekday,"coffee,muffin"
779,2016-07-11 12:37:00,afternoon,weekday,"bread,coffee,medialuna,muffin,scandinavian"
780,2016-07-11 12:44:00,afternoon,weekday,bread
781,2016-07-11 12:52:00,afternoon,weekday,coke
782,2016-07-11 13:00:00,afternoon,weekday,"bread,scandinavian"
