title,year,genres,rank_in_year,imdb_rating,rt_score,rt_audience_score,worldwide_gross,2015_inflation,adjusted,rt_freshness,audience_freshness,length,rating,release_date,studio,poster_url,poster_img
Star Trek: The Motion Picture,1979,Sci-Fi|Mystery|Adventure,5,6.4,5.7,3.1,82258456.0,225.23%,267531465.18,45.0,42.0,132.0,PG,1979-12-07,Paramount Pictures,http://resizing.flixster.com/Ec5wAIGS6V2FQr_6LJ-y5Np2ekc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176743_ori.jpg,<img src=http://resizing.flixster.com/Ec5wAIGS6V2FQr_6LJ-y5Np2ekc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176743_ori.jpg width=100>
The Amityville Horror,1979,Horror|Drama,2,6.2,4.4,3.3,86432520.0,225.23%,281106889.67,24.0,53.0,117.0,R,1979-07-27,American International Pictures,http://resizing.flixster.com/qEsC2sau4xKsIVjSbb_U3px2bLE=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/27/28/272820_ori.jpg,<img src=http://resizing.flixster.com/qEsC2sau4xKsIVjSbb_U3px2bLE=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/27/28/272820_ori.jpg width=100>
The Jerk,1979,Comedy,8,7.2,6.6,3.6,73691419.0,225.23%,239668652.38,84.0,85.0,94.0,R,1979-12-14,Universal Studios,http://resizing.flixster.com/do1HJ-YWaZZ5oWj4oTPdmgELEng=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171953_ori.jpg,<img src=http://resizing.flixster.com/do1HJ-YWaZZ5oWj4oTPdmgELEng=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171953_ori.jpg width=100>
The Muppet Movie,1979,Family|Comedy|Adventure,10,7.7,7.8,3.5,65200000.0,225.23%,212051774.1,89.0,88.0,95.0,G,1979-06-22,Associated Film Distribution,http://resizing.flixster.com/AdxOYDAVFHLPOcbBrcKGwu86-PA=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/15/10881570_ori.jpg,<img src=http://resizing.flixster.com/AdxOYDAVFHLPOcbBrcKGwu86-PA=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/15/10881570_ori.jpg width=100>
Dawn of the Dead,1978,Horror|Drama,8,8.0,8.6,3.6,59020957.0,262.15%,213741861.13,95.0,90.0,127.0,R,1979-05-24,United Film Distribution Company,http://resizing.flixster.com/qd7II_jowSfGQN1uXTIihlRUKEA=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/38/11153820_ori.jpg,<img src=http://resizing.flixster.com/qd7II_jowSfGQN1uXTIihlRUKEA=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/38/11153820_ori.jpg width=100>
Every Which Way but Loose,1978,Comedy|Action,4,6.2,4.5,3.1,85196485.0,262.15%,308535411.68,31.0,56.0,114.0,PG,1978-12-20,Warner Bros.,http://resizing.flixster.com/sjgoJ60ow0ozKmeh7b5YpD693TI=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/25/75/257522_ori.jpg,<img src=http://resizing.flixster.com/sjgoJ60ow0ozKmeh7b5YpD693TI=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/25/75/257522_ori.jpg width=100>
Grease,1978,Romance|Musical,1,7.2,6.6,3.7,159978870.0,262.15%,579356607.45,79.0,88.0,110.0,PG-13,1978-06-16,Paramount Pictures,http://resizing.flixster.com/CXouI7LdiPaapfmL2YBQHLL0LkA=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/13/11171329_ori.jpg,<img src=http://resizing.flixster.com/CXouI7LdiPaapfmL2YBQHLL0LkA=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/13/11171329_ori.jpg width=100>
Heaven Can Wait,1978,Sport|Romance|Comedy,5,6.9,7.1,3.3,81640278.0,262.15%,295656760.75,88.0,68.0,101.0,PG,1978-06-28,Paramount Pictures,http://resizing.flixster.com/oonEvRYUs0dr8HsLOPozi8f46Go=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/72/10867228_ori.jpg,<img src=http://resizing.flixster.com/oonEvRYUs0dr8HsLOPozi8f46Go=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/72/10867228_ori.jpg width=100>
Hooper,1978,Comedy|Action,6,6.2,5.3,3.1,78000000.0,262.15%,282473650.31,63.0,62.0,99.0,PG,1978-07-28,Warner Bros.,http://resizing.flixster.com/X5UYAVuVbsXJYzblVIIff1JZWU4=/180x244/dkpu1ddg7pbsk.cloudfront.net/movie/26/01/260196_ori.jpg,<img src=http://resizing.flixster.com/X5UYAVuVbsXJYzblVIIff1JZWU4=/180x244/dkpu1ddg7pbsk.cloudfront.net/movie/26/01/260196_ori.jpg width=100>
Jaws 2,1978,Thriller|Horror,7,5.7,5.3,2.8,77737272.0,262.15%,281522192.14,53.0,38.0,116.0,PG,1978-06-16,Universal Pictures,http://resizing.flixster.com/eRi6rPsUazqRQPKAcspj9R_axg0=/177x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/11/10841197_ori.jpg,<img src=http://resizing.flixster.com/eRi6rPsUazqRQPKAcspj9R_axg0=/177x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/11/10841197_ori.jpg width=100>
National Lampoon's Animal House,1978,Comedy,3,7.6,7.7,3.7,120091123.0,262.15%,434904844.66,91.0,89.0,109.0,R,1978-07-28,Universal Pictures,http://resizing.flixster.com/RH1pAM5Kkn6xHDnydIy7iJp47fA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171950_ori.jpg,<img src=http://resizing.flixster.com/RH1pAM5Kkn6xHDnydIy7iJp47fA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171950_ori.jpg width=100>
Revenge of the Pink Panther,1978,Mystery|Comedy|Crime,9,6.7,6.6,3.3,49579269.0,262.15%,179549193.51,82.0,70.0,99.0,PG,1978-07-19,United Artists,http://resizing.flixster.com/28sq3VTgeDaa2dIaKhxnbQVMlww=/180x252/dkpu1ddg7pbsk.cloudfront.net/movie/10/87/22/10872256_ori.jpg,<img src=http://resizing.flixster.com/28sq3VTgeDaa2dIaKhxnbQVMlww=/180x252/dkpu1ddg7pbsk.cloudfront.net/movie/10/87/22/10872256_ori.jpg width=100>
Superman,1978,Sci-Fi|Drama|Action,2,7.3,8.0,3.5,134218018.0,262.15%,486064788.22,93.0,86.0,143.0,PG,1978-12-15,Warner Bros.,http://resizing.flixster.com/eYWvvRaDse_pegmhryJzvlpC5bQ=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/98/11159893_ori.jpg,<img src=http://resizing.flixster.com/eYWvvRaDse_pegmhryJzvlpC5bQ=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/98/11159893_ori.jpg width=100>
The Deer Hunter,1978,War|Drama,10,8.2,8.6,4.1,48979328.0,262.15%,177376532.95,93.0,92.0,182.0,R,1979-02-23,Universal Pictures,http://resizing.flixster.com/x851Yl8jaEQAn1EjT4423coiunw=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/26/75/267592_ori.jpg,<img src=http://resizing.flixster.com/x851Yl8jaEQAn1EjT4423coiunw=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/26/75/267592_ori.jpg width=100>
A Bridge Too Far,1977,War|History|Drama,7,7.4,6.8,3.7,50750000.0,289.64%,197739921.62,73.0,86.0,175.0,PG,1977-06-15,United Artists,http://resizing.flixster.com/qVLiZ_u6SZJX8kpe0hB0gseLv0c=/180x265/dkpu1ddg7pbsk.cloudfront.net/movie/25/70/257012_ori.jpg,<img src=http://resizing.flixster.com/qVLiZ_u6SZJX8kpe0hB0gseLv0c=/180x265/dkpu1ddg7pbsk.cloudfront.net/movie/25/70/257012_ori.jpg width=100>
Annie Hall,1977,Romance|Drama|Comedy,10,8.1,8.9,3.9,38251425.0,289.64%,149041059.73,98.0,93.0,93.0,PG,1977-04-20,United Artists,http://resizing.flixster.com/BiKNZwUZN2B95PUamCtHPX3m47E=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/12/10851294_ori.jpg,<img src=http://resizing.flixster.com/BiKNZwUZN2B95PUamCtHPX3m47E=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/12/10851294_ori.jpg width=100>
Close Encounters of the Third Kind,1977,Sci-Fi|Drama,3,7.7,8.8,3.7,116395460.0,289.64%,453517815.51,96.0,85.0,137.0,PG,1977-12-25,Columbia Pictures,http://resizing.flixster.com/l-VNASpdASeSfu2vkl_Dzlb-5so=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/26/11172627_ori.jpg,<img src=http://resizing.flixster.com/l-VNASpdASeSfu2vkl_Dzlb-5so=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/26/11172627_ori.jpg width=100>
"Oh, God!",1977,Fantasy|Comedy,6,6.5,6.1,3.2,51061196.0,289.64%,198952451.13,71.0,59.0,98.0,PG,1977-10-07,Warner Bros.,http://resizing.flixster.com/nxsv7426XETuSqiRTppFij5jtlI=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/25/96/259612_ori.jpg,<img src=http://resizing.flixster.com/nxsv7426XETuSqiRTppFij5jtlI=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/25/96/259612_ori.jpg width=100>
Saturday Night Fever,1977,Romance|Music|Drama,5,6.8,7.5,3.2,94213184.0,289.64%,367087834.87,90.0,72.0,118.0,R,1977-12-16,Paramount Pictures,http://resizing.flixster.com/io0O9e7AFWIzwIFZ7oV_W1kXfg4=/179x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/34/10863417_ori.jpg,<img src=http://resizing.flixster.com/io0O9e7AFWIzwIFZ7oV_W1kXfg4=/179x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/34/10863417_ori.jpg width=100>
Smokey and the Bandit,1977,Romance|Comedy|Action,2,6.8,6.3,3.4,126737428.0,289.64%,493813774.95,81.0,85.0,96.0,PG,1977-05-27,Universal Pictures,http://resizing.flixster.com/Ier70vgQRj-3kW5xNbk72TtMbxw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171952_ori.jpg,<img src=http://resizing.flixster.com/Ier70vgQRj-3kW5xNbk72TtMbxw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171952_ori.jpg width=100>
Star Wars,1977,Fantasy|Adventure|Action,1,8.7,8.3,4.1,307263857.0,289.64%,1197208492.59,93.0,96.0,121.0,PG,1977-05-25,Lucasfilm|20th Century Fox,http://resizing.flixster.com/ulZifXTDSm1uxoWIxQ9uVnSgtVk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944715_ori.jpg,<img src=http://resizing.flixster.com/ulZifXTDSm1uxoWIxQ9uVnSgtVk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944715_ori.jpg width=100>
The Deep,1977,Thriller|Mystery|Adventure,8,6.1,4.7,2.9,47346365.0,289.64%,184478157.71,36.0,38.0,123.0,PG,1977-06-17,Columbia Pictures,http://resizing.flixster.com/KRnyu4v7ZUDfmkfykddClwWpFac=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/25/82/258213_ori.jpg,<img src=http://resizing.flixster.com/KRnyu4v7ZUDfmkfykddClwWpFac=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/25/82/258213_ori.jpg width=100>
The Goodbye Girl,1977,Romance|Drama|Comedy,4,7.4,6.5,3.8,102000000.0,289.64%,397428019.8,87.0,84.0,111.0,PG,1978-02-01,Metro-Goldwyn-Mayer|Warner Bros.|Rastar,http://resizing.flixster.com/i5oKMp_Znx3rPv8mfLRNAh65joA=/180x252/dkpu1ddg7pbsk.cloudfront.net/movie/25/58/255805_ori.jpg,<img src=http://resizing.flixster.com/i5oKMp_Znx3rPv8mfLRNAh65joA=/180x252/dkpu1ddg7pbsk.cloudfront.net/movie/25/58/255805_ori.jpg width=100>
The Spy Who Loved Me,1977,Thriller|Adventure|Action,9,7.1,6.8,3.4,46838673.0,289.64%,182500010.4,78.0,76.0,125.0,PG,1977-08-03,United Artists,http://resizing.flixster.com/KgYbppNJw1toKJQS3s5W0X3Jw40=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/65/10886552_ori.jpg,<img src=http://resizing.flixster.com/KgYbppNJw1toKJQS3s5W0X3Jw40=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/65/10886552_ori.jpg width=100>
A Star Is Born,1976,Romance|Music|Drama,3,6.5,5.3,3.5,80000000.0,314.97%,331977504.39,31.0,71.0,139.0,R,1976-12-17,Warner Bros. Pictures,http://resizing.flixster.com/KxL-8EASc3Y-CarCsHi8tB8IlSs=/174x270/dkpu1ddg7pbsk.cloudfront.net/movie/39/09/89/3909896_ori.jpg,<img src=http://resizing.flixster.com/KxL-8EASc3Y-CarCsHi8tB8IlSs=/174x270/dkpu1ddg7pbsk.cloudfront.net/movie/39/09/89/3909896_ori.jpg width=100>
All the President's Men,1976,Thriller|Drama,4,8.0,9.1,3.9,70600000.0,314.97%,292970147.63,98.0,92.0,138.0,R,1976-04-09,Warner Bros. Pictures,http://resizing.flixster.com/2SJn5620RR5xcQFVBX5e5iEKTSA=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/76/10857662_ori.jpg,<img src=http://resizing.flixster.com/2SJn5620RR5xcQFVBX5e5iEKTSA=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/76/10857662_ori.jpg width=100>
In Search of Noah's Ark,1976,Family|Documentary,6,4.6,0.0,1.7,55700000.0,314.97%,231139337.43,0.0,100.0,99.0,G,1977-02-11,Sunn Classic Pictures,http://d3biamo577v4eu.cloudfront.net/static/images/redesign/poster_default.gif,<img src=http://d3biamo577v4eu.cloudfront.net/static/images/redesign/poster_default.gif width=100>
King Kong,1976,Horror|Fantasy|Adventure,7,5.8,4.7,2.8,52614445.0,314.97%,218335151.83,46.0,30.0,134.0,PG,1976-12-17,Paramount Pictures,http://resizing.flixster.com/FsOcGM5YUSUTGFjr1eTEz7au_3A=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/36/10933607_ori.jpg,<img src=http://resizing.flixster.com/FsOcGM5YUSUTGFjr1eTEz7au_3A=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/36/10933607_ori.jpg width=100>
Midway,1976,History|Drama|Action,10,6.7,5.9,3.6,43220000.0,314.97%,179350846.75,54.0,71.0,132.0,PG,1976-06-18,Universal Studios|Cinema International Corporation,http://resizing.flixster.com/7PKqPlaHLc9p9bSbI6_cnj8cLaA=/100x137/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/95/10849574_ori.jpg,<img src=http://resizing.flixster.com/7PKqPlaHLc9p9bSbI6_cnj8cLaA=/100x137/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/95/10849574_ori.jpg width=100>
Rocky,1976,Sport|Drama,1,8.1,8.3,3.2,117235147.0,314.97%,486492894.1,92.0,68.0,119.0,PG,1976-12-03,United Artists Pictures,http://resizing.flixster.com/yRnpvBZYk8JvEr_yK_9EuaHNjkM=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/89/83/10898396_ori.jpg,<img src=http://resizing.flixster.com/yRnpvBZYk8JvEr_yK_9EuaHNjkM=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/89/83/10898396_ori.jpg width=100>
Silver Streak,1976,Crime|Comedy|Action,8,6.9,6.5,3.4,51079064.0,314.97%,211963752.42,88.0,72.0,114.0,PG,1976-12-03,20th Century-Fox Film Corporation,http://resizing.flixster.com/5wb745LD70y5VSZoZJow6R11ePY=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/47/11164765_ori.jpg,<img src=http://resizing.flixster.com/5wb745LD70y5VSZoZJow6R11ePY=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/47/11164765_ori.jpg width=100>
The Enforcer,1976,Thriller|Crime|Action,9,6.8,6.3,3.4,46236000.0,314.97%,191866398.66,78.0,59.0,96.0,R,1976-12-22,Warner Bros. Pictures,http://resizing.flixster.com/ua3FRdHJgqH5Oh3mmxDrPA33HeA=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/27/65/276594_ori.jpg,<img src=http://resizing.flixster.com/ua3FRdHJgqH5Oh3mmxDrPA33HeA=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/27/65/276594_ori.jpg width=100>
The Omen,1976,Mystery|Horror|Drama,5,7.6,7.1,3.5,60922980.0,314.97%,252813235.76,86.0,80.0,111.0,R,1976-06-25,20th Century Fox Film Corporation,http://resizing.flixster.com/wEkCkxtzp2FgvifjB9nHs3C_oPE=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/48/10934824_ori.jpg,<img src=http://resizing.flixster.com/wEkCkxtzp2FgvifjB9nHs3C_oPE=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/48/10934824_ori.jpg width=100>
To Fly!,1976,History|Documentary,2,7.0,0.0,4.0,86600000.0,314.97%,359365648.51,0.0,75.0,27.0,G,1981-06-19,National Air and Space Museum,http://d3biamo577v4eu.cloudfront.net/static/images/redesign/poster_default.gif,<img src=http://d3biamo577v4eu.cloudfront.net/static/images/redesign/poster_default.gif width=100>
"Aloha, Bobby and Rose",1975,Drama,9,6.0,0.0,3.6,35000000.0,338.88%,153609014.87,0.0,60.0,88.0,PG,1975-04-29,Columbia Pictures,http://resizing.flixster.com/bce5GdSlskSOZWtAjqDcUkWFGnI=/110x151/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/48/10854843_ori.jpg,<img src=http://resizing.flixster.com/bce5GdSlskSOZWtAjqDcUkWFGnI=/110x151/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/48/10854843_ori.jpg width=100>
Dog Day Afternoon,1975,Drama|Crime,4,8.1,8.5,4.0,50000000.0,338.88%,219441449.81,97.0,90.0,125.0,R,1975-09-21,Warner Bros.,http://resizing.flixster.com/nYzl8e218r1L6EjAekopsLaYQ98=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/63/11176318_ori.jpg,<img src=http://resizing.flixster.com/nYzl8e218r1L6EjAekopsLaYQ98=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/63/11176318_ori.jpg width=100>
Funny Lady,1975,Musical|Drama|Comedy,7,6.4,4.6,3.2,39000000.0,338.88%,171164330.86,38.0,56.0,136.0,PG,1975-03-15,Columbia Pictures,http://resizing.flixster.com/OX-CmI8fMaWHQqEIswF9kx2QVEA=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/03/10880352_ori.jpg,<img src=http://resizing.flixster.com/OX-CmI8fMaWHQqEIswF9kx2QVEA=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/03/10880352_ori.jpg width=100>
Shampoo,1975,Romance|Drama,5,6.3,6.2,3.2,49407734.0,338.88%,216842095.62,63.0,53.0,109.0,R,1975-03-13,Columbia Pictures,http://resizing.flixster.com/J85B30Wmahzrgw0BmQaNVKczHy8=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/27/21/272120_ori.jpg,<img src=http://resizing.flixster.com/J85B30Wmahzrgw0BmQaNVKczHy8=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/27/21/272120_ori.jpg width=100>
The Apple Dumpling Gang,1975,Western|Family|Comedy,8,6.2,6.2,3.2,36853000.0,338.88%,161741515.0,56.0,60.0,100.0,G,1975-07-01,Walt Disney Productions,http://resizing.flixster.com/XFNfAAKeokqanZJOBMWXcb0SnUQ=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/25/12/251202_ori.jpg,<img src=http://resizing.flixster.com/XFNfAAKeokqanZJOBMWXcb0SnUQ=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/25/12/251202_ori.jpg width=100>
The Other Side of the Mountain,1975,Drama|Western|War,10,6.4,0.0,3.6,34673100.0,338.88%,152174306.67,0.0,77.0,103.0,PG,1975-12-20,Universal Pictures,http://resizing.flixster.com/V6M1TKucdKIV1pTF3OKSOiakRsA=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/23/10882353_ori.jpg,<img src=http://resizing.flixster.com/V6M1TKucdKIV1pTF3OKSOiakRsA=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/23/10882353_ori.jpg width=100>
The Return of the Pink Panther,1975,Mystery|Crime|Comedy,6,7.1,6.7,3.4,41833347.0,338.88%,183599406.33,89.0,82.0,113.0,G,1975-05-21,United Artists,http://resizing.flixster.com/coMRFsl2YBbDwXYVs9z3FTDsPzc=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/87/22/10872257_ori.jpg,<img src=http://resizing.flixster.com/coMRFsl2YBbDwXYVs9z3FTDsPzc=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/87/22/10872257_ori.jpg width=100>
Signs,2002,Thriller|Sci-Fi|Drama,7,6.7,6.8,3.2,408247917.0,31.26%,535885534.32,74.0,67.0,106.0,PG-13,2002-08-02,Touchstone,http://resizing.flixster.com/cyLfP1xi9FRaJZSBoQ-XLFojhiM=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/89/48/10894808_ori.jpg,<img src=http://resizing.flixster.com/cyLfP1xi9FRaJZSBoQ-XLFojhiM=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/89/48/10894808_ori.jpg width=100>
