model,year,price,transmission,mileage,fuelType,mpg,engineSize
I10,2017.0,6498,Manual,37254,Petrol,60.1,1.0
I10,2017.0,9624,Semi-Auto,8154,Petrol,47.9,1.2
Kona,2019.0,21250,Semi-Auto,5000,Petrol,37.7,1.6
I10,2010.0,1990,Manual,85640,Petrol,56.5,1.2
I20,2015.0,7999,Manual,50000,Petrol,55.4,1.2
Tucson,2019.0,21490,Manual,101,Petrol,34.9,1.6
I30,,4980,Manual,52548,Petrol,47.1,
I30,2019.0,21990,Manual,4700,Petrol,34.0,2.0
Ioniq,2019.0,18495,Automatic,6040,Hybrid,78.5,1.6
Tucson,,12995,Manual,17417,Diesel,61.7,1.7
I10,2020.0,14995,Manual,1000,Petrol,53.3,1.0
Kona,2019.0,16390,Manual,50,Petrol,44.1,1.0
I10,2018.0,7995,Manual,7356,Petrol,60.1,1.0
I10,2018.0,8995,Manual,24021,Petrol,57.7,1.2
Tucson,2019.0,18843,Manual,3000,Petrol,34.9,1.6
I10,2017.0,10490,Semi-Auto,14346,Petrol,47.9,1.2
Kona,2019.0,14995,Manual,3475,Petrol,44.1,1.0
Santa Fe,2002.0,1200,Manual,94000,Petrol,30.4,2.4
I10,2016.0,6130,Manual,19390,Petrol,60.1,1.0
I30,2019.0,23995,Manual,50,Petrol,34.0,
Ioniq,2019.0,19995,Automatic,7074,Hybrid,78.5,1.6
I800,,15794,Automatic,35460,Diesel,28.0,2.5
I30,2017.0,8995,Manual,23786,Petrol,48.7,1.4
I20,2015.0,6799,Manual,39547,Petrol,55.4,1.2
Santa Fe,2019.0,31269,Automatic,9970,Diesel,39.2,2.2
Tucson,2018.0,17490,Semi-Auto,13133,Petrol,36.2,1.6
Tucson,2017.0,14498,Semi-Auto,18701,Diesel,57.6,1.7
Tucson,2016.0,14500,Semi-Auto,15589,,57.6,1.7
Tucson,2018.0,21000,Manual,8523,Diesel,45.6,1.6
I800,2018.0,14790,Manual,39101,Diesel,37.7,2.5
Tucson,2017.0,14298,Semi-Auto,35828,Diesel,57.6,1.7
Tucson,2017.0,12450,Manual,17783,Petrol,44.8,1.6
I20,,12395,Manual,6245,Petrol,47.9,1.0
I10,2018.0,8250,Manual,9120,Petrol,60.1,1.0
I20,2015.0,7000,Manual,27130,Petrol,55.4,1.2
Tucson,2019.0,15799,Manual,12763,Petrol,34.9,1.6
Tucson,2017.0,14795,Manual,29000,Diesel,61.4,1.7
Santa Fe,2020.0,36895,Semi-Auto,50,Diesel,39.2,2.2
Kona,2018.0,13100,Manual,9616,Petrol,52.3,1.0
Tucson,2017.0,11498,Manual,35213,Diesel,61.7,1.7
I10,2018.0,8491,Manual,8702,Petrol,60.1,1.0
Santa Fe,2019.0,30999,Semi-Auto,9970,Diesel,39.2,2.2
Tucson,2017.0,13295,Manual,29158,Diesel,61.7,1.7
Tucson,2017.0,18495,Manual,20829,Diesel,54.3,2.0
I800,2018.0,16995,Automatic,31360,Diesel,28.0,2.5
I10,2014.0,5498,Manual,23928,Petrol,60.1,1.0
Tucson,2017.0,16729,Semi-Auto,24163,Diesel,57.6,1.7
I10,2016.0,6600,Manual,16751,Petrol,57.6,1.2
Kona,2019.0,13849,Manual,10384,Petrol,44.1,1.0
Ioniq,2019.0,19689,Automatic,10000,Hybrid,78.5,1.6
I10,,13495,Manual,1600,Petrol,53.3,1.0
Tucson,2016.0,12495,Manual,25897,Diesel,61.7,1.7
I10,2019.0,9491,Manual,4000,Petrol,49.6,1.0
Getz,2008.0,1695,Manual,67000,Petrol,51.4,1.1
Tucson,2016.0,13250,Automatic,40601,Diesel,47.1,2.0
Ioniq,2018.0,14959,Automatic,37133,Hybrid,78.5,1.6
I10,2014.0,4998,Manual,46460,Petrol,60.1,1.0
I40,2015.0,8995,Manual,43492,Diesel,62.8,1.7
Tucson,2017.0,12300,Manual,49691,,61.7,
IX35,2010.0,5995,Manual,62000,Diesel,47.9,2.0
Tucson,2016.0,13995,Semi-Auto,25000,Diesel,57.6,1.7
I10,2020.0,13995,Manual,1500,Petrol,53.3,1.0
I10,2018.0,8500,Manual,5130,Petrol,57.6,1.2
I10,2015.0,5495,Manual,27056,Petrol,60.1,1.0
I30,2018.0,11250,Manual,12364,Diesel,74.3,1.6
IX20,2017.0,9795,Manual,20634,Petrol,50.4,1.4
I30,2013.0,5499,Manual,58000,Diesel,76.3,1.6
I10,2019.0,10220,Manual,5,Petrol,49.6,1.0
I10,2017.0,6991,Manual,22012,Petrol,60.1,1.0
Tucson,2019.0,15798,Manual,13184,Petrol,35.3,1.6
I800,2018.0,15701,Manual,20896,Diesel,37.7,
I10,2018.0,7995,Manual,1480,Petrol,60.1,1.0
I40,2019.0,21000,Semi-Auto,1000,Diesel,53.3,1.6
I30,2019.0,15160,Manual,1913,Diesel,60.1,1.6
I800,2018.0,15899,Automatic,36359,Diesel,28.0,2.5
Tucson,2019.0,16922,Manual,4292,Petrol,34.9,1.6
I20,2015.0,7390,Manual,28300,Petrol,51.4,1.4
I40,2019.0,16000,Manual,10,Diesel,54.3,1.6
Ioniq,2019.0,21995,Automatic,9852,Hybrid,78.5,1.6
I10,2017.0,6990,Manual,22305,Petrol,60.1,1.0
I10,2017.0,6890,Manual,20979,Petrol,60.1,1.0
IX20,2016.0,7998,Manual,18562,Petrol,50.4,1.4
Kona,2019.0,15295,Manual,14398,Petrol,44.1,1.0
Ioniq,2018.0,15980,Automatic,14585,Hybrid,78.5,1.6
Ioniq,2020.0,21495,Semi-Auto,3000,Hybrid,62.8,1.6
Ioniq,2017.0,14795,Automatic,31490,Hybrid,78.5,1.6
I20,2017.0,7900,Manual,23921,Petrol,58.9,1.2
Kona,2018.0,15295,Manual,5104,Petrol,44.1,1.0
I20,2019.0,9699,Manual,6243,Petrol,46.3,1.2
Ioniq,2019.0,16699,Automatic,3827,Hybrid,78.5,1.6
I20,2016.0,7900,Manual,29981,Petrol,58.9,1.2
I10,2018.0,10495,Semi-Auto,8500,Petrol,47.9,1.2
I20,2014.0,4950,Manual,46598,Petrol,57.6,1.2
Tucson,2019.0,20991,Semi-Auto,29986,Petrol,35.8,1.6
I10,2018.0,8995,Semi-Auto,25968,Petrol,47.9,1.2
Ioniq,2018.0,15490,Semi-Auto,30381,Hybrid,78.5,1.6
I40,2016.0,10995,Semi-Auto,45518,Diesel,56.5,1.7
I10,2017.0,7150,Manual,16617,,57.7,1.2
I30,2016.0,11995,Manual,14838,Petrol,38.7,1.6
I40,2019.0,19490,Semi-Auto,2450,Diesel,53.3,1.6
Tucson,2018.0,15495,Manual,10124,Petrol,34.9,1.6
I30,2020.0,25999,Manual,6000,Petrol,34.0,2.0
Tucson,2018.0,16990,Semi-Auto,31222,Diesel,57.7,1.7
I20,2019.0,12495,Manual,10,Petrol,46.3,1.2
I800,2019.0,21498,Manual,2804,Diesel,28.0,
I30,2017.0,9499,Manual,37710,Diesel,74.3,1.6
I10,2018.0,6865,Manual,30360,Petrol,60.1,1.0
I20,,3795,Manual,49000,Petrol,50.4,1.4
I20,,7291,Manual,35832,Petrol,55.4,1.2
I10,,7799,Manual,21321,Petrol,57.7,1.2
I30,2016.0,8322,Manual,31026,Diesel,78.4,1.6
I30,2016.0,9460,Manual,22873,Petrol,48.7,1.4
I40,2017.0,9490,Manual,22172,Diesel,67.3,1.7
I20,2016.0,7551,Manual,30165,Petrol,55.4,1.2
I10,2018.0,7467,Manual,12215,Petrol,60.1,1.0
Tucson,2017.0,12991,Manual,26671,Petrol,44.8,1.6
Santa Fe,2016.0,19990,Semi-Auto,10278,Diesel,42.2,2.2
I10,2018.0,8380,Manual,7248,Petrol,57.7,1.2
Santa Fe,,14900,Manual,39606,Diesel,47.1,2.2
Ioniq,2019.0,22491,Automatic,5500,Hybrid,78.5,1.6
I40,2016.0,7393,Manual,100000,Diesel,65.7,1.7
Tucson,2019.0,17697,Manual,15,Petrol,34.9,1.6
I40,2019.0,19995,Semi-Auto,11013,Diesel,53.3,1.6
Tucson,2017.0,13499,Semi-Auto,50456,Diesel,57.6,1.7
I800,2018.0,15998,Manual,37324,Diesel,28.0,2.5
Tucson,2018.0,16999,Manual,4203,Petrol,38.7,1.6
Tucson,2016.0,16485,Automatic,31485,,43.5,2.0
Tucson,2016.0,12998,Manual,30773,Diesel,61.7,1.7
I20,2017.0,9210,Manual,4528,Petrol,58.9,1.2
I10,2019.0,8491,Manual,5650,Petrol,60.1,1.0
Kona,2018.0,13300,Manual,13439,Petrol,52.3,1.0
Tucson,2016.0,16490,Automatic,34100,Diesel,47.1,2.0
I10,2016.0,6030,Manual,21112,Petrol,61.4,1.0
Tucson,2017.0,16450,Semi-Auto,24486,Petrol,39.8,1.6
I30,2017.0,11990,Manual,16570,Petrol,52.3,1.4
Kona,2017.0,14025,Manual,12515,Petrol,52.3,1.0
Tucson,2017.0,13666,Manual,18465,Diesel,61.7,1.7
I10,2017.0,7395,Manual,13699,Petrol,57.7,1.2
Tucson,2017.0,17800,Manual,25172,Diesel,58.9,2.0
IX20,2015.0,6890,Automatic,34878,Petrol,43.6,1.6
I10,2018.0,8500,Manual,12948,Petrol,60.1,0.0
Tucson,2019.0,18495,Semi-Auto,16375,Petrol,36.2,1.6
I30,2018.0,12549,Manual,8676,Petrol,45.6,1.0
IX35,2014.0,8700,Manual,54304,Diesel,53.3,0.0
Ioniq,2018.0,13989,Automatic,54876,Hybrid,78.5,1.6
Kona,2019.0,14245,Manual,2642,Petrol,44.1,1.0
Tucson,2017.0,14985,Semi-Auto,47028,Diesel,57.6,1.7
I30,2018.0,10998,Manual,14147,,56.5,1.0
I30,2016.0,9400,Manual,18577,Petrol,48.7,1.4
I10,2018.0,7250,Manual,24040,Petrol,57.7,1.2
Ioniq,2019.0,16895,Automatic,4967,Hybrid,78.5,1.6
Santa Fe,2019.0,36990,Semi-Auto,2199,Diesel,39.2,2.2
I10,2014.0,6800,Semi-Auto,38193,Petrol,45.6,1.2
I30,2015.0,8350,Manual,15318,Petrol,47.1,1.4
I30,2017.0,10785,Manual,19273,Diesel,74.3,1.6
I10,2016.0,6300,Manual,17272,Petrol,61.4,0.0
I10,2014.0,5700,Manual,37973,Petrol,57.6,1.2
Kona,2018.0,16995,Manual,76,Petrol,44.1,1.0
I30,2017.0,10749,Manual,29840,Diesel,74.3,
Tucson,2016.0,15780,Automatic,27867,Diesel,47.1,2.0
I10,2015.0,7695,Automatic,15000,Petrol,45.6,1.2
Ioniq,2019.0,18695,Automatic,17212,Hybrid,78.5,1.6
I20,2016.0,7995,Manual,42754,Petrol,58.9,1.0
Tucson,2016.0,13474,Manual,12999,Diesel,61.7,1.7
I30,2019.0,12998,Manual,14121,Diesel,58.9,
I20,2017.0,9995,Automatic,19595,Petrol,45.6,1.4
Kona,2019.0,19995,Manual,50,Petrol,44.1,1.0
I20,2014.0,5990,Manual,19150,Petrol,57.6,1.2
Tucson,2016.0,13990,Manual,23190,Diesel,61.7,
I20,2019.0,11430,Manual,3279,Petrol,46.3,1.2
I10,2016.0,6495,Manual,36193,Petrol,57.6,1.2
Tucson,2017.0,15498,Semi-Auto,19900,Diesel,57.6,1.7
I10,2019.0,9491,Manual,10,Petrol,49.6,1.0
Tucson,2019.0,18695,Semi-Auto,7596,Petrol,36.2,1.6
Tucson,2018.0,16445,Semi-Auto,31400,Petrol,39.8,1.6
Tucson,2019.0,17990,Semi-Auto,9616,Petrol,36.2,1.6
Santa Fe,2017.0,19429,Semi-Auto,38452,Diesel,42.8,2.2
I30,2019.0,17995,Manual,1000,,41.5,1.4
Ioniq,2020.0,20995,Automatic,1669,Hybrid,62.8,1.6
I20,2018.0,8500,Manual,18575,Petrol,58.9,1.2
I30,2016.0,8800,Manual,21444,Petrol,48.7,1.4
I20,2015.0,6900,Manual,26413,Petrol,55.4,1.2
I10,2018.0,7291,Manual,13954,Petrol,60.1,1.0
I30,2015.0,7698,Manual,35259,Diesel,78.4,1.6
I20,2017.0,9295,Manual,13582,Petrol,62.8,1.0
I30,2013.0,5995,Manual,42786,Petrol,47.1,1.4
I20,2017.0,8298,Manual,18047,Petrol,55.4,1.2
Kona,2019.0,14995,Manual,17715,Petrol,44.1,1.0
Ioniq,2018.0,16998,Automatic,11776,Hybrid,78.5,1.6
I10,2018.0,7259,Manual,30549,Petrol,57.7,1.2
I30,2019.0,24995,Manual,500,Petrol,34.0,2.0
I10,2019.0,8489,Manual,100,Petrol,60.1,1.0
I10,2017.0,6530,Manual,27884,Petrol,57.6,1.2
I10,2018.0,7495,Manual,8327,Petrol,60.1,1.0
Tucson,2018.0,14938,Manual,8681,Petrol,44.8,1.6
Ioniq,2017.0,16999,Automatic,11062,Hybrid,78.5,1.6
Tucson,2017.0,14495,Manual,27892,Diesel,61.7,1.7
I10,2017.0,7695,Manual,22022,Petrol,60.1,1.0
I10,2017.0,6970,Manual,18044,Petrol,60.1,1.0
Kona,,11998,Manual,26615,Petrol,52.3,1.0
Ioniq,2017.0,16970,Automatic,13789,Hybrid,78.5,1.6
Tucson,2017.0,17750,Semi-Auto,33664,Diesel,57.6,1.7
Ioniq,2019.0,16750,Automatic,10547,Hybrid,78.5,1.6
I10,2017.0,6750,Manual,29673,Petrol,57.7,1.2
I10,,7560,Manual,8623,Petrol,60.1,1.0
Tucson,2019.0,15498,Manual,13591,Petrol,34.9,1.6
Kona,2019.0,17622,Manual,3624,Petrol,44.1,1.0
IX20,2016.0,7970,Manual,25969,Petrol,50.4,
I10,2020.0,12750,Manual,5000,Petrol,56.5,1.0
I800,2018.0,14990,Automatic,35050,Diesel,33.6,2.5
Tucson,2016.0,16990,Manual,27923,Diesel,47.9,2.0
I20,2019.0,11495,Manual,5000,Petrol,47.9,1.0
I10,2017.0,6290,Manual,26315,Petrol,60.1,1.0
Tucson,2017.0,13600,Manual,23805,Petrol,44.8,1.6
IX20,,8340,Manual,20967,Petrol,50.4,1.4
I30,2018.0,11200,Manual,14385,Petrol,56.5,
I20,2015.0,7298,Manual,35921,Petrol,55.4,1.2
Kona,2019.0,15795,Manual,12677,Petrol,44.1,1.0
I20,2018.0,11000,Manual,4309,Petrol,55.4,1.2
I30,2015.0,7498,Manual,40184,Petrol,48.7,1.4
Santa Fe,2017.0,17995,Manual,30956,Diesel,47.1,2.2
Santa Fe,2017.0,20999,Semi-Auto,16686,Diesel,42.8,2.2
Kona,2019.0,22995,Automatic,7635,Hybrid,52.3,1.6
Kona,2020.0,22495,Automatic,2064,Hybrid,52.3,1.6
Ioniq,2017.0,16790,Automatic,7858,Hybrid,78.5,1.6
IX20,2016.0,7240,Manual,38756,,50.4,1.4
Santa Fe,2014.0,13991,Manual,52236,Diesel,46.3,2.2
Santa Fe,2018.0,20550,Semi-Auto,21000,,42.8,2.2
I20,2017.0,7775,Manual,29018,Petrol,55.4,
I20,2019.0,12466,Manual,4500,,46.3,1.2
Tucson,2019.0,21490,Manual,101,Petrol,34.9,1.6
I10,2009.0,4490,Automatic,27152,Petrol,47.9,1.2
I10,2017.0,6590,Manual,21009,Petrol,60.1,1.0
I10,2019.0,9770,Manual,17401,Petrol,57.6,
I20,2014.0,5895,Manual,30950,Petrol,57.6,1.2
I10,2018.0,6985,Manual,22524,Petrol,60.1,1.0
I20,2017.0,8591,Manual,18600,Petrol,58.9,1.2
Ioniq,2018.0,14600,Automatic,56118,Hybrid,78.5,1.6
I30,2018.0,14000,Manual,8265,Petrol,52.3,1.4
Santa Fe,2019.0,31735,Semi-Auto,17340,Diesel,39.2,2.2
I20,2019.0,11489,Manual,10686,Petrol,46.3,1.2
I20,2010.0,3095,Manual,64000,Petrol,54.3,1.2
Kona,2019.0,14195,Manual,6280,Petrol,44.1,
Santa Fe,2017.0,19495,Semi-Auto,17354,Diesel,42.8,2.2
Tucson,2017.0,13745,Manual,25895,Diesel,61.7,1.7
Tucson,2019.0,26995,Automatic,1000,Hybrid,50.4,1.6
IX35,2015.0,9199,Manual,38760,Diesel,53.3,1.7
I20,2018.0,12500,Automatic,6394,Petrol,49.6,1.0
I800,2018.0,14800,Automatic,33138,Diesel,28.0,2.5
I20,,7398,Manual,23656,Petrol,55.4,1.2
I30,2017.0,10495,Manual,18994,Petrol,56.5,1.0
Tucson,2019.0,21452,Semi-Auto,4371,Diesel,47.1,1.6
I800,2019.0,18985,Manual,4266,Diesel,31.7,2.5
I10,2016.0,5998,Manual,41883,Petrol,57.6,1.2
I10,2015.0,5989,Manual,57781,Petrol,57.6,1.2
I20,2017.0,8995,Manual,5937,Petrol,62.8,1.0
I20,2017.0,8350,Manual,21200,Petrol,58.9,1.2
I30,2019.0,24995,Manual,1426,Petrol,34.0,2.0
Ioniq,2016.0,13995,Automatic,51600,Hybrid,78.5,1.6
Tucson,2017.0,13995,Manual,27237,Diesel,61.7,1.7
I10,2018.0,6620,Manual,30655,Petrol,57.7,1.2
I10,2016.0,7995,Automatic,11000,Petrol,47.9,1.2
IX20,2016.0,8050,Manual,27815,Petrol,50.4,1.4
I30,2017.0,9998,Manual,13692,Petrol,56.5,1.0
I10,2017.0,7495,Manual,17500,Petrol,60.1,1.0
I10,2017.0,7600,Manual,35640,Petrol,57.7,1.2
Santa Fe,2017.0,22480,Semi-Auto,26551,Diesel,42.8,2.2
I10,2018.0,8095,Manual,8878,Petrol,60.1,1.0
I10,2017.0,6799,Manual,22000,Petrol,60.1,1.0
Santa Fe,2020.0,36495,Semi-Auto,6073,Diesel,39.2,2.2
Kona,2019.0,22020,Semi-Auto,2135,Petrol,34.0,1.6
I10,2017.0,6660,Manual,37798,Petrol,57.7,1.2
Tucson,2018.0,15000,Manual,8818,Petrol,44.8,1.6
I40,2017.0,9999,Manual,38472,Diesel,65.7,1.7
Tucson,2018.0,15500,Manual,12720,Petrol,44.8,
I10,2014.0,6000,Manual,40650,Petrol,57.6,1.2
I20,2016.0,8500,Manual,29750,Petrol,58.9,1.0
Tucson,2019.0,15498,Manual,11024,Petrol,34.9,1.6
I30,2017.0,11470,Semi-Auto,16844,Petrol,51.4,1.4
Tucson,2017.0,13490,Semi-Auto,29797,Diesel,57.6,1.7
Tucson,2016.0,15995,Manual,36238,Diesel,54.3,2.0
Tucson,2017.0,13500,Manual,21999,Petrol,44.8,1.6
I20,2016.0,7190,Manual,35335,Petrol,56.5,1.2
I20,2014.0,6745,Manual,12378,Petrol,57.6,1.2
Kona,2018.0,12998,Manual,7910,Petrol,52.3,1.0
Tucson,2015.0,10500,Manual,49679,Diesel,61.7,1.7
I10,2017.0,7295,Manual,10500,Petrol,60.1,1.0
Ioniq,2019.0,20495,Semi-Auto,2125,Hybrid,62.8,1.6
Tucson,2019.0,23850,Semi-Auto,2012,Petrol,36.2,1.6
I10,2018.0,7040,Manual,9661,Petrol,60.1,1.0
I20,2018.0,11795,Manual,3792,Petrol,46.3,
Tucson,2017.0,15498,Semi-Auto,14376,Diesel,57.6,1.7
Tucson,2016.0,12298,Manual,35153,Diesel,61.7,1.7
Tucson,2017.0,13290,Manual,17936,Diesel,61.7,1.7
Kona,2018.0,12795,Manual,21000,Petrol,52.3,1.0
I800,2018.0,17000,Manual,32000,Diesel,37.7,2.5
Tucson,2018.0,17000,Semi-Auto,16096,Petrol,36.2,1.6
IX35,2014.0,8498,Manual,43978,Diesel,53.3,1.7
I30,2017.0,9499,Manual,37069,Diesel,74.3,1.6
I10,2018.0,7695,Manual,26019,Petrol,57.7,1.2
Tucson,2020.0,22495,Manual,50,Petrol,34.9,1.6
IX35,2015.0,9099,Manual,28040,Diesel,53.3,1.7
I10,2016.0,5998,Manual,20851,Petrol,60.1,1.0
I10,2017.0,8995,Semi-Auto,23000,Petrol,47.9,1.2
Kona,2018.0,12370,Manual,26096,Petrol,52.3,1.0
I10,2019.0,9491,Manual,3500,Petrol,49.6,1.0
Veloster,2014.0,8300,Manual,36324,Petrol,43.5,1.6
I10,2019.0,9970,Manual,11938,Petrol,57.6,1.2
I10,2018.0,9000,Semi-Auto,17560,Petrol,47.9,1.2
Tucson,2019.0,23995,Manual,1887,Hybrid,47.9,1.6
Ioniq,2019.0,18695,Automatic,9562,Hybrid,78.5,1.6
Ioniq,2017.0,11990,Semi-Auto,117000,,78.5,1.6
I10,2013.0,4950,Manual,22300,Petrol,61.4,1.2
I10,2019.0,9500,Manual,1000,Petrol,49.6,1.0
Tucson,2019.0,22969,Manual,9493,Diesel,45.6,1.6
I20,2013.0,4783,Manual,55894,Petrol,57.6,1.2
IX35,2015.0,9891,Manual,33910,Petrol,41.5,1.6
I30,2016.0,8998,Manual,32025,Diesel,78.4,1.6
Tucson,2019.0,16000,Manual,6320,Petrol,35.3,1.6
Tucson,,17798,Semi-Auto,8465,Petrol,39.8,1.6
Tucson,2018.0,14999,Manual,15450,Petrol,35.3,1.6
I30,2019.0,21800,Manual,13045,Petrol,34.0,2.0
I20,2018.0,9989,Manual,22964,Petrol,46.3,1.2
Santa Fe,2016.0,15899,Automatic,51849,Diesel,42.2,2.2
IX20,2016.0,7769,Manual,21304,Diesel,64.2,1.6
I30,2018.0,18490,Manual,29225,Petrol,34.0,2.0
Tucson,2017.0,11750,Manual,40195,Diesel,61.7,1.7
Tucson,2016.0,11599,Manual,31480,Diesel,61.7,1.7
I20,2018.0,10195,Manual,22000,Petrol,58.9,1.0
I30,2018.0,12991,Manual,6526,Petrol,45.6,1.0
Kona,2018.0,13970,Manual,9711,Petrol,44.1,1.0
I10,2016.0,7995,Manual,15000,Petrol,57.6,1.2
Tucson,2018.0,14291,Manual,19495,Diesel,61.7,1.7
Santa Fe,2020.0,35980,Semi-Auto,2196,Diesel,39.2,2.2
I30,2018.0,12700,Manual,8404,Diesel,74.3,1.6
I30,2015.0,6691,Manual,51641,Diesel,78.4,
I10,2019.0,8470,Manual,9932,Petrol,60.1,1.0
Ioniq,2019.0,19936,Automatic,8000,Hybrid,78.5,1.6
Tucson,2016.0,12289,Manual,50193,Diesel,61.7,1.7
I10,2019.0,7899,Manual,3001,Petrol,60.1,1.0
Tucson,2016.0,13399,Automatic,31828,Diesel,57.6,1.7
I10,2018.0,8995,Manual,10481,Petrol,57.7,1.2
Santa Fe,2019.0,30999,Automatic,10035,Diesel,42.8,
I10,2018.0,8495,Manual,9002,Petrol,60.1,1.0
I10,2019.0,8990,Manual,3000,Petrol,49.6,1.0
Tucson,2018.0,15450,Manual,14427,Petrol,44.8,1.6
I40,2018.0,12295,Manual,30734,Diesel,67.3,1.7
Tucson,2016.0,10985,Manual,60996,Diesel,61.7,1.7
I30,2016.0,9998,Manual,33298,Diesel,72.4,1.6
Santa Fe,2017.0,21499,Semi-Auto,28847,Diesel,42.8,2.2
I800,2018.0,15800,Manual,33387,Diesel,31.7,2.5
I30,2010.0,3495,Manual,80000,Petrol,46.3,1.4
IX20,,9698,Manual,6368,Petrol,50.4,1.4
Santa Fe,2019.0,29290,Semi-Auto,4721,Diesel,39.8,2.2
Santa Fe,2019.0,30995,Semi-Auto,3200,Diesel,39.8,2.2
I30,2010.0,3495,Manual,44670,Petrol,46.3,1.4
Tucson,2016.0,10698,Manual,67372,Diesel,61.7,1.7
Ioniq,2019.0,19999,Automatic,8732,Hybrid,62.8,1.6
Ioniq,2019.0,16498,Automatic,7192,Hybrid,78.5,1.6
Santa Fe,2016.0,20995,Manual,19454,Diesel,47.1,2.2
I10,2017.0,7500,Manual,14570,Petrol,57.7,1.2
I30,2019.0,23000,Manual,1790,Petrol,34.0,2.0
Tucson,2019.0,24989,Manual,4426,Hybrid,47.9,1.6
I30,,13975,Semi-Auto,9578,Petrol,52.3,1.4
Tucson,2018.0,13700,Manual,19087,,44.8,1.6
I10,2018.0,7659,Manual,30868,Petrol,57.7,1.2
I10,2015.0,5950,Manual,26280,Petrol,57.6,1.2
Santa Fe,2017.0,18350,Semi-Auto,29249,Diesel,42.8,2.2
Tucson,2016.0,10870,Manual,51846,Diesel,61.7,1.7
I10,2019.0,9491,Manual,4000,Petrol,49.6,1.0
I10,2018.0,7900,Manual,10164,Petrol,60.1,1.0
Santa Fe,2015.0,14000,Automatic,43450,Diesel,41.5,2.2
Tucson,2016.0,12500,Manual,35329,Diesel,61.7,1.7
Ioniq,2019.0,16995,Automatic,6918,Hybrid,78.5,1.6
I10,,7291,Manual,11562,Petrol,60.1,1.0
I10,2018.0,7995,Manual,7594,Petrol,60.1,1.0
Tucson,2017.0,13000,Manual,12023,Diesel,61.7,1.7
Tucson,2009.0,3885,Manual,93890,Diesel,39.8,2.0
Tucson,2017.0,15236,Semi-Auto,19651,,57.6,1.7
Tucson,2019.0,15498,Manual,15751,Petrol,34.9,1.6
I10,2017.0,6795,Manual,33834,Petrol,57.7,
Santa Fe,2019.0,33900,Automatic,1173,Diesel,39.2,2.2
Kona,2019.0,13990,Manual,15927,Petrol,44.1,1.0
I20,2017.0,7995,Manual,24714,Petrol,58.9,1.2
I10,2017.0,6998,Manual,39968,Petrol,57.7,1.2
Tucson,2015.0,9795,Manual,70075,Diesel,61.7,1.7
Kona,2018.0,21495,Automatic,5200,Petrol,34.0,1.6
Tucson,2016.0,11990,Manual,42000,Diesel,61.7,
Tucson,2019.0,20195,Manual,3500,Petrol,35.3,1.6
I10,2016.0,7595,Manual,17166,Petrol,57.6,1.2
I30,2015.0,6885,Manual,59000,Diesel,78.4,1.6
IX20,2018.0,15495,Manual,2259,Petrol,37.2,1.6
Tucson,2016.0,12950,Manual,37350,Diesel,58.9,2.0
IX20,,7699,Manual,38000,Petrol,50.4,1.4
I20,2014.0,6995,Automatic,18000,Petrol,47.1,1.4
I10,2016.0,6130,Manual,19390,Petrol,60.1,1.0
I20,2018.0,9699,Manual,3600,Petrol,65.7,1.0
I10,2018.0,7099,Manual,3048,Petrol,60.1,1.0
Kona,2019.0,15995,Manual,5000,Petrol,44.1,1.0
I20,2017.0,8600,Manual,19398,Petrol,58.9,0.0
I40,2019.0,21490,Semi-Auto,9000,Diesel,54.3,1.6
Tucson,2016.0,11695,Manual,22684,Diesel,61.7,1.7
I20,2016.0,7698,Manual,27918,Petrol,65.7,1.0
Tucson,2017.0,11360,Manual,41103,Petrol,44.8,1.6
I20,2018.0,10000,Manual,25516,Petrol,46.3,1.2
Santa Fe,2015.0,16998,Semi-Auto,38514,Diesel,42.2,2.2
Tucson,2016.0,11349,Manual,18006,Diesel,61.7,1.7
I10,2018.0,8490,Manual,19995,Petrol,60.1,1.0
I20,2019.0,10395,Manual,14600,Petrol,46.3,1.2
I10,2018.0,7995,Manual,25000,Petrol,57.7,1.2
I20,2019.0,11240,Manual,5215,Petrol,46.3,1.2
Ioniq,2019.0,16995,Automatic,8809,Hybrid,78.5,1.6
IX35,2014.0,7890,Manual,52000,Diesel,53.3,1.7
IX35,2014.0,9397,Automatic,44205,Diesel,41.5,2.0
I10,2013.0,3499,Manual,43204,Petrol,61.4,1.2
I10,2017.0,7500,Manual,28076,Petrol,57.7,1.2
I30,2019.0,14298,Manual,1232,Petrol,44.8,1.0
I10,2018.0,10498,Semi-Auto,4826,Petrol,47.9,1.2
I10,2017.0,8490,Semi-Auto,24890,Petrol,47.9,1.2
IX20,2016.0,8498,Manual,19658,Petrol,50.4,1.4
Tucson,2018.0,16995,Manual,18157,Diesel,48.7,
Kona,2019.0,14989,Manual,1850,Petrol,44.1,1.0
I30,2016.0,9795,Manual,42310,Diesel,72.4,1.6
Santa Fe,2019.0,33995,Automatic,6363,Diesel,42.8,2.2
Tucson,2017.0,12490,Manual,17310,Diesel,61.7,1.7
Tucson,2016.0,11485,Manual,53963,Diesel,61.7,1.7
I20,2016.0,7760,Manual,20934,Petrol,56.5,1.2
IX20,2016.0,9000,Manual,21686,Petrol,50.4,1.4
I20,2019.0,12495,Manual,500,Petrol,46.3,1.2
Tucson,2018.0,17750,Manual,13470,Petrol,34.9,1.6
Tucson,2017.0,16998,Semi-Auto,23941,,57.6,1.7
