model,year,price,transmission,mileage,fuelType,mpg,engineSize
,2019,23250,Semi-Auto,11659.0,Diesel,55.4,2.0
5 Series,2017,19000,Semi-Auto,,Diesel,68.9,2.0
3 Series,2016,17500,Automatic,48000.0,Other,134.5,2.0
1 Series,2013,7131,Manual,73919.0,Diesel,65.7,2.0
3 Series,2019,23499,Automatic,5634.0,Petrol,47.9,2.0
X6,2020,55985,Semi-Auto,1365.0,Diesel,34.9,3.0
3 Series,2017,20340,Semi-Auto,34390.0,Diesel,51.4,3.0
3 Series,2015,13695,Manual,30000.0,Diesel,60.1,2.0
1 Series,2014,10695,Manual,53310.0,Diesel,62.8,2.0
2 Series,2019,21590,Semi-Auto,10199.0,Petrol,47.9,2.0
3 Series,2015,20990,Manual,17620.0,Petrol,36.7,3.0
1 Series,2019,23440,Manual,4729.0,Petrol,41.5,1.5
1 Series,2016,10250,Manual,46717.0,Petrol,53.3,1.5
3 Series,2018,23890,Semi-Auto,17240.0,Diesel,51.4,3.0
X3,2017,19800,Automatic,38636.0,Diesel,54.3,2.0
1 Series,2017,21980,Semi-Auto,,Petrol,39.8,3.0
3 Series,2019,24450,Semi-Auto,9522.0,Diesel,62.8,2.0
1 Series,2010,5995,Manual,106000.0,Diesel,56.5,2.0
2 Series,2017,14000,Manual,18234.0,Petrol,52.3,1.5
X3,2015,16348,Automatic,,,47.1,3.0
X4,2014,16700,Manual,44678.0,Diesel,52.3,2.0
1 Series,2016,11200,Manual,23005.0,Petrol,53.3,1.5
3 Series,2016,16000,Automatic,51440.0,Diesel,49.6,3.0
3 Series,2018,19800,Automatic,29473.0,Diesel,64.2,2.0
5 Series,2016,11995,Manual,69850.0,Diesel,65.7,2.0
M4,2019,49010,Automatic,837.0,Petrol,34.0,3.0
3 Series,2012,8990,Manual,59000.0,Diesel,55.4,2.0
1 Series,2016,10607,Manual,90868.0,Petrol,52.3,1.5
1 Series,2019,30160,Automatic,7890.0,Petrol,34.5,2.0
3 Series,2014,14000,Manual,41384.0,Petrol,41.5,2.0
2 Series,2019,21995,Manual,11.0,Petrol,42.2,1.5
2 Series,2019,21876,Automatic,7910.0,,64.2,2.0
i3,2017,19000,Automatic,23983.0,Hybrid,470.8,0.0
,2020,30000,Semi-Auto,10.0,Diesel,60.1,2.0
X5,2019,46875,Semi-Auto,9438.0,Diesel,37.7,3.0
X1,2018,18502,Manual,12800.0,Diesel,68.9,2.0
,2016,12500,Manual,24111.0,Petrol,47.1,1.6
3 Series,2019,33890,Automatic,2993.0,Diesel,47.9,3.0
X1,2018,20980,Semi-Auto,29757.0,Diesel,60.1,2.0
3 Series,2018,20706,Automatic,11499.0,Diesel,62.8,2.0
X3,2019,36990,Semi-Auto,5104.0,Diesel,54.3,2.0
2 Series,2020,35250,Semi-Auto,100.0,Diesel,49.6,2.0
3 Series,2014,10490,Automatic,76000.0,Diesel,62.8,2.0
3 Series,2017,20898,Semi-Auto,17131.0,Diesel,64.2,2.0
2 Series,2016,10400,Manual,37567.0,Diesel,74.3,1.5
2 Series,2019,21990,Manual,1243.0,Petrol,42.2,1.5
1 Series,2019,18989,Manual,20442.0,Diesel,70.6,1.5
4 Series,2019,29882,Semi-Auto,3121.0,Petrol,45.6,2.0
5 Series,2016,17995,Semi-Auto,52511.0,Diesel,60.1,2.0
7 Series,2016,29990,Automatic,33000.0,Diesel,54.3,3.0
3 Series,2015,13400,Automatic,24741.0,Diesel,62.8,2.0
3 Series,2015,11970,Semi-Auto,44533.0,Diesel,68.9,2.0
X1,2017,16998,Semi-Auto,46622.0,Diesel,57.6,2.0
3 Series,2015,17990,Automatic,27369.0,Diesel,51.4,3.0
2 Series,2020,23950,Semi-Auto,11.0,Petrol,50.4,1.5
3 Series,2019,26950,Semi-Auto,4320.0,Petrol,42.2,2.0
X7,2019,64400,Semi-Auto,,Diesel,33.6,3.0
X3,2019,38900,Automatic,,Diesel,54.3,2.0
6 Series,2015,31975,Automatic,38509.0,Petrol,28.5,4.4
5 Series,2017,28735,Semi-Auto,21638.0,Diesel,53.3,3.0
X3,2016,16000,Automatic,80895.0,Diesel,54.3,2.0
1 Series,2014,5993,Manual,113000.0,Diesel,74.3,1.6
3 Series,2019,26899,Automatic,11512.0,Diesel,52.3,2.0
X5,2019,48440,Automatic,8000.0,Diesel,37.7,3.0
X2,2019,24995,Semi-Auto,4980.0,Diesel,52.3,2.0
1 Series,2017,11400,Manual,37000.0,Petrol,53.3,1.5
X1,2017,19495,Semi-Auto,23397.0,Diesel,57.6,2.0
3 Series,2014,14500,Automatic,10303.0,Diesel,62.8,2.0
,2016,12180,Manual,56763.0,Diesel,68.9,2.0
X3,2016,18850,Automatic,56782.0,,54.3,2.0
3 Series,2019,24597,Semi-Auto,5574.0,Petrol,48.7,2.0
X3,2016,21990,Semi-Auto,28211.0,Diesel,54.3,2.0
M3,2013,19699,Automatic,58125.0,Petrol,25.2,4.0
3 Series,2012,13900,Automatic,52000.0,Petrol,43.5,2.0
3 Series,2017,24950,Automatic,5000.0,Diesel,51.4,3.0
5 Series,2017,19499,Automatic,21728.0,Diesel,65.7,2.0
X3,2019,34950,Semi-Auto,14.0,Diesel,54.3,2.0
3 Series,2018,21420,Semi-Auto,21328.0,Diesel,60.1,2.0
5 Series,2016,18656,Semi-Auto,25695.0,Diesel,51.4,3.0
5 Series,2010,7990,Automatic,85724.0,Diesel,46.3,3.0
2 Series,2019,21205,Semi-Auto,,Petrol,50.4,1.5
3 Series,2017,19700,Automatic,27748.0,Diesel,49.6,3.0
X2,2019,31800,Semi-Auto,2188.0,Petrol,34.9,2.0
X3,2019,42836,Semi-Auto,6881.0,Diesel,36.7,3.0
X1,2015,14995,Manual,39000.0,Diesel,58.9,2.0
3 Series,2017,14400,Manual,14358.0,Petrol,48.7,2.0
X3,2007,4990,Automatic,100000.0,Diesel,32.8,3.0
1 Series,2019,17444,Automatic,5500.0,Diesel,72.4,1.5
X3,2020,34440,Semi-Auto,105.0,Diesel,54.3,2.0
X3,2016,19300,Manual,29281.0,Diesel,52.3,2.0
X5,2019,61083,Semi-Auto,2151.0,Diesel,33.6,3.0
1 Series,2019,28888,Automatic,999.0,,48.7,2.0
3 Series,2019,26498,Semi-Auto,21165.0,Diesel,48.7,2.0
3 Series,2015,14499,Manual,28656.0,Petrol,47.9,2.0
2 Series,2014,11799,Manual,14264.0,Petrol,44.8,2.0
1 Series,2019,15199,Manual,,Petrol,53.3,1.5
1 Series,2016,12999,Automatic,68949.0,Petrol,43.5,2.0
1 Series,2014,8500,Manual,39390.0,Diesel,65.7,2.0
4 Series,2018,21789,Automatic,35423.0,Diesel,55.4,3.0
1 Series,2017,17695,Automatic,4632.0,Petrol,54.3,1.5
2 Series,2019,24990,Semi-Auto,4155.0,Diesel,65.7,2.0
5 Series,2015,12990,Automatic,61000.0,Diesel,62.8,2.0
1 Series,2015,12450,Manual,24474.0,Petrol,52.3,1.5
X3,2019,56000,Semi-Auto,4187.0,Petrol,24.8,3.0
1 Series,2016,9895,Manual,61800.0,Diesel,72.4,1.5
1 Series,2019,16888,Automatic,11747.0,Diesel,72.4,1.5
1 Series,2014,13798,Manual,50026.0,Petrol,35.3,3.0
1 Series,2019,19999,Semi-Auto,6386.0,Petrol,47.9,2.0
X3,2017,19980,Automatic,55780.0,Diesel,54.3,2.0
Z4,2020,32495,Semi-Auto,2200.0,Petrol,38.7,2.0
4 Series,2016,10695,Manual,85520.0,,67.3,2.0
5 Series,2017,25980,Semi-Auto,15856.0,Petrol,39.2,3.0
1 Series,2019,24600,Semi-Auto,7072.0,Petrol,40.4,1.5
4 Series,2019,23480,Automatic,6771.0,Petrol,48.7,2.0
1 Series,2020,25450,Semi-Auto,6565.0,,51.4,2.0
1 Series,2015,12999,Automatic,34267.0,Diesel,70.6,2.0
,2019,23780,Semi-Auto,5831.0,Petrol,40.4,1.5
1 Series,2020,27495,Semi-Auto,1500.0,Diesel,51.4,2.0
1 Series,2014,11990,Automatic,24500.0,Petrol,48.7,1.6
X2,2019,28988,Automatic,7893.0,Diesel,58.9,2.0
2 Series,2019,29990,Automatic,6300.0,Hybrid,113.0,1.5
X4,2015,17000,Automatic,59016.0,Diesel,54.3,2.0
3 Series,2016,12295,Automatic,72390.0,Hybrid,148.7,2.0
Z4,2020,30990,Semi-Auto,12.0,Petrol,38.7,2.0
2 Series,2016,17000,Semi-Auto,22783.0,Diesel,62.8,2.0
3 Series,2020,23850,Semi-Auto,23.0,Petrol,42.2,2.0
1 Series,2017,11500,Manual,23787.0,Diesel,83.1,1.5
4 Series,2019,24775,Semi-Auto,10535.0,Diesel,65.7,2.0
X1,2019,26990,Automatic,7288.0,Petrol,39.8,2.0
1 Series,2015,10490,Manual,43000.0,Petrol,49.6,1.6
4 Series,2017,19961,Semi-Auto,22100.0,Diesel,65.7,2.0
X1,2016,18998,Semi-Auto,24347.0,Diesel,55.4,2.0
6 Series,2014,17898,Semi-Auto,64215.0,Diesel,49.6,3.0
3 Series,2019,22382,Semi-Auto,10142.0,Diesel,55.4,2.0
3 Series,2015,14930,Automatic,33330.0,Diesel,60.1,2.0
2 Series,2016,10500,Manual,83200.0,Diesel,64.2,2.0
X6,2019,58988,Automatic,5000.0,Petrol,26.4,3.0
3 Series,2019,33995,Semi-Auto,3633.0,Petrol,41.5,2.0
1 Series,2008,3975,Manual,79000.0,Diesel,62.8,2.0
2 Series,2017,20990,Semi-Auto,10.0,Petrol,52.3,1.5
2 Series,2020,25485,Semi-Auto,877.0,Diesel,64.2,2.0
3 Series,2018,20490,Automatic,12054.0,Diesel,64.2,2.0
5 Series,2019,29550,Automatic,2220.0,Diesel,62.8,2.0
,2019,24990,Semi-Auto,8830.0,Petrol,48.7,2.0
3 Series,2014,11880,Automatic,28000.0,Diesel,62.8,2.0
1 Series,2017,16800,Automatic,22396.0,Petrol,54.3,1.5
1 Series,2018,17595,Semi-Auto,26268.0,Petrol,47.9,2.0
3 Series,2019,29480,Semi-Auto,2228.0,Diesel,52.3,2.0
2 Series,2019,22450,Automatic,11275.0,Hybrid,148.7,1.5
1 Series,2017,22490,Semi-Auto,15985.0,Petrol,39.8,3.0
2 Series,2015,15980,Semi-Auto,38403.0,Diesel,58.9,2.0
1 Series,2009,3995,Manual,103000.0,Petrol,46.3,2.0
,2016,25243,Semi-Auto,21050.0,Diesel,51.4,3.0
4 Series,2017,20892,Semi-Auto,18278.0,Diesel,60.1,2.0
X1,2016,19682,Semi-Auto,41455.0,Diesel,57.6,2.0
,2020,26990,Semi-Auto,11.0,Petrol,52.3,2.0
1 Series,2017,11500,Manual,47674.0,Diesel,68.9,2.0
1 Series,2017,17498,Semi-Auto,17640.0,Diesel,65.7,2.0
X7,2019,67120,Automatic,10.0,Diesel,33.6,3.0
3 Series,2019,18550,Manual,7478.0,Petrol,49.6,1.5
7 Series,2019,49990,Semi-Auto,5364.0,Diesel,44.1,3.0
4 Series,2019,26922,Semi-Auto,4068.0,Diesel,65.7,2.0
4 Series,2015,15599,Automatic,54213.0,Diesel,65.7,2.0
X5,2016,28140,Automatic,43003.0,Diesel,47.1,3.0
1 Series,2019,24862,Semi-Auto,5810.0,Petrol,40.4,1.5
2 Series,2016,11295,Manual,68940.0,Diesel,64.2,2.0
1 Series,2017,14995,Manual,19866.0,Diesel,65.7,2.0
1 Series,2016,12392,Automatic,27986.0,Diesel,70.6,2.0
M4,2018,34990,Automatic,9210.0,Petrol,34.0,3.0
,2017,16400,Automatic,24852.0,Diesel,65.7,2.0
1 Series,2017,12491,Manual,19167.0,Diesel,68.9,2.0
X2,2019,24543,Semi-Auto,3412.0,Petrol,38.7,2.0
X2,2020,26450,Semi-Auto,2095.0,Petrol,40.4,2.0
2 Series,2016,13998,Manual,16260.0,Diesel,68.9,1.5
3 Series,2017,12600,Automatic,55751.0,Petrol,51.4,1.5
X2,2020,31995,Semi-Auto,1501.0,Diesel,61.4,2.0
5 Series,2015,11399,Automatic,92428.0,Diesel,62.8,2.0
3 Series,2019,21220,Semi-Auto,19494.0,Petrol,48.7,2.0
X3,2014,17495,Semi-Auto,54075.0,Diesel,54.3,2.0
X1,2014,10422,Manual,29387.0,Diesel,51.4,2.0
X6,2020,65352,Semi-Auto,3158.0,Petrol,26.4,3.0
4 Series,2016,17940,Automatic,27069.0,Petrol,45.6,2.0
X1,2013,9527,Semi-Auto,60973.0,Diesel,56.5,2.0
1 Series,2018,17495,Semi-Auto,7700.0,Petrol,36.7,1.5
4 Series,2019,26444,Automatic,6500.0,Diesel,65.7,2.0
1 Series,2014,8499,Manual,43248.0,Diesel,68.9,2.0
Z4,2019,31990,Semi-Auto,9950.0,Petrol,38.7,2.0
4 Series,2019,37450,Semi-Auto,10.0,Diesel,60.1,2.0
4 Series,2018,23990,Semi-Auto,19438.0,Diesel,55.4,3.0
2 Series,2019,22275,Manual,12.0,Petrol,42.2,1.5
2 Series,2018,18291,Semi-Auto,10028.0,Petrol,47.9,2.0
3 Series,2019,21590,Semi-Auto,20000.0,Petrol,47.9,2.0
4 Series,2019,25990,Semi-Auto,11555.0,,46.3,2.0
,2020,43880,Automatic,5980.0,Hybrid,8.8,2.0
X5,2019,46875,Semi-Auto,10834.0,Diesel,37.7,3.0
Z4,2013,13700,Automatic,35554.0,Petrol,41.5,2.0
X5,2019,48190,Automatic,7580.0,Diesel,37.7,3.0
X1,2020,35040,Semi-Auto,562.0,Diesel,60.1,2.0
3 Series,2017,16700,Automatic,61968.0,Other,134.5,2.0
3 Series,2017,18341,Semi-Auto,51260.0,Diesel,53.3,3.0
X1,2014,10999,Automatic,45740.0,Diesel,52.3,2.0
X3,2016,13400,Automatic,85575.0,Diesel,54.3,2.0
X7,2019,77880,Semi-Auto,6506.0,Diesel,31.4,3.0
3 Series,2017,22980,Semi-Auto,12600.0,Diesel,51.4,3.0
3 Series,2017,18500,Automatic,29130.0,Hybrid,148.7,2.0
5 Series,2016,15940,Automatic,66652.0,Diesel,51.4,3.0
X3,2016,23450,Semi-Auto,23961.0,Diesel,54.3,2.0
4 Series,2016,19444,Semi-Auto,55297.0,Diesel,50.4,3.0
X7,2019,74980,Automatic,7901.0,Diesel,31.4,3.0
2 Series,2016,15490,Semi-Auto,36924.0,Diesel,62.8,2.0
2 Series,2019,19776,Manual,110.0,Petrol,42.8,1.5
1 Series,2019,21990,Manual,7734.0,Petrol,41.5,1.5
3 Series,2009,5995,Manual,47125.0,Diesel,58.9,2.0
3 Series,2016,18498,Semi-Auto,36501.0,Diesel,53.3,3.0
1 Series,2017,16998,Semi-Auto,12458.0,Diesel,62.8,2.0
X2,2020,30413,Semi-Auto,101.0,Petrol,39.2,2.0
1 Series,2018,18698,Semi-Auto,9312.0,Diesel,65.7,2.0
3 Series,2015,14000,Automatic,66355.0,Diesel,60.1,2.0
3 Series,2017,13500,Automatic,48082.0,Petrol,51.4,2.0
1 Series,2016,17499,Automatic,42355.0,,37.7,3.0
3 Series,2016,15600,Automatic,45900.0,Diesel,53.3,3.0
X5,2019,50382,Semi-Auto,4846.0,Diesel,37.7,3.0
2 Series,2017,16498,Semi-Auto,22056.0,Diesel,64.2,2.0
4 Series,2019,30490,Semi-Auto,4984.0,Diesel,49.6,3.0
3 Series,2016,19250,Semi-Auto,37679.0,Diesel,53.3,3.0
5 Series,2019,27802,Semi-Auto,,Diesel,65.7,2.0
4 Series,2020,35995,Semi-Auto,1000.0,Diesel,58.9,2.0
3 Series,2014,11891,Semi-Auto,54335.0,Diesel,62.8,2.0
2 Series,2019,28640,Semi-Auto,4400.0,Petrol,46.3,2.0
2 Series,2018,20990,Semi-Auto,,Petrol,47.9,2.0
X3,2013,10795,Automatic,94853.0,Diesel,50.4,2.0
1 Series,2017,18494,Semi-Auto,17129.0,Petrol,47.9,2.0
5 Series,2019,29888,Automatic,14139.0,Diesel,55.4,2.0
1 Series,2020,23450,Manual,1524.0,Petrol,44.1,1.5
3 Series,2013,11001,Manual,61000.0,Diesel,58.9,2.0
3 Series,2020,35158,Semi-Auto,101.0,Diesel,48.7,2.0
3 Series,2018,18000,Automatic,21057.0,Diesel,64.2,0.0
3 Series,2015,19995,Semi-Auto,23338.0,Petrol,41.5,3.0
1 Series,2019,24488,Automatic,7932.0,Petrol,47.9,2.0
3 Series,2014,10950,Automatic,42000.0,Diesel,62.8,2.0
4 Series,2018,21250,Automatic,,Diesel,65.7,2.0
1 Series,2014,11998,Manual,20990.0,Diesel,64.2,2.0
5 Series,2017,23495,Semi-Auto,8213.0,Diesel,62.8,2.0
3 Series,2018,25990,Semi-Auto,8344.0,Diesel,53.3,3.0
3 Series,2018,19990,Manual,2459.0,Petrol,47.9,2.0
6 Series,2016,23595,Semi-Auto,24600.0,Diesel,51.4,3.0
2 Series,2019,19980,Semi-Auto,3602.0,Diesel,52.3,2.0
X2,2019,24403,Manual,5884.0,Diesel,55.4,2.0
4 Series,2016,19950,Automatic,20600.0,Diesel,60.1,2.0
X1,2014,9990,Automatic,68000.0,Diesel,56.5,2.0
3 Series,2017,19299,Automatic,15873.0,Diesel,54.3,3.0
X1,2014,9490,Manual,50000.0,Diesel,51.4,2.0
X2,2019,29975,Automatic,123.0,Diesel,48.7,2.0
3 Series,2018,19785,Semi-Auto,30187.0,Diesel,62.8,2.0
4 Series,2019,24900,Automatic,4980.0,Petrol,45.6,2.0
1 Series,2019,35995,Semi-Auto,1000.0,Petrol,34.5,2.0
6 Series,2019,32750,Automatic,9205.0,Diesel,44.1,2.0
1 Series,2015,11950,Semi-Auto,67500.0,Diesel,67.3,2.0
1 Series,2017,14420,Manual,17357.0,Diesel,70.6,1.5
3 Series,2014,11998,Manual,11545.0,Petrol,44.8,2.0
1 Series,2016,8454,Manual,76241.0,Diesel,83.1,1.5
,2020,28790,Semi-Auto,953.0,Diesel,51.4,2.0
5 Series,2007,6470,Automatic,75000.0,Diesel,35.8,2.5
4 Series,2017,14000,Automatic,53639.0,Diesel,70.6,2.0
X5,2016,24000,Automatic,72219.0,Diesel,47.1,3.0
1 Series,2017,19548,Manual,20485.0,Petrol,36.2,3.0
2 Series,2020,21890,Semi-Auto,11.0,,50.4,1.5
5 Series,2014,14199,Automatic,30749.0,Diesel,57.6,2.0
4 Series,2019,23990,Semi-Auto,120.0,Diesel,60.1,2.0
2 Series,2017,15998,Semi-Auto,30330.0,Diesel,64.2,2.0
3 Series,2016,11300,Automatic,73178.0,Diesel,70.6,2.0
3 Series,2019,37980,Semi-Auto,2459.0,Petrol,34.9,3.0
2 Series,2016,14999,Manual,21985.0,Petrol,44.1,2.0
3 Series,2016,11298,Manual,64308.0,Diesel,68.9,2.0
1 Series,2019,18500,Automatic,16189.0,Diesel,67.3,2.0
X1,2019,27440,Manual,123.0,Petrol,39.8,1.5
X5,2019,51990,Semi-Auto,102.0,Diesel,37.7,3.0
1 Series,2015,9490,Manual,35000.0,Petrol,50.4,1.6
5 Series,2014,14790,Semi-Auto,40715.0,Diesel,62.8,2.0
Z4,2014,3076,Manual,31074.0,,41.5,2.0
1 Series,2019,26988,Automatic,5000.0,Diesel,51.4,2.0
,2014,14099,Manual,53050.0,Petrol,35.3,3.0
X3,2016,22000,Automatic,34208.0,Diesel,54.3,2.0
X1,2011,6990,Manual,92000.0,Diesel,54.3,2.0
X4,2020,41904,Semi-Auto,101.0,Diesel,42.8,2.0
M5,2019,58991,Semi-Auto,16529.0,Petrol,26.9,4.4
3 Series,2019,30761,Semi-Auto,3465.0,,52.3,2.0
X1,2017,14700,Manual,38405.0,Diesel,68.9,2.0
1 Series,2019,20980,Manual,6553.0,Petrol,44.1,1.5
1 Series,2015,10500,Manual,36383.0,Petrol,53.3,1.5
2 Series,2019,20690,Semi-Auto,8841.0,Diesel,51.4,2.0
1 Series,2017,17500,Automatic,9020.0,Diesel,65.7,2.0
2 Series,2019,21450,Automatic,7044.0,Hybrid,148.7,1.5
4 Series,2015,12695,Automatic,105730.0,Diesel,58.9,2.0
3 Series,2017,16970,Manual,24015.0,Diesel,60.1,2.0
3 Series,2019,28990,Semi-Auto,7322.0,Diesel,52.3,2.0
3 Series,2015,10999,Automatic,90018.0,Diesel,70.6,2.0
3 Series,2018,18600,Automatic,33254.0,Diesel,64.2,2.0
3 Series,2011,6490,Manual,90000.0,Diesel,62.8,2.0
X3,2019,34000,Automatic,5000.0,Diesel,54.3,2.0
3 Series,2015,16237,Semi-Auto,37466.0,Diesel,56.5,3.0
3 Series,2017,19450,Semi-Auto,24701.0,Diesel,62.8,2.0
2 Series,2019,26806,Semi-Auto,15.0,Petrol,47.9,2.0
X1,2020,29000,Semi-Auto,9.0,Petrol,47.9,2.0
4 Series,2018,27989,Automatic,10077.0,Petrol,39.2,3.0
X2,2020,34999,Automatic,1217.0,Diesel,58.9,2.0
1 Series,2019,19480,Automatic,,Diesel,67.3,2.0
1 Series,2017,21307,Semi-Auto,12969.0,,39.8,3.0
5 Series,2015,10699,Automatic,93056.0,Diesel,68.9,2.0
5 Series,2016,19495,Semi-Auto,74836.0,Diesel,47.9,3.0
1 Series,2019,16695,Manual,4160.0,Petrol,53.3,1.5
3 Series,2016,12600,Manual,47546.0,Diesel,67.3,2.0
1 Series,2013,7998,Manual,74772.0,Diesel,65.7,2.0
5 Series,2018,28988,Automatic,40820.0,Petrol,39.2,3.0
5 Series,2019,30890,Automatic,123.0,,47.9,2.0
1 Series,2009,2995,Manual,120000.0,Diesel,62.8,2.0
5 Series,2015,13279,Automatic,50355.0,Diesel,62.8,2.0
1 Series,2015,12299,Semi-Auto,46242.0,Diesel,62.8,2.0
2 Series,2016,14480,Semi-Auto,19821.0,Diesel,64.2,2.0
X4,2015,26332,Semi-Auto,8732.0,Diesel,47.9,3.0
3 Series,2015,9773,Manual,71339.0,Diesel,67.3,2.0
3 Series,2015,15990,Semi-Auto,46486.0,Petrol,48.7,2.0
1 Series,2018,12800,Automatic,38527.0,Petrol,58.9,1.5
4 Series,2018,20499,Automatic,9629.0,Petrol,45.6,2.0
1 Series,2016,20990,Manual,10.0,Diesel,68.9,2.0
6 Series,2015,18990,Automatic,62953.0,Diesel,51.4,3.0
1 Series,2019,21875,Manual,13252.0,Petrol,41.5,1.5
2 Series,2017,17000,Automatic,,Diesel,65.7,2.0
3 Series,2018,17399,Automatic,29433.0,Diesel,62.8,2.0
2 Series,2020,23990,Semi-Auto,10.0,Petrol,39.2,1.5
1 Series,2015,11699,Manual,33826.0,Diesel,65.7,2.0
4 Series,2020,29485,Semi-Auto,45.0,Diesel,52.3,3.0
5 Series,2017,23999,Automatic,,Diesel,65.7,2.0
X3,2019,36750,Automatic,9002.0,Diesel,54.3,2.0
3 Series,2020,28990,Semi-Auto,14.0,,50.4,2.0
3 Series,2016,13999,Manual,52713.0,Diesel,64.2,2.0
2 Series,2016,11299,Automatic,49981.0,Diesel,72.4,1.5
1 Series,2019,30000,Automatic,8501.0,Petrol,34.5,2.0
3 Series,2015,15991,Semi-Auto,48000.0,Diesel,53.3,3.0
3 Series,2020,24990,Manual,101.0,Diesel,56.5,2.0
2 Series,2015,11490,Manual,76000.0,Diesel,64.2,2.0
3 Series,2018,21512,Automatic,21045.0,Diesel,62.8,2.0
4 Series,2018,20590,Semi-Auto,30000.0,Petrol,48.7,2.0
5 Series,2018,21950,Automatic,21947.0,Diesel,68.9,2.0
3 Series,2009,4150,Manual,125000.0,Diesel,60.1,2.0
2 Series,2020,22990,Semi-Auto,13.0,Petrol,47.9,2.0
4 Series,2019,24970,Semi-Auto,101.0,Petrol,45.6,2.0
5 Series,2019,28500,Semi-Auto,3816.0,Diesel,62.8,2.0
3 Series,2016,14100,Manual,43015.0,Diesel,56.5,2.0
X2,2020,30990,Manual,6.0,Petrol,42.8,1.5
2 Series,2019,23489,Automatic,123.0,Diesel,65.7,2.0
3 Series,2019,26000,Semi-Auto,4826.0,Diesel,60.1,2.0
2 Series,2020,22950,Manual,500.0,Petrol,42.8,1.5
X4,2019,35480,Semi-Auto,13142.0,Diesel,42.8,2.0
5 Series,2017,22990,Semi-Auto,15985.0,Diesel,65.7,2.0
1 Series,2018,18480,Semi-Auto,17402.0,Petrol,47.9,2.0
1 Series,2017,10700,Manual,38664.0,Diesel,83.1,1.5
3 Series,2018,21300,Semi-Auto,18564.0,Diesel,60.1,2.0
X3,2015,20491,Semi-Auto,51111.0,Diesel,47.1,3.0
5 Series,2019,27500,Semi-Auto,7095.0,Petrol,50.4,2.0
7 Series,2016,26149,Automatic,26093.0,Diesel,53.3,3.0
1 Series,2017,16790,Manual,15468.0,Petrol,46.3,2.0
X4,2015,23500,Automatic,31723.0,,47.9,3.0
5 Series,2015,12393,Semi-Auto,80582.0,Diesel,62.8,2.0
2 Series,2017,21000,Semi-Auto,,Petrol,39.8,3.0
1 Series,2017,21490,Semi-Auto,25954.0,Petrol,39.8,3.0
5 Series,2018,30500,Semi-Auto,9671.0,Petrol,39.2,3.0
X1,2017,20980,Semi-Auto,21330.0,Petrol,44.8,2.0
1 Series,2008,4795,Manual,89241.0,Petrol,42.8,2.0
5 Series,2019,26350,Semi-Auto,6360.0,Diesel,65.7,2.0
1 Series,2016,10990,Manual,36681.0,Diesel,83.1,1.5
X2,2018,20500,Automatic,6471.0,Diesel,52.3,2.0
7 Series,2017,34000,Semi-Auto,34024.0,Hybrid,128.4,2.0
1 Series,2015,16314,Manual,17846.0,Petrol,35.3,3.0
X3,2019,39500,Semi-Auto,1704.0,Diesel,54.3,2.0
X1,2019,25680,Automatic,1768.0,Diesel,65.7,2.0
3 Series,2018,20690,Automatic,16986.0,Diesel,64.2,2.0
2 Series,2019,34950,Manual,3254.0,Diesel,54.3,1.5
2 Series,2019,22650,Manual,100.0,Diesel,61.4,2.0
4 Series,2015,13000,Automatic,56131.0,Diesel,62.8,2.0
2 Series,2017,15499,Automatic,17931.0,Diesel,67.3,2.0
1 Series,2016,9990,Manual,40000.0,Diesel,83.1,1.5
X1,2016,18286,Semi-Auto,35300.0,Diesel,57.6,2.0
2 Series,2015,11991,Manual,52656.0,Diesel,62.8,2.0
3 Series,2013,9999,Automatic,86364.0,Diesel,55.4,3.0
3 Series,2016,17700,Automatic,20670.0,Other,134.5,2.0
X4,2019,41850,Automatic,5789.0,Petrol,26.9,3.0
2 Series,2018,26441,Semi-Auto,2772.0,Petrol,32.5,3.0
2 Series,2018,16500,Manual,,Petrol,52.3,1.5
3 Series,2017,14999,Automatic,78446.0,Hybrid,134.5,2.0
1 Series,2019,17900,Automatic,8285.0,Petrol,36.7,1.5
6 Series,2020,37980,Semi-Auto,11.0,Diesel,53.3,3.0
4 Series,2019,31495,Semi-Auto,1133.0,Diesel,65.7,2.0
1 Series,2016,12900,Manual,23533.0,Diesel,65.7,2.0
X4,2019,34000,Semi-Auto,8515.0,Diesel,42.8,2.0
4 Series,2020,29995,Semi-Auto,100.0,Diesel,55.4,3.0
3 Series,2017,19830,Semi-Auto,39664.0,Diesel,49.6,3.0
3 Series,2017,15400,Manual,,Diesel,64.2,2.0
1 Series,2016,13212,Manual,13778.0,Petrol,56.5,1.5
3 Series,2017,14595,Automatic,24624.0,Petrol,51.4,2.0
X3,2019,31436,Automatic,6172.0,Diesel,54.3,2.0
5 Series,2020,31990,Semi-Auto,10.0,Petrol,50.4,2.0
7 Series,2019,45400,Semi-Auto,2212.0,Diesel,42.2,3.0
4 Series,2016,13000,Automatic,129590.0,Petrol,48.7,2.0
2 Series,2014,11999,Manual,31289.0,Diesel,62.8,2.0
1 Series,2017,13000,Manual,46000.0,Petrol,52.3,1.5
3 Series,2017,18400,Automatic,27232.0,Other,134.5,2.0
1 Series,2013,8990,Manual,,Petrol,49.6,1.6
1 Series,2016,13950,Semi-Auto,54205.0,Diesel,68.9,1.5
4 Series,2019,30450,Automatic,10638.0,Petrol,39.2,3.0
