id,keywords
2667,footage
2667,horror
2667,true
2667,student
2667,lost
2667,found footage
2667,film
48958,[]
345,life and death
345,sexual obsession
345,free love
345,heterosexual
345,christmas party
345,eroticism
345,orgy
345,masked ball
345,marijuana
345,illegal prostitution
9825,diving
9825,sheriff
9825,lake
9825,crocodile
9825,deputy
9825,paleontologist
9825,cow
9825,maine
9825,decapitation
9825,severed head
9825,scientist
9825,remote
9825,tooth
9825,bear attack
9825,campfire
9825,severed toe
9825,torso cut in half
9825,giant crocodile
9825,crocodile attack
9825,animal horror
16158,
133575,
620,mythology
620,loser
620,marshmallow
620,slime
620,supernatural powers
620,nerd
620,environmental protection agency
620,hybrid
620,possession
620,new york city twin towers
620,haunting
620,gate keeper
620,giant monster
620,paranormal phenomena
620,receptionist
620,ghost
620,duringcreditsstinger
2978,slime
2978,ghostbuster
2978,product placement
2978,reincarnation
2978,painting
2978,crude humor
2978,scream
2978,single mother
2978,old flame
2978,courtroom
2978,book store
2978,chrysler building
2978,river of slime
2978,revolving door
2978,reference to slinky
2978,occult research
10490,minnesota
10490,mother role
10490,beauty contest
10490,girl from the province
10490,hicktown
10490,evil mother
10490,mother daughter relationship
10490,envy
10490,pretty woman
10490,mocumentary
11618,based on novel
11618,trauma
11618,castle
11618,haunted house
11618,insomnia
11618,bone
11618,poster
11618,painting
11618,remake
11618,haunting
11618,child labor
11618,audio recording
11618,spiral staircase
11618,evil
11618,loner
11618,researcher
11618,insomniac
11618,paranormal activity
11618,logbook
11618, strange noise
11618,spook
11618,cherub
332,gadget
1812,gay
1812,drag queen
1812,screenwriter
1812,one-night stand
1812,stripper
1812,independent film
1812,gay relationship
1812,new york city
1812,it burns
8914,shark attack
8914,shark
8914,alzheimer's disease
8914,killer shark
8914,no opening credits
9824,bowling
9824,hostage
9824,sphinx
9824,training
9824,insane asylum
9824,tools
9824,frankenstein
9824,casanova
9824,superhero
9824,based on comic
9824,independent film
9824,comedy
9824,spoof
9824,skull
9824,shovel
9824,disco
9824,superhero spoof
9824,invisible man
9824,dark horse comics
9824,invisibility
9824,rajah
9824,bowling ball
9824,spleen
9824,evil genius
4806,small town
4806,self-discovery
4806,just married
4806,reporter
4806,wedding
4806,relationship
33430,independent film
247,corruption
247,adultery
247,robbery
247,horse race
247,wife husband relationship
247,secret
247,way of life
247,sniper
247,ex-detainee
247,marriage crisis
247,femme fatale
247,bag of money
247,crime
247,classic noir
10056,new york
10056,woman between two men
10056,hoodlum
967,gladiator
967,roman empire
967,gladiator fight
967,slavery
967,insurgence
967,ancient rome
967,torture
967,ancient world
967,slave
967,escaped slave
967,julius caesar
802,sexual obsession
802,hotel
802,depression
802,loss of mother
802,small town
802,flirt
802,midlife crisis
802,eroticism
802,youngster
802,lolita
802,motel
802,diary
802,seduction
802,forbidden love
802,professor for literature
802,provocation
802,fascination
802,one-sided love
802,widow
802,adoptive father
802,loss of husband
802,summer camp
802,secret love
3175,palace
3175,british army
3175,fencing
3175,epic
3175,debt
3175,ireland
3175,british soldier
3175,seven years war
3175,nobility
3175,prussia
147,fondling
147,independent film
147,nouvelle vague
147,skipping school
147,mise en scene
147,fingerprinting
147, mugshot
147,strict teacher
147,montmartre paris
1628,prostitute
1628,adultery
1628,based on novel
1628,jealousy
1628,musician
1628,french
1628,marriage
1628,friendship
1628,war
1628,love
1628,tragedy
1628,nouvelle vague
1628,triangle
1628,austrian
21185,psychokinesis
21185,psychic power
21185,incan
11120,paradise
11120,living together
11120,power
11120,governance
11120,exit
11120,idealism
11120,honduras
11120,idealist
11120,nature
11120,emigrant
10136,monk
10136,social worker
10136,wretch
10136,tibet
10136,demon
10136,evil
10136,missing person
10136,mysticism
10136,reluctant hero
32060,
48686,[]
48259,sister sister relationship
48259,reunion
873,prison
873,africa
873,southern usa
873,rape
873,black people
873,sister sister relationship
873,jazz
873,violent father
873,violent husband
873,empowerment
873,adoption
873,jazz musician
873,letter
873,incest
48660,[]
26789,sex
26789,louisiana
26789,vigilante
26789,revenge
26789,murder
26789,violence
26789,neo-noir
3934,[]
108312,[]
198469,[]
11416,christianity
11416,mission
11416,colonisation
11416,south america
11416,spanish
11416,18th century
11416,indigenous peoples
11416,assimilation
11416,jesuit priest
10776,flower
10776,solar eclipse
10776,florist
10776,assistant
10776,plant
10776,success
10776,aggression by plant
10776,investigation
10776,nerd
10776,blonde
10776,carnivorous plant
10776,remake
10776,crush
10776,based on play or musical
10776,motorcycle
10776,eclipse
10776,part animated
10776,dentist
10776,bum
10776,killer plant
10776,skid row
10776,based on movie
10776,plant food
10776,flesh eating plant
10776,inept assistant
10776,cult classic
10776,man eating plant
24452,aggression by plant
24452,killer plant
24452,man eating plant
9710,brother brother relationship
9710,africa
9710,riddle
9710,gold
9710,treasure
9710,treasure hunt
9710,goldmine
9710,archaeologist
9710,missing person
9710,archeology 
9710,allan quatermain
31924,blackout
31924,alcohol abuse
30890,beach
30890,taxi driver
30890,world war ii
30890,radio
30890,coney island
30890,independent film
30890,working class
30890,binoculars
30890,cigarette girl
30890,radio plays
24081,
20242,
39074,cheating wife
39074,hitchcockian
66194,witch
66194,cemetery
66194,monster
66194,babysitter
66194,fairy tale
66194,independent film
66194,surprise ending
66194,impalement
66194,werewolf
66194,cult film
2115,brother sister relationship
2115,cleveland
2115,musical
2115,rock
2115,cancer
2115,mother daughter relationship
2115,conflict
23599,[]
3526,wrong accusal
3526,biography
3526,insanity
3526,evil mother
3526,based on true story
3526,psychiatric hospital
3526,hollywood
3526,wrongful imprisonment
3526,lost love
3526,wrongful arrest
3526,wrongful conviction
3526,wrong diagnosis
3526,movie actress
3526,lobotomy
3526,frances farmer
3526,power abuse
41166,
16406,richard nixon
16406,watergate
16406,the white house
197239,[]
10386,cold war
10386,friendship
10386,giant robot
10386,sitting on a toilet
10386,fear of unknown
10386,1950s
10386,laxative
745,child abuse
745,sense of guilt
745,loss of child
745,confidence
745,psychology
745,dying and death
745,marriage crisis
745,afterlife
745,single
745,paranormal phenomena
745,cowardliness
745,child
745,spiritism
913,martinique
913,claude monet
913,famous painting
913,glider
913,insurance agent
913,missing painting
913,stolen painting
913,valuable painting
913,rich people
912,in love with enemy
912,hold-up robbery
912,boredom
912,insurance salesman
912,business man
912,insurance fraud
912,plan
912,heist
912,theft
912,millionaire
12229,[]
67323,
91076,playwright
91076,critic
91076,theater
89861,[]
19457,corruption
19457,subway
19457,infiltration
19457,criminal
11353,film producer
11353,film director
11353,movie studio
11353,hollywood
11353,filmmaking
11353,movie actress
17707,holiday
17707,prison
17707,thailand
17707,drug
17707,injustice
9781,parent child relationship
9781,kiss
9781,independent film
9781,youth
9781,drug
9781,detroit
102489,[]
18212,female nudity
18212,transsexuality
18212,canada
18212,eroticism
18212,coming out
18212,music
18212,lesbian relationship
18212,lesbian
18212,transgender
18212,lesbian sex
18212,lgbt
18212,vancouver
18212,woman director
13817,gay
13817,female nudity
13817,bisexuality
13817,drug scene
13817,independent film
13817,drug
13817,woman director
126996,woman director
38715,[]
48781,[]
12185,american football
12185,sport
12185,afterlife
29056,raven
26857,autopsy
26857,black and white
26857,pathologist
28501,inquisition
28501,spain
28501,castle
28501,supernatural
28501,insanity
28501,buried alive
28501,gothic horror
28501,secret door
28501,cult film
28501,madness
28501,flashback
28501,torturer
28501,spanish inquisition
28501,costume horror
28501,pendelum
28501,iron maiden
28501,1500s
29030,cat
29030,edgar allan poe
29030,black cat
29030,tomb
25319,sacrifice
25319,prince
25319,castle
25319,satanism
25319,village
25319,revenge
25319,murder
25319,tragic villain
25319,massacre
25319,middle ages
25319,edgar allan poe
25319,evil prince
25319,satanic ritual
25319,plague
25319,medieval times
25319,devil worship
29074,[]
24103,radio program
10552,smoking
10552,cat
10552,menace
10552,anthology
9267,blackmail
9267,humor
9267,stupidity
9267,comedy
9267,based on tv series
9267,spoof
9267,compilation
9267,musical number
9267,lumberjack
9267,monty python
9267,dead parrot
9267,twit
9267,physical comedy
9267,intentional mistranslation
9267,british comedy
9267,cult movie cast
9267,foot race
9267,obstacle course
9267,recurring character
9267,anarchic comedy
10766,prophecy
10766,secret identity
10766,devil's son
10766,anti-christ
10766,occultism
10768,london england
10768,ambassador
10768,devil's son
10768,anti-christ
10768,demon
813,chicago
813,alcohol
813,cataclysm
813,guitar
813,medicine
813,taxi driver
813,passenger
813,saxophone
813,stewardess
813,pilot
813,airplane
813,fear of flying
813,air controller
813,landing
813,autopilot
813,kiss
813,spoof
813,los angeles
813,alcohol abuse
813,aftercreditsstinger
813,anarchic comedy
2665,moon
2665,space marine
2665,coffee
2665,space travel
2665,spoof
2665,bomb planting
2665,aftercreditsstinger
2665,anarchic comedy
9406,paris
9406,meat
9406,cowardliness
9406,animal horror
11418,london england
11418,game show
11418,chaos
11418,travel
11418,family vacation
11418,eiffel tower paris
11418,marriage problems
11418,interrupted vacation
11418,woman director
11153,usa
11153,relatives
11153,family vacation
11153,family holiday
11153,duringcreditsstinger
14170,slapstick
14170,city country contrast
2280,baseball
2280,co-worker
2280,bronx
2280,pinball machine
2280,toy maker
2280,duet
2280,job promotion
2280,homesick
2280,new toy
2280,quarter
2280,unplugged electronic works
2280,yankee stadium bronx new york city
2280,walking on piano keys
2280,wish fulfillment
2280,bunk bed
2280,woman director
11077,ransom
11077,kidnapping
11077,foster parents
11077,child hero
11077,baby-snatching
11077,orphanage
11077,spoiled child
11077,pflegesohn
11077,serial killer
28597,
22611,
39780,minister
39780,australia
39780,inheritance
39780,wager
39780,woman director
39780,19th century
10396,restaurant
10396,drug dealer
10396,shadowing
10396,restaurant owner
10396,cop
10396,best friend
9944,judge
9944,professor
9944,mission of murder
9944,supreme court
850,holiday
850,nostalgia
850,young boy
850,bb gun
850,essay
850,christmas tree dealer
850,mall santa
850,christmas
850,1940s
10154,new york
10154,marriage proposal
10154,fbi
10154,mafia boss
10154,mafia
10342,pornography
10342,exam
10342,bed
10342,graduation
10342,final exam
10342,class
10342,scholarship
10342,bastille
10342,suspense
10342,mother daughter relationship
10342,teen movie
10342,tears
10342,gym
10342,knocked out
10342,valedictorian
10342,history class
10342,history teacher
10342,teenage sex
10342,reference to marilyn monroe
10342,letter opener
10342,school bus
10366,super computer
10366,computer program
10366,destiny
10366,timebomb
9349,vietnam
9349,barrage
9349,revitalization
9349,reporter
9349,soldier
15122,behind the scenes
15122,spa
15122,planetarium
15122,art imitates life
10494,japan
10494,career
10494,stalker
10494,singer
10494,animation
10494,female protagonist
10494,split personality
10494,j-pop
10494,anime
126152,[]
22314,
51679,[]
35813,[]
11037,dictator
11037,father son relationship
11037,government
11037,execution
11955,israel
11955,atomic bomb
11955,pilot
11955,air force
2038,poison
2038,pilot
2038,dying and death
2038,airplane
2038,drugs and addiction
28737,[]
11963,cia
11963,office
11963,condor
141489,
53761,[]
9096,medicine
9096,ant
9096,research
9096,amazon
9096,cancer
9096,jungle
9096,doctor
9096,falling in love
9096,cure
9096,rainforest
91893,[]
113273,woman director
103793,[]
1911,witch
1911,cave
1911,arabian
1911,scandinavia
1911,bagdad
1911,viking
1911,iraq
1911,war
1911,mission
2900,wife husband relationship
2900,space travel
2900,space
2900,mission
2900,pregnancy
2900,astronaut
17709,based on cartoon
17709,mountie
37718,screenwriter
37718,muse
47144,[]
104896,[]
30964,suspense
52366,[]
6373,[]
2162,
14578,suicide
14578,sex
14578,sexuality
14578,college
14578,police
14578,campus
14578,party
14578,love
14578,revenge
14578,prank
14578,independent film
14578,student
14578,teenager
14578,drug
14578,humiliation
14578,flashback
14578,accident
40694,gay
40694,meditation
40694,coming out
40694,party
40694,independent film
40694,gay interest
40694,woman director
4338,[]
49184,
10307,vatican
10307,miracle
10307,christian
10307,faith
10307,clergyman
10307,atheist
11601,secret
11601,obsession
11601,paranoia
11601,grave
11601,haunted house
11601,hypnosis
11601,tools
11601,clairvoyance
11601,murder
11601,suspense
11601,disappearance
11601,psychic
11601,cemetary
11601,ghost
11601,neighborhood
11601,repressed memory
11601,hearing voices
18621,[]
1075,gypsy
1075,yugoslavia
1075,father son relationship
1075,cat
1075,brother sister relationship
1075,grandfather grandson relationship
1075,bathing
1075,unexpected happiness
1075,black market
1075,russian
1075,bad luck
1075,small person
1075,superstition
1075,gypsy music
1075,teacher
1075,money
1075,debt
1075,best friend
1075,train
1075,wedding
1075,youth
1075,danube
1075,anarchic comedy
21719,
40879,
47951,cat
47951,fight
47951,chicken
47951,barn
47951,pig
47951,milk
47951,survival
47951,dog
43832,pilot
43832,south america
43832,old flame
43832,showgirl
47697,shakespeare
47697,wife husband relationship
47697,victim
47697,love
47697,murder
47697,interracial marriage
47697,tragic love
47697,handkerchief
47697,resentment
47697,jealous husband
47697,father daughter conflict
47697,mistrust of wife
49792,friendship
49792,queens new york city
77064,
26522,racist
26522,black
26522,revenge
26522,boot camp
26522,based on play or musical
26522,dead soldier
26522,flashback
26522,military law
23761,single parent
23761,church service
23761,burned alive
23761,psychopathic killer
23761,proto-slasher
24097,[]
42114,video game
42114,monster
42114,supernatural
42114,truck
42114,anthology
42114,urban legend
42114,priest
42114,serial killer
42114,scientist
42114,maniac
42114,demon
42114,animal attack
42114,giant rat
28295,male nudity
28295,based on novel
28295,nudity
28295,murder
28295,neighbor
28295,slumber party
28295,teenager
28295,stabbing
28295,prank telephone call
12105,submarine
12105,fab four
12105,colours
12105,music
12105,blase
12105,the beatles
14,male nudity
14,female nudity
14,adultery
14,parent child relationship
14,midlife crisis
14,coming out
14,first time
14,camcorder
14,virgin
14,nudity
14,film maker
14,estate agent
14,satire
14,loneliness
14,dark comedy
14,suburbia
14,coming of age
14,marijuana
14,exercise
14,bittersweet
14,affair
24128,concert
11001,robbery
11001,diamant
11001,police operation
11001,police everyday life
11001,thief
11001,police officer
11001,police station
10390,baseball
10390,trainer
10390,career
10390,legend
10390,training
10390,sport
9453,italy
9453,assassination
9453,rape
9453,sexuality
9453,roman empire
9453,orgy
9453,emperor
9453,roman
9453,sadism
9453,ancient rome
9453,marriage
9453,insanity
9453,syphillis
9453,punishment
9453,unsimulated sex
9453,brutality
9453,lust
9453,erotic movie
704,adolescence
704,culture clash
704,press conference
704,behind the scenes
704,police chase
704,mockumentary
704,older man younger woman relationship
704,shaving
704,the beatles song
704,railway station
704,performer
704,psychotronic
704,generation gap
704,television director
35122,menage a trois
142132,[]
24153,disc jockey
24153,star
24153,affection
24153,from rags to riches
24153,airplane crash
24153,price of fame
24153,blizzard
11797,virgin
11797,vampire
11797,transformation
11797,supernatural powers
11797,undead
11797,night club
11797,lifting person in air
11797,werewolf
11797,mother son relationship
18086,
124475,
17887,love
17887,lawyer
17887,conservative
17887,new york city
17887,apartment
10669,strangeness
10669,wound
10669,wilderness
10669,canoe
10669,rafting
10669,hillbilly
11527,holy grail
11527,love triangle
11527,england
11527,prophecy
11527,rape
11527,sex
11527,adultery
11527,witch
11527,mythology
11527,magic
11527,fog
11527,castle
11527,knight
11527,vision
11527,tournament
11527,duel
11527,battle
11527,incest
11527,mist
11527,wizard
11527,affair
11527,revelry
11527,sword and sorcery
42848,[]
40867,musical
1049,southern usa
1049,wife husband relationship
1049,amnesia
1049,war veteran
1049,return
1049,village life
1049,death penalty
1049,gallows
1049,violent husband
1049,suspicion of murder
1049,court case
1049,death sentence
1049,sentence
1049,false identity
1049,one-sided love
1049,wife
1049,peasant
1049,loss of husband
1049,village
1049,agriculture
1049,war
1049,violence
28032,based on fairy tale
11326,christmas party
11326,musical
11326,christmas tree
11326,mute
11326,pinball
11326,midnight movie
11326,rock opera
11326,post war
11326,blindness
11326,holiday camp
11326,visually impaired person
11326,christmas lights
28377,haunted house
28377,college
28377,abandoned house
28377,serial killer
28377,slasher
28377,ghost
28377,fraternity initiation
28377,scream queen
28377,deformed man
28377,trespassing
28377,college student
10975,gold
10975,nazis
10975,wilderness
10975,treasure hunt
10974,africa
10974,sword
10974,auction
10398,prison
10398,sailboat
10398,sailing trip
10398,new orleans
10398,women's prison
10398,probation
10398,murder hunt
2290,jewry
2290,schutzstaffel
2290,jewish life
2290,jewish ghetto
24071,
62994,
60994,photographer
60994,dysfunctional family
60994,independent film
60994,older man younger woman relationship
60994,bohemian
60994,protégé
60994,woman director
16112,
32305,
14429,high school
14429,prom
14429,next door neighbor
15198,sport
15198,ice hockey
6415,gold
6415,gulf war
6415,three kings
6415,iraq
6415,kuwait
6415,rescue
6415,interracial relationship
6415,treasure map
6415,soldier
6415,u.s. soldier
6415,gold theft
6415,persian gulf
6415,emergency surgery
6415,mine field
24066,small town
24066,texas
24066,con man
24066,fraud
24066,independent film
24066,mistaken identity
24066,in the closet
24066,fish out of water
24066,escaped convict
24066,stolen identity
24066,small town sheriff
24066,ruse
24066,beauty pageant
24066,confidence man
24066,small town thieves
24066,gender stereotypes
24066,gay couple
21430,female nudity
21430,nudity
21430,independent film
21430,cyberpunk
21430,skinny dipping
21430,sex scene
21430,near future
21430,corporations
21430,woman on top
10381,railroad robber
10381,robbery
10381,victorian england
10381,thief
171982,
42486,[]
60285,[]
5622,cruise
5622,boat accident
5622,ship
5622,war
5622,independent film
10349,sheriff
10349,based on novel
10349,blackmail
10349,book
10349,razor
10349,pseudonym
10349,alter ego
10349,maine
10349,author
10349,new york city
10349,family
10349,graveyard
10349,high toned
10349,supernatural power
42518,musical
42518,giant
29787,based on novel
29787,paralysis
29787,revenge
29787,rage
29787,monkey
29787,disability
29787,animal experimentation
29787,science experiment
29787,science run amok
29787,animal testing
9638,evil
9638,ice cream man  
9638,mausoleum
9638,tall man
9638,sentinals
9638,sphere
10576,female nudity
10576,nudity
10576,motel
10576,psychopath
10576,sequel
10576,revenge
10576,murder
10576,suspense
10576,gore
10576,blood
10576,mother son relationship
10576,voyeur
12662,schizophrenia
12662,male nudity
12662,female nudity
12662,prostitute
12662,sex
12662,nun
12662,depression
12662,nudity
12662,psychopath
12662,sequel
12662,murder
12662,gore
12662,blood
12662,slasher
12662,corpse
12662,mental illness
12662,crossdressing
61369,missionary
61369,prostitute
61369,rain
61369,deluge
61369,black and white
61369,pre-code
61369,persecution
61369,tropics
11712,japan
11712,corruption
11712,samurai
11712,temple
11712,fighter
12618,infidelity
12618,politician
12618,airplane crash
12618,death
12618,death of husband
12618,police sergeant
12618,death of wife
13824,
226,rape
226,sex
226,identity
226,small town
226,love
226,friends
226,murder
226,romance
226,true
226,transgender
226,anger
226,woman director
226,nebraska
226,small town murder
226,transphobia
226,gender identity
288772,[]
55107,[]
69851,[]
10388,prison
10388,release from prison
10388,suitcase
10388,record producer
10388,investigation
10388,daughter
10388,loss
10388,revenge
10388,stakeout
10388,ex-con
10388,warehouse
10388,hired killer
10388,narcotics
10388,motel room
10388,neo-noir
10388,1960s
17198,secret love
17198,independent film
17198,stalking
44857,[]
9346,brothel
9346,high school
9346,party
861,oxygen
861,falsely accused
861,resistance
861,mars
861,double life
861,telepathy
861,mutant
861,hologram
861,space colony
861,false identity
861,secret agent
861,dystopia
861,cyberpunk
861,false memory
861,implanted memory
14412,prison
14412,smoking
14412,infidelity
14412,femme fatale
14412,no air conditioning
14412,neo-noir
9377,chicago
9377,high school
9377,aftercreditsstinger
9377,duringcreditsstinger
11541,civil war
11541,embassy
11541,indonesia
11541,falling in love
2457,pantomime
2457,anarchist
2457,count
2457,love
2457,thief
2457,murder
2457,mime
2457,false accusations
2457,hoodlum
2457,theater
2457,actress
2457,actor
11901,gunslinger
11901,desperation
11901,outlaw
4929,prison
4929,judge
4929,marshal
4929,death penalty
4929,oklahoma
4929,widow
4929,cattle drive
4929,hanging
4929,law man
4929,lynching
4929,search party
85325,radio
85325,town
85325,citizens band
11230,trainer
11230,sake
11230,uncle
11230,dojo
11230,master
11230,kung fu classic
11230,drunken master
8416,paris
8416,italy
8416,assassin
8416,fascism
8416,benito mussolini
11054,baltimore
11054,integration
11054,racial segregation
11054,detention
11054,woman played by man
11054,cross cultural relations
11054,interracial love
11054,cult classic
11054,interracial friendship
11054,fashion model
11054,drag
11054,dance show
11054,big hair
11054,ratted hair
851,adultery
851,infidelity
851,passion
851,housewife
851,tea
851,duty
851,marriage
851,doctor
851,guilt
851,tearjerker
851,impossible love
24453,
18254,journalist
18254,russian revolution 1917
56235,prisoners of war
56235,vietnam
56235,vietnam war
56235,aviation
56235,independent film
56235,torture chamber
56235,pow
56235,woman director
20123,[]
16642,love triangle
16642,chicago
16642,wife husband relationship
16642,texas
16642,field
16642,farm
16642,marriage
16642,love
16642,poverty
16642,class differences
16642,farmer
16642,jealous husband
16642,boyfriend girlfriend relationship
16642,harvest
2593,[]
42020,[]
3086,gambling
3086,snake
3086,passenger
3086,ship
3086,fraud
3086,daughter
3086,revenge
3086,wealth
3086,money
3086,hair
3086,cardsharp
3086,animated title sequence
16305,homeless person
16305,film director
32255,florida
32255,love
32255,money
32255,divorce
48797,insane asylum
48797,insanity
48797,psychiatric hospital
48797,psychological thriller
48797,psychiatry
48797,telekenesis
19997,clock tower
19997,infidelity
19997,honeymoon
19997,self-defense
19997,waterfall
19997,postcard
19997,delirium
19997,niagara falls
19997,murder
19997,morgue
19997,tour guide
19997,fear
19997,pursuit
19997,hitchcockian
19997,screaming
19997,unconsciousness
19997,film noir
19997,adultress
3767,casino
3767,jealousy
3767,penalty
3767,buenos aires
3767,tricks
3767,patent
3767,night club
3767,extramarital affair
3767,musical number
3767,film noir
17352,world war ii
17352,plantation
17352,musical
17352,u.s. navy
17352,interracial relationship
17352,based on play or musical
17352,hospital
17352,pacific island
17352,tragic event
17352,laundry
17352,tropical island
17352,racial stereotype
17352,frenchman
17352,bali hai
17352,dame
17352,star crossed lovers
535,dancing
535,dance
535,locksmith
535,welder
2731,civil war
2731,love of one's life
2731,communist
2731,adoption
2731,longing
2731,saigon
2731,naval officer
2731,indochina
2731,mother daughter relationship
2731,extramarital affair
1654,based on novel
1654,world war ii
1654,nazis
1654,castle
1654,secret mission
1654,u.s. army
1654,training
1654,hand grenade
1654,fistfight
1654,mission
1654,shootout
1654,suicide mission
1654,soldier
1654,explosion
1654,commando
1654,behind enemy lines
1654,military police
31043,tennis
31043,investigation
31043,coach
31043,murder
31043,los angeles
31043,drug
31043,neo-noir
14831,musical
14831,music
14831,cult
14831,mad scientist
14831,the beatles
658,secret organization
658,secret intelligence service
658,nuclear radiation
658,fort knox
658,aston martin
658,secret lab
658,kentucky
658,gas attack
658,airplane
658,british secret service
658,duringcreditsstinger
657,venice
657,london england
657,terror
657,england
657,assassination
657,spy
657,assassin
657,istanbul
657,russia
657,secret mission
657,secret organization
657,secret intelligence service
657,kgb
657,orient express
657,zagreb
657,gondola
657,phantom
657,villain
657,duringcreditsstinger
646,london england
646,england
646,assassination
646,spy
646,casino
646,exotic island
646,card game
646,space marine
646,intelligence
646,jamaica
646,secret base
646,secret mission
646,baccarat
646,secret organization
646,secret intelligence service
646,nuclear radiation
646,villain
646,secret agent
646,atomic reactor
5689,sexual identity
5689,shipwreck
5689,lovers
5689,stranded
5689,marooned
5689,pacific island
5689,teenager
5689,deserted island
5689,tropical island
5689,lost at sea
391,gang war
391,victim of murder
391,greed
391,hostility
391,spaghetti western
8052,gambling
8052,prostitute
8052,casino
8052,cheating
8052,blackmail
8052,male friendship
8052,gambling debts
8052,hostage-taking
8052,independent film
772,holiday
772,new york
772,new york city
772,christmas
65448,[]
65452,[]
31650,new york
31650,detective
31650,marriage
31650,murder
31650,socialite
73575,[]
302579,[]
550,support group
550,dual identity
550,nihilism
550,rage and hate
550,insomnia
550,dystopia
550,violence
97537,[]
12220,love of one's life
12220,therapist
12220,psychology
12220,wedding
12220,relationship
12220,divorce
1610,london england
1610,relationship problems
1610,sport
1610,arsenal london
1610,jogging
1610,teacher
1610,soccer
1610,dating
53151,[]
42881,dogme 95
29064,[]
404,brother brother relationship
404,mississippi
404,wisconsin
404,lawnmower
404,iowa
404,biography
404,based on true story
404,independent film
404,family relationships
404,family
404,road movie
42196,evil child
36819,treasure
36819,map
36819,magic
36819,time travel
36819,titanic
36819,cage
36819,steampunk
36819,minotaur
36819,independent film
36819,good vs evil
36819,tank
36819,burglary
42726,widow
42726,widower
9343,plantation
9343,peru
9343,amazon
9343,opera house
9343,rubber plantation
9343,riverboat
16858,show business
16858,film making
16858,tap dancing
16858,movie in movie
16858,divorce
16858,tv show in film
16858,stand-up comedian
16858,broadway
16858,rainstorm
16858,surgery
16858,dream sequence
16858,editing
16858,semi autobiographical
16858,restroom
16858,screening room
16858,amphetamine
16858,prescription drug abuse
42006,china
11562,new york
11562,adultery
11562,assassin
11562,professor
11562,brother-in-law
11562,murder
11562,mistress
11562,doctor
11562,hired killer
11562,documentary filmmaker
10496,mutation
10496,bat
10496,attack
10496,closed mine
10496,bat attack
10496,boy eaten
16162,
8649,new york
8649,coma
8649,ambulance
8649,night life
8649,drug addiction
8649,hallucination
8649,dying and death
8649,night
8649,ambulance man
8649,alcoholism
8649,teacher
8649,hospital
8649,violence
8649,city
8649,drug
8649,illegal prostitution
8649,road movie
8649,euthanasia
31306,
10563,gay
10563,dance
10563,architect
10563,artist
10563,tango
10563,business man
10563,spying
10563,partnership
10563,chief executive officer
10563,deception
10563,business partner
10563,affair
14484,alcohol
14484,rape
14484,sex
14484,bar
14484,rave
14484,party
14484,arrested
214735,[]
94857,great depression
94857,movies
32043,
15247,england
15247,spy
15247,cold war
15247,espionage
15247,swinging 60s
15247,harry palmer
29251,motor sport
29251,motorcycle
5548,cyborg
5548,crime fighter
5548,human experimentation
5548,dystopia
5548,weapon
5548,cyberpunk
5548,detroit
5548,law enforcement
5548,gentrification
5548,robocop
5549,cyborg
5549,police
5549,sequel
5549,cyberpunk
5549,robot
5549,drug
5549,police officer
5549,robocop
856,falsely accused
856,film business
856,hiding place
856,suspicion of murder
856,mental breakdown
856,innocence
856,cartoon
856,cartoon sex
856,love sickness
856,private detective
856,movie star
856,live action and animation
38772,california
38772,nevada
38772,strip club
38772,game show
38772,utah
38772,reno
38772,stripper
38772,road trip
38772,wedding
38772,pregnancy
38772,las vegas
38772,divorce
38772,courtroom
38772,will
699,london england
699,submarine
699,england
699,sea
699,assassin
699,mountain
699,undercover
699,olympic games
699,drug traffic
699,secret mission
699,secret intelligence service
699,kgb
699,coral reef
699,ski jump
699,parrot
699,cryptographic device
699,gang of smugglers
699,figure skating
699,motorcycle
699,monastery
699,british secret service
699,skiing
709,corruption
709,florida
709,secret identity
709,liberation of prisoners
709,drug traffic
709,floatplane
709,transport of prisoners
709,tank car
709,florida keys
709,coast guard
709,airplane
709,british secret service
253,london england
253,new york
253,bomb
253,england
253,spy
253,sheriff
253,dual identity
253,secret identity
253,boat
253,drug traffic
253,tarot cards
253,heroin
253,crocodile
253,jamaica
253,secret mission
253,secret intelligence service
253,drug smuggle
253,voodoo
253,tombstone
253,aftercreditsstinger
13511,monster
13511,ireland
660,paris
660,florida
660,fighter pilot
660,sanatorium
660,secret organization
660,nuclear missile
660,coral reef
660,bahamas
660,scuba diving
660,scuba
660,british secret service
46798,[]
11377,lunatic asylum
11377,aftercreditsstinger
26149,independent film
26149,school teacher
492,individual
492,transvestism
492,sexual identity
492,witch
492,identity
492,subconsciousness
492,new identity
492,pet
492,chimp
492,puppeteer
492,appropriation of another human being
492,externally controlled action
492,married couple
492,brain
492,pet shop
492,door
492,secret love
108346,lust
108346,love crime
98480,[]
128,fight
128,wolf
128,iron
128,pan
128,wild boar
128,territory
128,friendship
128,princess
128,good vs evil
128,rural setting
128,anime
46286,tattoo
46286,music
46286,wedding
46286,band
46286,scout
8672,central and south america
8672,shooting
8056,concentration camp
8056,holocaust
8056,jewish life
8056,deportation
8056,jew
8056,nazis
8056,eastern europe
8056,fool
8056,village
8056,nazi germany
8056,train
2020,san francisco
2020,bachelor
2020,remake
2020,inheritance
2020,wedding
9481,paraplegic
9481,investigation
9481,psychopath
9008,spy
